hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
FHNNJA_05975	CI-1049	1157	274	Thoeris__ThsB_Global	1.7e-11	41.8	0.751	0.628	3	174
FHNNJA_05975	CI-1049	1157	274	SpbK__SpbK	1e-47	160.7	0.45	0.617	3	171
FHNNJA_06570	CI-1049	1275	228	ShosTA__ShosT	1.8e-11	41.6	0.684	0.746	47	216
FHNNJA_07035	CI-1049	1368	142	Lamassu-Fam__LmuC_acc_Lipase	1.2e-05	22.3	0.47	0.577	59	140
FHNNJA_07115	CI-1049	1384	287	PsyrTA__PsyrA	2.5e-34	116.3	0.543	0.746	65	278
FHNNJA_07115	CI-1049	1384	287	ShosTA__ShosA	1.5e-65	218.7	0.894	0.941	13	282
FHNNJA_07315	CI-1049	1424	486	DISARM__drmC	1.6e-11	41.7	0.547	0.286	322	460
FHNNJA_07660	CI-1049	1492	478	PsyrTA__PsyrT	1.0999999999999999e-94	315.3	0.681	0.918	4	442
FHNNJA_07775	CI-1049	1515	628	UG6__DnaG	1.1e-37	127.2	0.846	0.484	34	337
FHNNJA_09575	CI-1049	1869	1264	Gabija__GajB_2	7.7e-59	197.1	0.749	0.732	13	937
FHNNJA_10885	CI-1049	2110	256	Gao_Qat__QatD	1.6e-13	48.0	0.941	0.969	4	251
FHNNJA_10890	CI-1049	2111	732	Gabija__GajB_3	5.8e-10	36.3	0.593	0.299	497	715
FHNNJA_11165	CI-1049	2165	882	UG9__DNA_pol	4.1e-37	125.6	0.754	0.469	457	870
FHNNJA_11295	CI-1049	2190	125	MazEF__MazF	8.3e-08	29.5	0.694	0.664	4	86
FHNNJA_11410	CI-1049	2212	113	MazEF__MazF	1.8e-09	34.9	0.919	0.956	4	111
FHNNJA_11910	CI-1049	2309	752	Gabija__GajB_3	7.2e-17	59.0	0.66	0.38	27	312
FHNNJA_11910	CI-1049	2309	752	Gabija__GajB_1	1.2e-40	137.1	0.921	0.809	15	622
FHNNJA_11910	CI-1049	2309	752	UG35__UvrD	9.299999999999998e-103	342.2	0.529	0.574	11	442
FHNNJA_11910	CI-1049	2309	752	Gabija__GajB_2	2.6e-112	373.7	0.774	0.876	4	662
FHNNJA_11975	CI-1049	2322	746	Dodola__DolB	2.8e-23	80.0	0.528	0.277	387	593
FHNNJA_12145	CI-1049	2356	219	csn2_II-A_3	2.6000000000000002e-30	103.0	0.987	0.968	1	212
FHNNJA_12145	CI-1049	2356	219	csn2_II-A_4	3.3e-107	354.5	1.0	0.995	1	218
FHNNJA_12150	CI-1049	2357	109	cas2_I_II_III_IV_V_VI_13	6.3e-16	55.8	1.0	0.706	6	82
FHNNJA_12150	CI-1049	2357	109	cas2_I_II_III_IV_V_VI_1	1.7e-27	93.0	0.989	0.872	6	100
FHNNJA_12150	CI-1049	2357	109	cas2_I_II_III_IV_V_VI_11	6.1e-35	116.9	1.0	0.927	6	106
FHNNJA_12150	CI-1049	2357	109	cas2_I_II_III_IV_V_VI_6	1.5000000000000001e-46	154.9	0.957	0.991	1	108
FHNNJA_12155	CI-1049	2358	288	cas1_I_II_III_IV_V_VI_2	1.7e-23	80.6	0.946	0.781	7	231
FHNNJA_12155	CI-1049	2358	288	cas1_I_II_III_IV_V_VI_10	8.7e-27	91.4	0.866	0.778	7	230
FHNNJA_12155	CI-1049	2358	288	cas1_I_II_III_IV_V_VI_1	1.3e-48	163.1	0.795	0.806	4	235
FHNNJA_12155	CI-1049	2358	288	cas1_I_II_III_IV_V_VI_8	7.099999999999999e-60	200.2	0.848	0.906	1	261
FHNNJA_12155	CI-1049	2358	288	cas1_I_II_III_IV_V_VI_5	1.9e-97	323.1	0.996	0.934	3	271
FHNNJA_12160	CI-1049	2359	1337	cas9_II-C_4	3.6e-82	274.4	0.961	0.996	2	1332
FHNNJA_12160	CI-1049	2359	1337	cas9_II-A_1	1.6e-276	918.2	0.841	0.862	2	1154
FHNNJA_12160	CI-1049	2359	1337	cas9_II-A_II-B_II-C_1	3.7999999999999995e-279	926.0	0.999	0.78	4	1046
FHNNJA_12160	CI-1049	2359	1337	cas9_II-A_II-B_II-C_3	0.0	1103.7	0.998	0.999	1	1335
FHNNJA_12370	CI-1049	2399	481	DISARM__drmC	2.3e-17	60.8	0.747	0.395	258	447
FHNNJA_12685	CI-1049	2462	1010	RM__Type_I_REases_FAM_0.einsi_trimmed	1.3999999999999998e-68	229.5	0.661	0.709	115	830
FHNNJA_12685	CI-1049	2462	1010	RM__Type_I_REases_FAM_1.einsi_trimmed	0.0	1102.4	0.979	0.978	2	989
FHNNJA_13490	CI-1049	2622	381	Dnd__DndA	2.4e-102	340.1	0.979	0.966	2	369
FHNNJA_14560	CI-1049	2802	2250	RM_Type_II__Type_II_MTases_FAM_33	1.9e-07	27.6	0.42	0.087	705	899
FHNNJA_14650	CI-1049	2820	841	Hna__Hna	1.1e-258	858.2	0.98	0.992	5	838
FHNNJA_15095	CI-1049	2903	338	AbiI__AbiI	3.9e-177	586.2	0.994	0.991	4	338
