hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JBIPMC_06530	DFI-266	1240	284	CBASS__AG_E1_ThiF	1.8999999999999997e-51	172.3	0.926	0.831	25	260
JBIPMC_07160	DFI-266	1365	624	UG6__DnaG	1.4e-37	126.9	0.846	0.487	34	337
JBIPMC_07270	DFI-266	1387	478	PsyrTA__PsyrT	9.8e-95	315.6	0.682	0.921	4	443
JBIPMC_07565	DFI-266	1445	486	DISARM__drmC	1.7e-11	41.7	0.547	0.286	322	460
JBIPMC_07765	DFI-266	1485	287	PsyrTA__PsyrA	2.6e-34	116.3	0.543	0.746	65	278
JBIPMC_07765	DFI-266	1485	287	ShosTA__ShosA	2.0000000000000003e-65	218.4	0.894	0.941	13	282
JBIPMC_07845	DFI-266	1501	142	Lamassu-Fam__LmuC_acc_Lipase	1.3e-05	22.3	0.47	0.577	59	140
JBIPMC_08310	DFI-266	1594	228	ShosTA__ShosT	2.6e-12	44.4	0.73	0.794	47	227
JBIPMC_08860	DFI-266	1704	276	AbiJ__AbiJ	3.5e-27	93.0	0.47	0.525	124	268
JBIPMC_08910	DFI-266	1714	380	RT_I_II_III_IV_V_VI_1	2.2e-52	175.3	0.714	0.558	33	244
JBIPMC_09225	DFI-266	1776	274	Thoeris__ThsB_Global	3.1e-11	41.0	0.751	0.628	3	174
JBIPMC_09225	DFI-266	1776	274	SpbK__SpbK	4.7e-48	161.9	0.45	0.617	3	171
JBIPMC_09340	DFI-266	1798	335	RM_Type_II__Type_II_MTases_FAM_13	1.2e-09	34.8	0.424	0.704	63	298
JBIPMC_09340	DFI-266	1798	335	RM_Type_II__Type_II_MTases_FAM_33	1.1e-15	54.9	0.429	0.63	100	310
JBIPMC_09770	DFI-266	1882	374	SspBCDE__SspD	1.1e-05	22.5	0.433	0.356	5	137
JBIPMC_09780	DFI-266	1884	381	Dnd__DndA	1.1e-109	364.3	0.963	0.95	4	365
JBIPMC_10515	DFI-266	2029	380	RM_Type_II__Type_II_MTases_FAM_16	2.4e-21	73.6	0.473	0.439	30	196
JBIPMC_10515	DFI-266	2029	380	RM_Type_II__Type_II_MTases_FAM_21	8.8e-32	107.9	0.491	0.55	4	212
JBIPMC_10515	DFI-266	2029	380	RM_Type_II__Type_II_MTases_FAM_22	2.2e-32	110.1	0.461	0.453	2	173
JBIPMC_10515	DFI-266	2029	380	RM_Type_II__Type_II_MTases_FAM_0	1.5999999999999998e-53	179.8	0.967	0.987	1	375
JBIPMC_10515	DFI-266	2029	380	DISARM_2__drmMII	5.2e-59	197.7	0.96	0.987	1	375
JBIPMC_10515	DFI-266	2029	380	Druantia_II__DruM	1.7e-69	232.3	0.829	0.984	1	374
JBIPMC_10515	DFI-266	2029	380	RM_Type_II__Type_II_MTases_FAM_2	1.4e-90	301.3	0.965	0.984	1	374
JBIPMC_10560	DFI-266	2038	610	PD-T7-2__PD-T7-2_B	2.7e-85	284.3	0.94	0.974	16	609
JBIPMC_10590	DFI-266	2044	868	Dodola__DolB	2.8999999999999996e-23	80.0	0.68	0.319	449	725
JBIPMC_10670	DFI-266	2060	923	csf4_IV-A_1	7.6e-21	71.8	0.578	0.395	522	886
JBIPMC_10670	DFI-266	2060	923	DEDDh_I_II_III_IV_V_VI_1	2.3e-45	152.1	0.988	0.168	9	163
JBIPMC_10685	DFI-266	2063	1451	DEDDh_I_II_III_IV_V_VI_1	3.2000000000000003e-46	154.9	0.994	0.108	427	582
JBIPMC_10710	DFI-266	2068	305	DS-15__DS-15C	1.4e-53	179.2	0.951	0.711	6	222
JBIPMC_10715	DFI-266	2069	116	DS-15__DS-15B	3.2e-32	108.7	0.917	0.966	2	113
JBIPMC_10740	DFI-266	2074	411	Dnd__DndA	4.5e-45	151.7	0.865	0.835	24	366
JBIPMC_11060	DFI-266	2138	589	PsyrTA__PsyrT	2.2999999999999999e-110	367.2	0.515	0.587	4	349
JBIPMC_11425	DFI-266	2208	382	Dnd__DndA	2.9e-34	116.1	0.828	0.838	5	324
JBIPMC_11830	DFI-266	2289	322	Tha__Tha	4.8e-06	23.7	0.405	0.376	169	289
JBIPMC_12135	DFI-266	2346	869	recD_IV-D_1	4.2999999999999996e-83	277.2	0.857	0.732	117	752
JBIPMC_12230	DFI-266	2365	1045	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.1e-12	44.4	0.773	0.471	5	496
JBIPMC_12230	DFI-266	2365	1045	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	4.1e-15	52.4	0.799	0.757	16	806
JBIPMC_12430	DFI-266	2405	177	DEDDh_I_II_III_IV_V_VI_1	2.4e-38	129.3	0.988	0.87	5	158
JBIPMC_13475	DFI-266	2609	1047	RM__Type_I_REases_FAM_2.einsi_trimmed	3.2e-19	66.2	0.524	0.485	128	635
JBIPMC_13475	DFI-266	2609	1047	RM__Type_I_REases_FAM_0.einsi_trimmed	2.6e-182	606.1	0.839	0.91	5	957
JBIPMC_13480	DFI-266	2610	359	RM__Type_I_S_04	3.1000000000000003e-30	103.2	0.662	0.969	10	357
JBIPMC_13480	DFI-266	2610	359	RM__Type_I_S_51	3.3e-37	125.4	0.69	0.969	11	358
JBIPMC_13495	DFI-266	2613	378	RM__Type_I_S_03	4.3e-21	73.1	0.666	0.831	64	377
JBIPMC_13495	DFI-266	2613	378	RM__Type_I_S_52	5e-27	92.4	0.659	0.963	14	377
JBIPMC_13495	DFI-266	2613	378	RM__Type_I_S_04	3.6e-35	119.5	0.733	0.963	13	376
JBIPMC_13495	DFI-266	2613	378	RM__Type_I_S_51	2.8999999999999996e-47	158.6	0.804	0.963	14	377
JBIPMC_13500	DFI-266	2614	529	RM_Type_II__Type_II_MTases_FAM_10	6.1e-07	26.0	0.555	0.518	186	459
JBIPMC_13500	DFI-266	2614	529	RM_Type_II__Type_II_MTases_FAM_29	3.4e-13	46.4	0.519	0.577	177	481
JBIPMC_13500	DFI-266	2614	529	RM_Type_II__Type_II_MTases_FAM_13	4.6e-18	62.6	0.457	0.503	155	420
JBIPMC_13500	DFI-266	2614	529	RM_Type_II__Type_II_MTases_FAM_6	2.7e-18	63.4	0.444	0.467	188	434
JBIPMC_13500	DFI-266	2614	529	RM_Type_II__Type_II_MTases_FAM_14	1.3e-18	64.2	0.446	0.471	188	436
JBIPMC_13500	DFI-266	2614	529	RM_Type_II__Type_II_MTases_FAM_33	4.4e-39	132.1	0.481	0.484	155	410
JBIPMC_13500	DFI-266	2614	529	RM__Type_I_MTases_FAM_3	1.6999999999999998e-47	159.5	0.766	0.949	9	510
JBIPMC_13500	DFI-266	2614	529	RM__Type_I_MTases_FAM_1	1.7e-54	182.6	0.943	0.907	28	507
JBIPMC_13500	DFI-266	2614	529	PrrC__EcoprrI	4.1e-112	373.4	0.963	0.974	3	517
JBIPMC_13500	DFI-266	2614	529	RM__Type_I_MTases_FAM_0	4.1999999999999995e-169	561.2	0.982	0.964	3	512
JBIPMC_13690	DFI-266	2652	156	Veles__VlsC1	3.4e-36	122.1	0.966	0.962	3	152
JBIPMC_13690	DFI-266	2652	156	Veles__VlsC2	1.4e-36	123.2	0.973	0.962	4	153
JBIPMC_13850	DFI-266	2683	1192	Wadjet__JetC_I	4.7e-13	45.4	0.476	0.449	325	859
JBIPMC_13850	DFI-266	2683	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	4.6e-15	53.1	0.791	0.408	1	486
JBIPMC_14510	DFI-266	2813	431	AbiL__AbiLi	1.4999999999999999e-40	137.0	0.98	0.974	1	420
JBIPMC_14510	DFI-266	2813	431	AbiL__AbiLi2	2.8e-44	149.6	0.985	0.977	1	421
JBIPMC_14610	DFI-266	2830	186	Dpd__FolE	9.899999999999999e-53	175.9	0.978	0.946	8	183
JBIPMC_14670	DFI-266	2842	831	Dodola__DolB	2.3e-25	87.0	0.432	0.211	497	671
JBIPMC_15090	DFI-266	2913	87	MazEF__MazE	3.5e-19	66.1	0.963	0.954	5	87
JBIPMC_15095	DFI-266	2914	120	MazEF__MazF	3.6e-17	59.8	0.928	0.892	4	110
JBIPMC_15195	DFI-266	2934	113	MazEF__MazF	3.2e-23	79.3	0.928	0.929	5	109
