#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	995334	995552	+	CGGMPE_04995	7.6	4.5		SO:0001217, UniParc:UPI000005C50A, UniRef:UniRef100_Q831X7, UniRef:UniRef50_Q831X7, UniRef:UniRef90_Q831X7
contig_1	1117713	1118003	+	CGGMPE_05495	10.7	4.1		RefSeq:WP_002359936.1, SO:0001217, UniParc:UPI0001B1E02C, UniRef:UniRef100_A0A1G1SF24, UniRef:UniRef50_S0KEY0, UniRef:UniRef90_S4FTJ4
contig_1	1119232	1119411	-	CGGMPE_05505	7.0	9.2		RefSeq:WP_002383739.1, SO:0001217, UniParc:UPI00019C71D2, UniRef:UniRef100_A0A1Q1FVE3, UniRef:UniRef50_S4FLL7, UniRef:UniRef90_S4FLL7
contig_1	1124828	1125001	+	CGGMPE_05540	6.8	4.8		RefSeq:WP_002415790.1, SO:0001217, UniParc:UPI00027C8294, UniRef:UniRef100_A0A8B3RW58, UniRef:UniRef50_A0A8B3RW58, UniRef:UniRef90_A0A8B3RW58
contig_1	1125866	1125976	+	CGGMPE_05555	4.4	6.6		SO:0001217, UniParc:UPI000005C432, UniRef:UniRef100_A0A8B3RY79, UniRef:UniRef50_A0A8B3RY79, UniRef:UniRef90_A0A8B3RY79
contig_1	1126205	1126531	+	CGGMPE_05565	12.1	5.0		RefSeq:WP_002399595.1, SO:0001217, UniParc:UPI000005C430, UniRef:UniRef100_A0A855UGH6, UniRef:UniRef50_A0A855UGH6, UniRef:UniRef90_A0A855UGH6
contig_1	1126616	1126906	+	CGGMPE_05570	11.3	5.8		RefSeq:WP_002399594.1, SO:0001217, UniParc:UPI000005C42F, UniRef:UniRef100_A0A8B3RXL5, UniRef:UniRef50_A0A8B3RXL5, UniRef:UniRef90_A0A8B3RXL5
contig_1	1126929	1127261	+	CGGMPE_05575	12.5	4.3		RefSeq:WP_010706514.1, SO:0001217, UniParc:UPI000005C42E, UniRef:UniRef100_A0A059MYG3, UniRef:UniRef50_R3KRM3, UniRef:UniRef90_A0A059MYG3
contig_1	1131131	1131463	+	CGGMPE_05605	13.1	10.0		RefSeq:WP_002399587.1, SO:0001217, UniParc:UPI000005C428, UniRef:UniRef100_A0A855U8Q8, UniRef:UniRef50_A0A855U8Q8, UniRef:UniRef90_A0A855U8Q8
contig_1	1131475	1131825	+	CGGMPE_05610	13.7	5.5		RefSeq:WP_010714057.1, SO:0001217, UniParc:UPI000005C427, UniRef:UniRef100_A0A5Q0EUH8, UniRef:UniRef50_A0A242BYW8, UniRef:UniRef90_A0A5Q0EUH8
contig_1	1132692	1132904	+	CGGMPE_05620	8.0	5.4		RefSeq:WP_002399583.1, SO:0001217, UniParc:UPI000005C424, UniRef:UniRef100_A0A855UBR7, UniRef:UniRef50_A0A059MZ46, UniRef:UniRef90_A0A855UBR7
contig_1	1132888	1133007	+	CGGMPE_05625	4.7	4.1		SO:0001217, UniParc:UPI000005C423, UniRef:UniRef100_A0A855UGE0, UniRef:UniRef50_A0A855UGE0, UniRef:UniRef90_A0A855UGE0
contig_1	1132994	1133218	+	CGGMPE_05630	8.7	4.1		RefSeq:WP_002399581.1, SO:0001217, UniParc:UPI000005C422, UniRef:UniRef100_A0A855UIW1, UniRef:UniRef50_S4BN75, UniRef:UniRef90_S4BS97, UniRef:UniRef90_UPI0001F0B609
contig_1	1133953	1134270	+	CGGMPE_05640	12.3	5.4		RefSeq:WP_010714055.1, SO:0001217, UniParc:UPI000005C420, UniRef:UniRef100_A0A8B3RXM4, UniRef:UniRef50_A0A8B3RXM4, UniRef:UniRef90_A0A8B3RXM4
contig_1	1134838	1135038	+	CGGMPE_05650	7.6	6.2		RefSeq:WP_002359960.1, SO:0001217, UniParc:UPI000005C41E, UniRef:UniRef100_A0A855U591, UniRef:UniRef50_D2IYV2, UniRef:UniRef90_A0A059MYQ7
contig_1	1140601	1141131	+	CGGMPE_05690	19.7	5.1		RefSeq:WP_002359966.1, SO:0001217, UniParc:UPI000005C417, UniRef:UniRef100_A0A1Q1FV90, UniRef:UniRef50_A0A1Q1FV90, UniRef:UniRef90_A0A1Q1FV90
contig_1	1141115	1141696	+	CGGMPE_05695	22.3	5.2		RefSeq:WP_002359967.1, SO:0001217, UniParc:UPI000005C416, UniRef:UniRef100_A0A2S7M3J0, UniRef:UniRef50_A0A2S7M3J0, UniRef:UniRef90_A0A2S7M3J0
contig_1	1141716	1142045	+	CGGMPE_05700	11.6	4.5		RefSeq:WP_002359968.1, SO:0001217, UniParc:UPI000005C415, UniRef:UniRef100_A0A2T5D5B8, UniRef:UniRef50_A0A2T5D5B8, UniRef:UniRef90_A0A2T5D5B8
contig_1	1142063	1142242	+	CGGMPE_05705	7.0	7.9		RefSeq:WP_002359970.1, SO:0001217, UniParc:UPI000005C414, UniRef:UniRef100_A0A2T5D570, UniRef:UniRef50_A0A2T5D570, UniRef:UniRef90_A0A2T5D570
contig_1	1142239	1142547	+	CGGMPE_05710	11.6	5.0		RefSeq:WP_002359971.1, SO:0001217, UniParc:UPI000005C413, UniRef:UniRef100_A0A2T5D5B7, UniRef:UniRef50_A0A2T5D5B7, UniRef:UniRef90_A0A2T5D5B7
contig_1	1145486	1145701	+	CGGMPE_05730	8.0	5.9		RefSeq:WP_002359976.1, SO:0001217, UniParc:UPI000005C40F, UniRef:UniRef100_A0A1Q1FVB5, UniRef:UniRef50_A0A1Q1FVB5, UniRef:UniRef90_A0A1Q1FVB5
contig_1	1147921	1148505	+	CGGMPE_05750	22.3	4.5		RefSeq:WP_002359981.1, SO:0001217, UniParc:UPI0001B1E052, UniRef:UniRef100_A0A8I1FA02, UniRef:UniRef50_A0A8I1FA02, UniRef:UniRef90_A0A8I1FA02
contig_1	1148508	1148813	+	CGGMPE_05755	11.7	5.5		RefSeq:WP_002359982.1, SO:0001217, UniParc:UPI000005C40A, UniRef:UniRef100_A0A1Q1FVC4, UniRef:UniRef50_A0A1Q1FVC4, UniRef:UniRef90_A0A1Q1FVC4
contig_1	1158623	1159315	+	CGGMPE_05780	25.9	6.2		RefSeq:WP_002359987.1, SO:0001217, UniParc:UPI0001B1E056, UniRef:UniRef100_A0A8I1FC38, UniRef:UniRef50_A0A8I1FC38, UniRef:UniRef90_A0A8I1FC38
contig_1	1205735	1206043	+	CGGMPE_06000	11.3	8.6	PF00482.27|T2SSF	PFAM:PF00482.27
contig_1	1254393	1254749	-	CGGMPE_06265	14.1	4.7		RefSeq:WP_002357135.1, SO:0001217, UniParc:UPI000005C377, UniRef:UniRef100_A0A1B4XPP0, UniRef:UniRef50_A0A8S6XM11, UniRef:UniRef90_A0A8S6XM11
contig_1	1297815	1297982	+	CGGMPE_06475	6.6	9.0		RefSeq:WP_002298811.1, SO:0001217, UniParc:UPI000005C34C, UniRef:UniRef100_A0A1J6XNY8, UniRef:UniRef50_A0A1J6XNY8, UniRef:UniRef90_A0A1J6XNY8
contig_1	1313913	1314080	+	CGGMPE_06555	6.7	9.8		SO:0001217, UniParc:UPI0002F2EB54, UniRef:UniRef100_A0A0M2ABH1, UniRef:UniRef50_A0A0M2ABH1, UniRef:UniRef90_A0A0M2ABH1
contig_1	1327688	1327777	+	CGGMPE_06630	3.3	4.8		SO:0001217, UniParc:UPI0002A1E89E, UniRef:UniRef100_A0A829FA45, UniRef:UniRef50_A0A829FA45, UniRef:UniRef90_A0A829FA45
contig_1	1327984	1328244	+	CGGMPE_06635	9.8	6.0		RefSeq:WP_002313174.1, SO:0001217, UniParc:UPI00019C6974, UniRef:UniRef100_A0A4U4CFB6, UniRef:UniRef50_A0A1Y3GZS1, UniRef:UniRef90_A0A1Y3GZS1
contig_1	1329904	1330068	-	CGGMPE_06645	6.4	9.1		RefSeq:WP_002298159.1, SO:0001217, UniParc:UPI00019C6973, UniRef:UniRef100_A0A4U4CFH0, UniRef:UniRef50_A0A4U4CFH0, UniRef:UniRef90_A0A4U4CFH0
contig_1	1483715	1484413	+	CGGMPE_07410	28.2	5.1		RefSeq:WP_002360218.1, SO:0001217, UniParc:UPI0001B1E17B, UniRef:UniRef100_S4GM89, UniRef:UniRef50_S4BW71, UniRef:UniRef90_E2YUR3
contig_1	1585692	1585886	-	CGGMPE_07875	7.5	9.8		RefSeq:WP_002357574.1, SO:0001217, UniParc:UPI000005C232, UniRef:UniRef100_A0A1B4XNW2, UniRef:UniRef50_A0A1B4XNW2, UniRef:UniRef90_A0A1B4XNW2
contig_1	1623609	1623911	-	CGGMPE_08085	11.4	9.1		RefSeq:WP_002357636.1, SO:0001217, UniParc:UPI00019F6CE3, UniRef:UniRef100_S4D842, UniRef:UniRef50_S4D842, UniRef:UniRef90_S4D842
contig_1	1637684	1637938	-	CGGMPE_08140	9.8	6.0	PF00834.23|Ribul_P_3_epim	PFAM:PF00834.23
contig_1	1716967	1717278	+	CGGMPE_08505	12.2	9.4		RefSeq:WP_002357740.1, SO:0001217, UniParc:UPI000005C172, UniRef:UniRef100_A0A1B4XNH6, UniRef:UniRef50_E2YWZ3, UniRef:UniRef90_E2YWZ3
contig_1	1767702	1767881	-	CGGMPE_08710	6.9	10.0		RefSeq:WP_002357804.1, SO:0001217, UniParc:UPI000005C140, UniRef:UniRef100_A0A9P2GE36, UniRef:UniRef50_R2QVI8, UniRef:UniRef90_A0A9P2GE36
contig_1	1815873	1816025	-	CGGMPE_08970	6.0	10.1		RefSeq:WP_002404498.1, SO:0001217, UniParc:UPI0001E19D0F, UniRef:UniRef100_UPI0001E19D0F, UniRef:UniRef50_A0A9P3YA36, UniRef:UniRef90_A0A9P3YA36
contig_1	1835329	1835535	-	CGGMPE_09055	7.5	9.5		RefSeq:WP_002357875.1, SO:0001217, UniParc:UPI000005C0FF, UniRef:UniRef100_A0A640MJ30, UniRef:UniRef50_A0A828QTV7, UniRef:UniRef90_A0A828QTV7
contig_1	1840581	1840688	-	CGGMPE_09085	4.0	11.1		SO:0001217, UniParc:UPI000005C0FB, UniRef:UniRef100_A0A1G1SEJ2, UniRef:UniRef50_A0A1G1SEJ2, UniRef:UniRef90_A0A1G1SEJ2
contig_1	1840752	1841423	-	CGGMPE_09090	24.9	5.7		SO:0001217, UniRef:UniRef50_R3I970, UniRef:UniRef90_R3I970
contig_1	1862926	1863021	-	CGGMPE_09185	3.5	9.3		SO:0001217, UniParc:UPI00019C6B39, UniRef:UniRef100_A0A1J6Z1P8, UniRef:UniRef50_A0A1J6Z1P8, UniRef:UniRef90_A0A1J6Z1P8
contig_1	1915995	1916588	-	CGGMPE_09455	23.6	9.3		RefSeq:WP_002360557.1, SO:0001217, UniParc:UPI0001B1E0CE, UniRef:UniRef100_A0A9Q8U3P3, UniRef:UniRef50_A0A2Z6BHQ4, UniRef:UniRef90_A0A2Z6BHQ4
contig_1	1952684	1953046	-	CGGMPE_09640	13.9	10.0		RefSeq:WP_002358008.1, SO:0001217, UniParc:UPI00019C7402, UniRef:UniRef100_A0A1G1SEU0, UniRef:UniRef50_E2YVQ1, UniRef:UniRef90_S4CBY1
contig_1	1985509	1985814	+	CGGMPE_09785	11.7	10.3		SO:0001217, UniParc:UPI0001B1E114, UniRef:UniRef100_A0A0M2ACF5, UniRef:UniRef50_R3J8K8, UniRef:UniRef90_R3J8K8
contig_1	1998424	1998717	+	CGGMPE_09855	11.6	10.2		RefSeq:WP_002358125.1, SO:0001217, UniParc:UPI000005C063, UniRef:UniRef100_A0A640MNA2, UniRef:UniRef50_E2YVK6, UniRef:UniRef90_E2YVK6
contig_1	2011474	2011779	-	CGGMPE_09910	11.8	4.8		RefSeq:WP_002358136.1, SO:0001217, UniParc:UPI000005C059, UniRef:UniRef100_A0A640MMY1, UniRef:UniRef50_A0A2P6BDP4, UniRef:UniRef90_A0A2P6BDP4
contig_1	2012066	2012455	-	CGGMPE_09925	15.2	5.0		RefSeq:WP_002358138.1, SO:0001217, UniParc:UPI00019F6B32, UniRef:UniRef100_A0A1B4XMM4, UniRef:UniRef50_A0A1B4XMM4, UniRef:UniRef90_A0A1B4XMM4
contig_1	2017106	2017369	-	CGGMPE_09955	10.1	6.1		SO:0001217, UniRef:UniRef50_S0J5N6, UniRef:UniRef90_S4C1B1
contig_1	2024081	2024227	+	CGGMPE_09990	5.4	9.8		RefSeq:WP_002384758.1, SO:0001217, UniParc:UPI00019F323E, UniRef:UniRef100_A0A1Q8J6D0, UniRef:UniRef50_A0A1Q8J6D0, UniRef:UniRef90_A0A1Q8J6D0
contig_1	2039292	2039552	+	CGGMPE_10060	9.7	5.0		RefSeq:WP_002363651.1, SO:0001217, UniParc:UPI0001B259EA, UniRef:UniRef100_A0A1J6XXB9, UniRef:UniRef50_S4BP43, UniRef:UniRef90_S4BP43
contig_1	2070502	2070657	+	CGGMPE_10240	5.6	9.4	PF00005.31|ABC_tran	PFAM:PF00005.31
contig_1	2082903	2083022	-	CGGMPE_10300	4.5	10.4		SO:0001217, UniParc:UPI000005C01F, UniRef:UniRef100_X5NW01, UniRef:UniRef50_V7ZRN6, UniRef:UniRef90_V7ZRN6
contig_1	2175211	2175435	-	CGGMPE_10780	8.4	5.1		RefSeq:WP_002355808.1, SO:0001217, UniParc:UPI000005BFC2, UniRef:UniRef100_A0A1B4XM85, UniRef:UniRef50_A0A1B4XM85, UniRef:UniRef90_A0A1B4XM85
contig_1	2248290	2248520	-	CGGMPE_11105	9.0	8.9		RefSeq:WP_002355737.1, SO:0001217, UniParc:UPI000005BF82, UniRef:UniRef100_A0A640MS20, UniRef:UniRef50_V7ZJA2, UniRef:UniRef90_V7ZJA2
contig_1	2268185	2268433	-	CGGMPE_11205	9.2	9.2		RefSeq:WP_002355713.1, SO:0001217, UniParc:UPI000005BF6C, UniRef:UniRef100_A0A1J6XK58, UniRef:UniRef50_S4CC02, UniRef:UniRef90_S4CC02
contig_1	2414541	2416124	-	CGGMPE_11885	61.3	6.5	PF07833.15|Cu_amine_oxidN1	PFAM:PF07833.15
contig_1	2421978	2422841	-	CGGMPE_11910	31.7	5.4		
contig_1	2453896	2454087	-	CGGMPE_12050	7.3	4.5		RefSeq:WP_002366170.1, SO:0001217, UniParc:UPI000005BEF6, UniRef:UniRef100_A0A8S6XGD2, UniRef:UniRef50_S4C8I0, UniRef:UniRef90_S4C8I0
contig_1	2490402	2490539	+	CGGMPE_12220	5.4	7.8		
contig_1	2495993	2496253	-	CGGMPE_12245	9.9	10.2		RefSeq:WP_002397629.1, SO:0001217, UniParc:UPI0001E19B0C, UniRef:UniRef100_UPI0001E19B0C, UniRef:UniRef50_UPI00067C81A8, UniRef:UniRef90_UPI00067C81A8
contig_1	2501642	2501836	-	CGGMPE_12285	7.1	7.9		RefSeq:WP_002358658.1, SO:0001217, UniParc:UPI0001B1DC76, UniRef:UniRef100_A0A1G1SBB6, UniRef:UniRef50_A0A1G1SBB6, UniRef:UniRef90_A0A1G1SBB6
contig_1	2523897	2524175	-	CGGMPE_12405	11.0	5.4		SO:0001217, UniParc:UPI0001B1DAF4, UniRef:UniRef100_A0A828QQ02, UniRef:UniRef50_E2YXJ8, UniRef:UniRef90_E2YXJ8
contig_1	2524305	2524631	+	CGGMPE_12410	12.2	5.3		SO:0001217, UniParc:UPI000005BEC0, UniRef:UniRef100_A0A7H0FSP6, UniRef:UniRef50_R3H3G3, UniRef:UniRef90_V7ZPU3
contig_1	2525653	2525754	+	CGGMPE_12425	3.7	8.4		SO:0001217, UniParc:UPI00032DE2BC, UniRef:UniRef100_V7ZQW6, UniRef:UniRef50_R3JFC5, UniRef:UniRef90_R3JFC5
contig_1	2548736	2548945	-	CGGMPE_12540	8.4	6.6		RefSeq:WP_010706711.1, SO:0001217, UniParc:UPI0002F0C40B, UniRef:UniRef100_A0A8S6XCD5, UniRef:UniRef50_A0A8S6XCD5, UniRef:UniRef90_A0A8S6XCD5
contig_1	2549969	2550139	-	CGGMPE_12560	6.9	7.9		RefSeq:WP_002399755.1, SO:0001217, UniParc:UPI000005BEA5, UniRef:UniRef100_A0A8S6XGE0, UniRef:UniRef50_R3JU11, UniRef:UniRef90_R3JU11
contig_1	2586566	2586658	-	CGGMPE_12750	3.4	8.2		SO:0001217, UniParc:UPI0002A29B3A, UniRef:UniRef100_V7ZJP2, UniRef:UniRef50_V7ZJP2, UniRef:UniRef90_V7ZJP2
contig_1	2605118	2605363	-	CGGMPE_12830	9.3	6.0		RefSeq:WP_002358562.1, SO:0001217, UniParc:UPI0001B1DBFA, UniRef:UniRef100_A0A8B3RQD7, UniRef:UniRef50_A0A8B3RQD7, UniRef:UniRef90_A0A8B3RQD7
contig_1	2606030	2606305	-	CGGMPE_12845	10.6	9.6		SO:0001217, UniParc:UPI0001E19929, UniRef:UniRef100_A0A2P6BN48, UniRef:UniRef50_A0A2P6BN48, UniRef:UniRef90_A0A2P6BN48
contig_1	2634344	2635009	-	CGGMPE_12980	26.3	4.6		RefSeq:WP_010708263.1, SO:0001217, UniParc:UPI00032E0904, UniRef:UniRef100_UPI0001E19D14, UniRef:UniRef50_Q83Z90, UniRef:UniRef90_Q83Z90
contig_1	2649589	2649747	-	CGGMPE_13035	6.1	8.0		
contig_1	2650573	2650731	-	CGGMPE_13045	6.2	9.8		
contig_1	2652014	2652241	-	CGGMPE_13060	9.2	4.7		RefSeq:WP_002404659.1, SO:0001217, UniParc:UPI0001E19BF1, UniRef:UniRef100_UPI0001E19BF1, UniRef:UniRef50_A0A9P2P3M0, UniRef:UniRef90_UPI00019C6F00
contig_1	2658379	2659104	-	CGGMPE_13115	28.2	5.7		RefSeq:WP_002358492.1, SO:0001217, UniParc:UPI0001B1DFF7, UniRef:UniRef100_A0A1Q1FR66, UniRef:UniRef50_S4H2R8, UniRef:UniRef90_S4H2R8
contig_1	2673867	2673980	-	CGGMPE_13190	4.4	9.9		SO:0001217, UniRef:UniRef50_A0A1Q1FRG2, UniRef:UniRef90_A0A1Q1FRG2
contig_1	2675168	2675434	-	CGGMPE_13210	10.9	9.9		RefSeq:WP_002358475.1, SO:0001217, UniParc:UPI0001B1DFC2, UniRef:UniRef100_A0A059MWG5, UniRef:UniRef50_A0A059MWG5, UniRef:UniRef90_A0A059MWG5
contig_1	2680729	2681574	-	CGGMPE_13220	32.1	9.4		RefSeq:WP_002358473.1, SO:0001217, UniParc:UPI0001B1DFC0, UniRef:UniRef100_A0A059MWW5, UniRef:UniRef50_A0A059MWW5, UniRef:UniRef90_A0A059MWW5
contig_1	2686926	2687750	-	CGGMPE_13260	32.4	9.2		RefSeq:WP_002358467.1, SO:0001217, UniParc:UPI0001B1DFBA, UniRef:UniRef100_A0A059MX86, UniRef:UniRef50_V7ZPU8, UniRef:UniRef90_V7ZPU8
contig_1	2692278	2692640	-	CGGMPE_13290	13.6	5.0		RefSeq:WP_002358463.1, SO:0001217, UniParc:UPI0001B1DFB7, UniRef:UniRef100_A0A059MWY0, UniRef:UniRef50_A0A059MWY0, UniRef:UniRef90_A0A059MWY0
contig_1	2697073	2697813	-	CGGMPE_13305	28.7	9.5		RefSeq:WP_002358457.1, SO:0001217, UniParc:UPI0001B1DFB4, UniRef:UniRef100_A0A059MX95, UniRef:UniRef50_A0A059MX95, UniRef:UniRef90_A0A059MX95
contig_1	2697864	2698085	-	CGGMPE_13310	7.7	4.1		RefSeq:WP_260606160.1, SO:0001217, UniParc:UPI0021AE7FFA, UniRef:UniRef100_UPI0021AE7FFA, UniRef:UniRef50_UPI0021AE7FFA, UniRef:UniRef90_UPI0021AE7FFA
contig_1	2701948	2702331	-	CGGMPE_13340	14.8	7.7		RefSeq:WP_002358453.1, SO:0001217, UniParc:UPI0001B1DF8D, UniRef:UniRef100_A0A059MWY8, UniRef:UniRef50_A0A059MWY8, UniRef:UniRef90_A0A059MWY8
contig_1	2702342	2702473	-	CGGMPE_13345	5.0	4.9		RefSeq:WP_010706737.1, SO:0001217, UniParc:UPI0003123190, UniRef:UniRef100_R3JBC0, UniRef:UniRef50_R3JBC0, UniRef:UniRef90_R3JBC0
contig_1	2706424	2707242	-	CGGMPE_13365	29.7	8.4	PF18652.5|Adhesin_P1_N, PF19258.3|KxYKxGKxW_sig	PFAM:PF18652.5, PFAM:PF19258.3
