hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
LOEDCI_13305	EF-W6	2579	530	RM__Type_I_MTases_FAM_1	1.8e-57	192.4	0.755	0.698	139	508
LOEDCI_13305	EF-W6	2579	530	PrrC__EcoprrI	2.5e-92	308.1	0.963	0.97	5	518
LOEDCI_13305	EF-W6	2579	530	RM__Type_I_MTases_FAM_0	5e-156	517.9	0.982	0.96	5	513
LOEDCI_13310	EF-W6	2580	995	RM__Type_I_REases_FAM_2.einsi_trimmed	5.899999999999999e-22	75.2	0.813	0.821	135	951
LOEDCI_13310	EF-W6	2580	995	RM__Type_I_REases_FAM_0.einsi_trimmed	3.6e-226	751.2	0.984	0.998	2	994
LOEDCI_13520	EF-W6	2622	156	Veles__VlsC1	3.1000000000000005e-36	122.1	0.966	0.962	3	152
LOEDCI_13520	EF-W6	2622	156	Veles__VlsC2	2.0000000000000002e-36	122.7	0.973	0.962	4	153
LOEDCI_13710	EF-W6	2656	1192	Wadjet__JetC_I	3.1e-13	45.9	0.474	0.447	325	857
LOEDCI_13710	EF-W6	2656	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.4e-14	50.6	0.791	0.408	1	486
LOEDCI_14300	EF-W6	2772	113	MazEF__MazF	5.6e-23	78.4	0.928	0.929	5	109
LOEDCI_14420	EF-W6	2791	186	Dpd__FolE	7.4e-53	176.3	0.978	0.946	8	183
LOEDCI_14485	EF-W6	2804	831	Dodola__DolB	2.1e-25	87.0	0.432	0.211	497	671
