hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
PMCJLP_03600	EF-W2	686	113	MazEF__MazF	1.7e-09	34.9	0.919	0.956	4	111
PMCJLP_03720	EF-W2	709	125	MazEF__MazF	8.1e-08	29.5	0.694	0.664	4	86
PMCJLP_03845	EF-W2	733	882	UG9__DNA_pol	3.6e-37	125.8	0.754	0.469	457	870
PMCJLP_04115	EF-W2	786	732	Gabija__GajB_3	6.7e-10	36.1	0.573	0.288	505	715
PMCJLP_04120	EF-W2	787	256	Gao_Qat__QatD	2.5e-13	47.3	0.941	0.969	4	251
PMCJLP_05100	EF-W2	963	1264	Gabija__GajB_2	4.5e-59	197.9	0.749	0.732	13	937
PMCJLP_06815	EF-W2	1301	628	UG6__DnaG	1.5e-37	126.7	0.846	0.484	34	337
PMCJLP_06925	EF-W2	1323	478	PsyrTA__PsyrT	4.8e-95	316.5	0.681	0.918	4	442
PMCJLP_07220	EF-W2	1381	486	DISARM__drmC	1.3e-11	41.9	0.547	0.286	322	460
PMCJLP_07420	EF-W2	1421	287	PsyrTA__PsyrA	1.4e-34	117.1	0.543	0.746	65	278
PMCJLP_07420	EF-W2	1421	287	ShosTA__ShosA	1.8000000000000001e-65	218.4	0.891	0.913	21	282
PMCJLP_07500	EF-W2	1437	142	Lamassu-Fam__LmuC_acc_Lipase	2.2e-05	21.4	0.47	0.577	59	140
PMCJLP_07975	EF-W2	1532	187	ShosTA__ShosT	0.00081	16.5	0.477	0.684	48	175
PMCJLP_08630	EF-W2	1662	274	Thoeris__ThsB_Global	2.7e-11	41.0	0.751	0.628	3	174
PMCJLP_08630	EF-W2	1662	274	SpbK__SpbK	9e-48	160.9	0.448	0.613	3	170
PMCJLP_08745	EF-W2	1684	335	RM_Type_II__Type_II_MTases_FAM_13	1.1e-09	34.8	0.424	0.704	63	298
PMCJLP_08745	EF-W2	1684	335	RM_Type_II__Type_II_MTases_FAM_33	1.2e-15	54.7	0.429	0.63	100	310
PMCJLP_08875	EF-W2	1710	374	SspBCDE__SspD	1e-05	22.5	0.433	0.356	5	137
PMCJLP_08885	EF-W2	1712	381	Dnd__DndA	7.7e-110	364.7	0.963	0.95	4	365
PMCJLP_09465	EF-W2	1826	868	Dodola__DolB	3.1e-23	79.8	0.68	0.319	449	725
PMCJLP_09535	EF-W2	1840	923	csf4_IV-A_1	7e-21	71.8	0.578	0.395	522	886
PMCJLP_09535	EF-W2	1840	923	DEDDh_I_II_III_IV_V_VI_1	2.2e-45	152.1	0.988	0.168	9	163
PMCJLP_09550	EF-W2	1843	1451	DEDDh_I_II_III_IV_V_VI_1	2.9e-46	154.9	0.994	0.108	427	582
PMCJLP_09585	EF-W2	1850	411	AbiU__AbiU	1.3e-37	127.0	0.683	0.959	16	409
PMCJLP_09590	EF-W2	1851	582	Mokosh_type_I__MkoB_B	9.8e-58	193.2	0.965	0.732	5	430
PMCJLP_09600	EF-W2	1853	806	Mokosh_type_I__MkoA_B	6.3000000000000005e-155	515.2	0.611	0.854	7	694
PMCJLP_09615	EF-W2	1856	411	Dnd__DndA	1.9e-45	152.8	0.865	0.835	24	366
PMCJLP_09930	EF-W2	1919	589	PsyrTA__PsyrT	5e-111	369.3	0.514	0.586	4	348
PMCJLP_10240	EF-W2	1978	382	Dnd__DndA	7.5e-34	114.6	0.828	0.838	5	324
PMCJLP_10660	EF-W2	2062	869	recD_IV-D_1	4e-83	277.2	0.857	0.732	117	752
PMCJLP_10800	EF-W2	2090	1045	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.9e-13	46.7	0.764	0.468	5	493
PMCJLP_10800	EF-W2	2090	1045	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	5.2e-15	51.9	0.799	0.757	16	806
PMCJLP_11010	EF-W2	2132	177	DEDDh_I_II_III_IV_V_VI_1	8.399999999999999e-38	127.4	0.988	0.87	5	158
PMCJLP_11910	EF-W2	2306	349	Eleos__LeoC	0.0008	16.8	0.459	0.278	236	332
PMCJLP_12235	EF-W2	2371	1047	RM__Type_I_REases_FAM_1.einsi_trimmed	8.4e-15	51.1	0.593	0.6	126	753
PMCJLP_12235	EF-W2	2371	1047	RM__Type_I_REases_FAM_2.einsi_trimmed	2.0000000000000002e-20	70.1	0.526	0.488	126	636
PMCJLP_12235	EF-W2	2371	1047	RM__Type_I_REases_FAM_0.einsi_trimmed	4e-181	602.1	0.838	0.909	5	956
PMCJLP_12240	EF-W2	2372	383	RM__Type_I_S_01	1.2000000000000001e-30	103.8	0.479	0.885	23	361
PMCJLP_12240	EF-W2	2372	383	RM__Type_I_S_03	2.9e-31	106.6	0.607	0.77	88	382
PMCJLP_12240	EF-W2	2372	383	RM__Type_I_S_02	4.2e-37	125.6	0.747	0.885	44	382
PMCJLP_12240	EF-W2	2372	383	RM__Type_I_S_52	1e-38	130.9	0.615	0.927	28	382
PMCJLP_12240	EF-W2	2372	383	RM__Type_I_S_04	9.9e-40	134.4	0.592	0.794	78	381
PMCJLP_12240	EF-W2	2372	383	RM__Type_I_S_51	7.7e-46	153.8	0.542	0.668	127	382
PMCJLP_12250	EF-W2	2374	396	RM__Type_I_S_01	4e-23	79.0	0.529	0.909	12	371
PMCJLP_12250	EF-W2	2374	396	RM__Type_I_S_52	1.3999999999999999e-24	84.2	0.634	0.937	14	384
PMCJLP_12250	EF-W2	2374	396	RM__Type_I_S_51	3.5e-38	128.5	0.808	0.99	4	395
PMCJLP_12255	EF-W2	2375	303	PrrC__EcoprrI	9.4e-82	273.3	0.59	0.957	2	291
PMCJLP_12255	EF-W2	2375	303	RM__Type_I_MTases_FAM_0	2.8e-110	367.0	0.584	0.944	1	286
PMCJLP_12415	EF-W2	2407	416	RM_Type_II__Type_II_MTases_FAM_8	2.5e-08	30.9	0.517	0.3	259	383
PMCJLP_12415	EF-W2	2407	416	RM_Type_II__Type_II_MTases_FAM_1	2.9e-42	142.4	0.908	0.56	159	391
PMCJLP_12415	EF-W2	2407	416	RM_Type_II__Type_II_MTases_FAM_3	3.5e-60	201.1	0.91	0.519	177	392
PMCJLP_12520	EF-W2	2428	74	Lamassu-Fam__LmuC_DS-30C	1.3e-14	51.3	0.96	0.946	4	73
PMCJLP_12525	EF-W2	2429	548	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.8e-06	24.0	0.794	0.768	34	454
PMCJLP_12525	EF-W2	2429	548	Lamassu-Fam__LmuB_DS-30D	7.2e-78	260.1	0.986	0.969	11	541
PMCJLP_12535	EF-W2	2431	964	RM_Type_II__Type_II_MTases_FAM_39	4.2e-10	36.7	0.728	0.285	140	414
PMCJLP_12535	EF-W2	2431	964	RM_Type_II__Type_II_MTases_FAM_11	3.8e-11	40.0	0.495	0.201	162	355
PMCJLP_12535	EF-W2	2431	964	RM_Type_II__Type_II_MTases_FAM_1	8.2e-13	45.8	0.883	0.277	246	512
PMCJLP_12535	EF-W2	2431	964	RM_Type_II__Type_II_MTases_FAM_3	2.5e-13	47.5	0.869	0.266	248	503
PMCJLP_12535	EF-W2	2431	964	RM_Type_II__Type_II_MTases_FAM_7	1.0999999999999998e-22	77.9	0.774	0.424	437	845
PMCJLP_12535	EF-W2	2431	964	RM_Type_II__Type_II_MTases_FAM_5	1.4000000000000001e-30	104.2	0.982	0.43	8	422
PMCJLP_12540	EF-W2	2432	795	RM_Type_II__Type_II_MTases_FAM_26	2.8e-05	20.6	0.434	0.259	264	469
PMCJLP_12540	EF-W2	2432	795	RM_Type_II__Type_II_MTases_FAM_7	1.5e-17	61.0	0.814	0.526	34	451
PMCJLP_12790	EF-W2	2482	156	Veles__VlsC1	2.6e-36	122.3	0.966	0.962	3	152
PMCJLP_12790	EF-W2	2482	156	Veles__VlsC2	1.6e-36	123.0	0.973	0.962	4	153
PMCJLP_12970	EF-W2	2515	1192	Wadjet__JetC_I	4.2e-13	45.4	0.474	0.447	325	857
PMCJLP_12970	EF-W2	2515	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	7.3e-15	52.3	0.791	0.408	1	486
PMCJLP_13540	EF-W2	2628	993	DS-15__DS-15B	7e-10	36.3	0.811	0.111	506	615
PMCJLP_13585	EF-W2	2637	113	MazEF__MazF	7.999999999999999e-22	74.6	0.928	0.929	5	109
PMCJLP_13610	EF-W2	2642	431	AbiL__AbiLi	1.6e-40	136.9	0.98	0.974	1	420
PMCJLP_13610	EF-W2	2642	431	AbiL__AbiLi2	1.4e-44	150.4	0.985	0.977	1	421
PMCJLP_13700	EF-W2	2657	121	MazEF__MazF	4.6e-16	56.1	0.874	0.884	3	109
PMCJLP_13725	EF-W2	2660	186	Dpd__FolE	3.3e-52	174.1	0.978	0.946	8	183
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2641389401	3.3e-37	125.5	0.951	0.939	7	362
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2676476075	2.6e-40	136.0	0.855	0.85	9	330
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2617826694	7.1e-49	163.6	0.966	0.955	7	368
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2585209417	5.1e-52	174.4	0.951	0.953	7	367
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2734955840	2.8e-57	191.8	0.925	0.939	7	362
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2603008502	4.5e-66	220.8	0.924	0.929	7	358
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2634932349	2.1999999999999998e-67	224.6	0.928	0.939	7	362
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2753529055	1.6e-73	245.2	0.892	0.939	7	362
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2662548665	6.2999999999999994e-93	309.1	0.875	0.929	7	358
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2664250653	8.999999999999999e-94	311.7	0.929	0.96	6	369
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2634882613	5.4e-97	322.4	0.94	0.976	7	376
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2600853143	7.7e-99	328.5	0.951	0.955	6	367
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2677172838	3.5e-106	352.5	0.976	0.976	6	375
PMCJLP_13750	EF-W2	2665	379	RosmerTA__RmrA_2623274509	6.1e-110	364.8	0.93	0.939	6	361
PMCJLP_13755	EF-W2	2666	221	RosmerTA__RmrT_2634882613	9.4e-08	29.2	0.788	0.756	16	182
PMCJLP_13755	EF-W2	2666	221	RosmerTA__RmrT_2664250653	2.4e-14	50.4	0.828	0.855	8	196
PMCJLP_13755	EF-W2	2666	221	RosmerTA__RmrT_2623274509	3.6e-22	76.2	0.84	0.846	6	192
PMCJLP_13755	EF-W2	2666	221	RosmerTA__RmrT_2677172838	7e-23	78.5	0.789	0.81	3	181
PMCJLP_13795	EF-W2	2674	831	Dodola__DolB	4.1000000000000003e-25	86.0	0.432	0.211	497	671
PMCJLP_14370	EF-W2	2774	260	AbiJ__AbiJ	6.199999999999999e-22	75.7	0.454	0.538	112	251
