hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
FNCLAJ_02860	EF-W8	541	109	cas2_I_II_III_IV_V_VI_6	1.4000000000000001e-46	154.9	0.957	0.991	1	108
FNCLAJ_02865	EF-W8	542	219	csn2_II-A_3	2.5000000000000002e-30	103.0	0.987	0.968	1	212
FNCLAJ_02865	EF-W8	542	219	csn2_II-A_4	3.3e-107	354.5	1.0	0.995	1	218
FNCLAJ_03035	EF-W8	576	746	Dodola__DolB	2.8e-23	80.0	0.528	0.277	387	593
FNCLAJ_03100	EF-W8	589	752	Gabija__GajB_3	5.4e-17	59.4	0.663	0.382	27	313
FNCLAJ_03100	EF-W8	589	752	Gabija__GajB_1	6.499999999999999e-41	138.0	0.921	0.809	15	622
FNCLAJ_03100	EF-W8	589	752	UG35__UvrD	8.599999999999999e-103	342.3	0.53	0.576	11	443
FNCLAJ_03100	EF-W8	589	752	Gabija__GajB_2	1.8e-112	374.2	0.774	0.876	4	662
FNCLAJ_03605	EF-W8	687	113	MazEF__MazF	1.7e-09	34.9	0.919	0.956	4	111
FNCLAJ_03725	EF-W8	710	125	MazEF__MazF	8.2e-08	29.5	0.694	0.664	4	86
FNCLAJ_03850	EF-W8	734	882	UG9__DNA_pol	3.7e-37	125.8	0.754	0.469	457	870
FNCLAJ_04120	EF-W8	787	732	Gabija__GajB_3	6.9e-10	36.1	0.573	0.288	505	715
FNCLAJ_04125	EF-W8	788	256	Gao_Qat__QatD	2.6e-13	47.3	0.941	0.969	4	251
FNCLAJ_05105	EF-W8	964	1264	Gabija__GajB_2	9.5e-59	196.8	0.749	0.732	13	937
FNCLAJ_06810	EF-W8	1300	628	UG6__DnaG	1.5e-37	126.7	0.846	0.484	34	337
FNCLAJ_06920	EF-W8	1322	478	PsyrTA__PsyrT	4.9e-95	316.5	0.681	0.918	4	442
FNCLAJ_07215	EF-W8	1380	486	DISARM__drmC	1.3e-11	41.9	0.547	0.286	322	460
FNCLAJ_07415	EF-W8	1420	287	PsyrTA__PsyrA	1.5e-34	117.1	0.543	0.746	65	278
FNCLAJ_07415	EF-W8	1420	287	ShosTA__ShosA	1.9e-65	218.4	0.891	0.913	21	282
FNCLAJ_07495	EF-W8	1436	142	Lamassu-Fam__LmuC_acc_Lipase	2.3e-05	21.4	0.47	0.577	59	140
FNCLAJ_07970	EF-W8	1531	187	ShosTA__ShosT	0.00083	16.5	0.477	0.684	48	175
FNCLAJ_08625	EF-W8	1661	274	Thoeris__ThsB_Global	2.8e-11	41.0	0.751	0.628	3	174
FNCLAJ_08625	EF-W8	1661	274	SpbK__SpbK	9.2e-48	160.9	0.448	0.613	3	170
FNCLAJ_08740	EF-W8	1683	335	RM_Type_II__Type_II_MTases_FAM_13	1.1e-09	34.8	0.424	0.704	63	298
FNCLAJ_08740	EF-W8	1683	335	RM_Type_II__Type_II_MTases_FAM_33	1.2e-15	54.7	0.429	0.63	100	310
FNCLAJ_09140	EF-W8	1760	374	SspBCDE__SspD	1e-05	22.5	0.433	0.356	5	137
FNCLAJ_09150	EF-W8	1762	381	Dnd__DndA	7.9e-110	364.7	0.963	0.95	4	365
FNCLAJ_09730	EF-W8	1876	868	Dodola__DolB	3.2e-23	79.8	0.68	0.319	449	725
FNCLAJ_09800	EF-W8	1890	923	csf4_IV-A_1	7.1e-21	71.8	0.578	0.395	522	886
FNCLAJ_09800	EF-W8	1890	923	DEDDh_I_II_III_IV_V_VI_1	2.2e-45	152.1	0.988	0.168	9	163
FNCLAJ_09815	EF-W8	1893	1451	DEDDh_I_II_III_IV_V_VI_1	3.0000000000000003e-46	154.9	0.994	0.108	427	582
FNCLAJ_09855	EF-W8	1901	411	AbiU__AbiU	1.4e-37	127.0	0.683	0.959	16	409
FNCLAJ_09860	EF-W8	1902	582	Mokosh_type_I__MkoB_B	1.0000000000000001e-57	193.2	0.965	0.732	5	430
FNCLAJ_09870	EF-W8	1904	806	Mokosh_type_I__MkoA_B	6.4e-155	515.2	0.611	0.854	7	694
FNCLAJ_09885	EF-W8	1907	411	Dnd__DndA	1.9e-45	152.8	0.865	0.835	24	366
FNCLAJ_10200	EF-W8	1970	589	PsyrTA__PsyrT	5.0999999999999996e-111	369.3	0.514	0.586	4	348
FNCLAJ_10510	EF-W8	2029	382	Dnd__DndA	7.6e-34	114.6	0.828	0.838	5	324
FNCLAJ_10925	EF-W8	2112	869	recD_IV-D_1	4.1e-83	277.2	0.857	0.732	117	752
FNCLAJ_11075	EF-W8	2142	1045	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.9e-13	46.7	0.764	0.468	5	493
FNCLAJ_11075	EF-W8	2142	1045	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	5.3e-15	51.9	0.799	0.757	16	806
FNCLAJ_11285	EF-W8	2184	177	DEDDh_I_II_III_IV_V_VI_1	8.6e-38	127.4	0.988	0.87	5	158
FNCLAJ_12185	EF-W8	2358	349	Eleos__LeoC	0.00082	16.8	0.459	0.278	236	332
FNCLAJ_12510	EF-W8	2423	1047	RM__Type_I_REases_FAM_1.einsi_trimmed	8.6e-15	51.1	0.593	0.6	126	753
FNCLAJ_12510	EF-W8	2423	1047	RM__Type_I_REases_FAM_2.einsi_trimmed	2.1000000000000002e-20	70.1	0.526	0.488	126	636
FNCLAJ_12510	EF-W8	2423	1047	RM__Type_I_REases_FAM_0.einsi_trimmed	4.1e-181	602.1	0.838	0.909	5	956
FNCLAJ_12515	EF-W8	2424	389	RM__Type_I_S_01	4.6e-22	75.5	0.527	0.92	7	364
FNCLAJ_12515	EF-W8	2424	389	RM__Type_I_S_52	4.2999999999999996e-24	82.6	0.632	0.951	8	377
FNCLAJ_12515	EF-W8	2424	389	RM__Type_I_S_51	5.3e-37	124.7	0.802	0.979	8	388
FNCLAJ_12525	EF-W8	2426	403	RM__Type_I_S_03	1.3e-31	107.7	0.685	0.836	66	402
FNCLAJ_12525	EF-W8	2426	403	RM__Type_I_S_01	9.3e-34	114.2	0.534	0.918	12	381
FNCLAJ_12525	EF-W8	2426	403	RM__Type_I_S_02	5.6e-38	128.5	0.861	0.965	14	402
FNCLAJ_12525	EF-W8	2426	403	RM__Type_I_S_52	4.8e-42	141.9	0.659	0.965	14	402
FNCLAJ_12525	EF-W8	2426	403	RM__Type_I_S_04	8.5e-43	144.5	0.733	0.965	13	401
FNCLAJ_12525	EF-W8	2426	403	RM__Type_I_S_51	5.3e-46	154.4	0.544	0.638	146	402
FNCLAJ_12530	EF-W8	2427	303	PrrC__EcoprrI	9.6e-82	273.3	0.59	0.957	2	291
FNCLAJ_12530	EF-W8	2427	303	RM__Type_I_MTases_FAM_0	2.9e-110	367.0	0.584	0.944	1	286
FNCLAJ_12690	EF-W8	2459	416	RM_Type_II__Type_II_MTases_FAM_8	2.5e-08	30.9	0.517	0.3	259	383
FNCLAJ_12690	EF-W8	2459	416	RM_Type_II__Type_II_MTases_FAM_1	3e-42	142.4	0.908	0.56	159	391
FNCLAJ_12690	EF-W8	2459	416	RM_Type_II__Type_II_MTases_FAM_3	3.6e-60	201.1	0.91	0.519	177	392
FNCLAJ_12795	EF-W8	2480	74	Lamassu-Fam__LmuC_DS-30C	1.3e-14	51.3	0.96	0.946	4	73
FNCLAJ_12800	EF-W8	2481	548	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.9e-06	24.0	0.794	0.768	34	454
FNCLAJ_12800	EF-W8	2481	548	Lamassu-Fam__LmuB_DS-30D	7.300000000000001e-78	260.1	0.986	0.969	11	541
FNCLAJ_12810	EF-W8	2483	964	RM_Type_II__Type_II_MTases_FAM_39	4.3e-10	36.7	0.728	0.285	140	414
FNCLAJ_12810	EF-W8	2483	964	RM_Type_II__Type_II_MTases_FAM_11	3.8e-11	40.0	0.495	0.201	162	355
FNCLAJ_12810	EF-W8	2483	964	RM_Type_II__Type_II_MTases_FAM_1	8.4e-13	45.8	0.883	0.277	246	512
FNCLAJ_12810	EF-W8	2483	964	RM_Type_II__Type_II_MTases_FAM_3	2.6e-13	47.5	0.869	0.266	248	503
FNCLAJ_12810	EF-W8	2483	964	RM_Type_II__Type_II_MTases_FAM_7	1.1999999999999998e-22	77.9	0.774	0.424	437	845
FNCLAJ_12810	EF-W8	2483	964	RM_Type_II__Type_II_MTases_FAM_5	1.4000000000000001e-30	104.2	0.982	0.43	8	422
FNCLAJ_12815	EF-W8	2484	795	RM_Type_II__Type_II_MTases_FAM_26	2.8e-05	20.6	0.434	0.259	264	469
FNCLAJ_12815	EF-W8	2484	795	RM_Type_II__Type_II_MTases_FAM_7	1.5e-17	61.0	0.814	0.526	34	451
FNCLAJ_13060	EF-W8	2533	156	Veles__VlsC1	2.7e-36	122.3	0.966	0.962	3	152
FNCLAJ_13060	EF-W8	2533	156	Veles__VlsC2	1.6e-36	123.0	0.973	0.962	4	153
FNCLAJ_13240	EF-W8	2566	1192	Wadjet__JetC_I	4.3e-13	45.4	0.474	0.447	325	857
FNCLAJ_13240	EF-W8	2566	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	7.5e-15	52.3	0.791	0.408	1	486
FNCLAJ_13810	EF-W8	2679	993	DS-15__DS-15B	7.1e-10	36.3	0.811	0.111	506	615
FNCLAJ_13855	EF-W8	2688	113	MazEF__MazF	8.199999999999999e-22	74.6	0.928	0.929	5	109
FNCLAJ_13880	EF-W8	2693	431	AbiL__AbiLi	1.6e-40	136.9	0.98	0.974	1	420
FNCLAJ_13880	EF-W8	2693	431	AbiL__AbiLi2	1.4999999999999999e-44	150.4	0.985	0.977	1	421
FNCLAJ_13970	EF-W8	2708	121	MazEF__MazF	4.7e-16	56.1	0.874	0.884	3	109
FNCLAJ_13995	EF-W8	2711	186	Dpd__FolE	3.4e-52	174.1	0.978	0.946	8	183
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2641389401	3.3999999999999998e-37	125.5	0.951	0.939	7	362
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2676476075	2.7e-40	136.0	0.855	0.85	9	330
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2617826694	7.3e-49	163.6	0.966	0.955	7	368
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2585209417	5.2e-52	174.4	0.951	0.953	7	367
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2734955840	2.8e-57	191.8	0.925	0.939	7	362
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2603008502	4.6e-66	220.8	0.924	0.929	7	358
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2634932349	2.2999999999999997e-67	224.6	0.928	0.939	7	362
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2753529055	1.6999999999999998e-73	245.2	0.892	0.939	7	362
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2662548665	6.5e-93	309.1	0.875	0.929	7	358
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2664250653	9.2e-94	311.7	0.929	0.96	6	369
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2634882613	5.5e-97	322.4	0.94	0.976	7	376
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2600853143	7.8e-99	328.5	0.951	0.955	6	367
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2677172838	3.5e-106	352.5	0.976	0.976	6	375
FNCLAJ_14020	EF-W8	2716	379	RosmerTA__RmrA_2623274509	6.2e-110	364.8	0.93	0.939	6	361
FNCLAJ_14025	EF-W8	2717	221	RosmerTA__RmrT_2634882613	9.6e-08	29.2	0.788	0.756	16	182
FNCLAJ_14025	EF-W8	2717	221	RosmerTA__RmrT_2664250653	2.4e-14	50.4	0.828	0.855	8	196
FNCLAJ_14025	EF-W8	2717	221	RosmerTA__RmrT_2623274509	3.6999999999999995e-22	76.2	0.84	0.846	6	192
FNCLAJ_14025	EF-W8	2717	221	RosmerTA__RmrT_2677172838	7.099999999999999e-23	78.5	0.789	0.81	3	181
FNCLAJ_14065	EF-W8	2725	831	Dodola__DolB	4.2e-25	86.0	0.432	0.211	497	671
FNCLAJ_14610	EF-W8	2818	108	MazEF__MazF	1.5e-20	70.6	0.766	0.806	4	90
