hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
PEDMFB_04220	EF-W12	805	382	Dnd__DndA	8.5e-35	117.8	0.828	0.838	5	324
PEDMFB_04580	EF-W12	874	589	PsyrTA__PsyrT	5.9e-111	369.1	0.514	0.586	4	348
PEDMFB_04895	EF-W12	937	411	Dnd__DndA	1.9e-45	152.8	0.865	0.835	24	366
PEDMFB_04920	EF-W12	942	116	DS-15__DS-15B	3e-32	108.7	0.917	0.966	2	113
PEDMFB_04925	EF-W12	943	290	DS-15__DS-15C	1.0999999999999999e-53	179.4	0.951	0.748	6	222
PEDMFB_04950	EF-W12	948	1451	DEDDh_I_II_III_IV_V_VI_1	3.0000000000000003e-46	154.9	0.994	0.108	427	582
PEDMFB_04965	EF-W12	951	923	csf4_IV-A_1	7.2e-21	71.8	0.578	0.395	522	886
PEDMFB_04965	EF-W12	951	923	DEDDh_I_II_III_IV_V_VI_1	2.2e-45	152.1	0.988	0.168	9	163
PEDMFB_05045	EF-W12	967	868	Dodola__DolB	2.8e-23	80.0	0.68	0.319	449	725
PEDMFB_05670	EF-W12	1090	400	RM_Type_II__Type_II_MTases_FAM_8	2.5e-09	34.1	0.517	0.315	251	376
PEDMFB_05670	EF-W12	1090	400	RM_Type_II__Type_II_MTases_FAM_1	6.4e-47	157.7	0.905	0.57	158	385
PEDMFB_05670	EF-W12	1090	400	RM_Type_II__Type_II_MTases_FAM_3	3.4e-48	161.8	0.884	0.542	165	381
PEDMFB_05820	EF-W12	1119	322	Abi2__Abi_2	7.8e-40	134.5	0.989	0.602	30	223
PEDMFB_05820	EF-W12	1119	322	AbiD__AbiD	8.8e-54	180.4	0.885	0.916	6	300
PEDMFB_05880	EF-W12	1130	381	Dnd__DndA	1.1e-109	364.3	0.963	0.95	4	365
PEDMFB_05890	EF-W12	1132	374	SspBCDE__SspD	1e-05	22.6	0.436	0.358	5	138
PEDMFB_06030	EF-W12	1160	335	RM_Type_II__Type_II_MTases_FAM_13	1.1e-09	34.8	0.424	0.704	63	298
PEDMFB_06030	EF-W12	1160	335	RM_Type_II__Type_II_MTases_FAM_33	1e-15	54.9	0.429	0.63	100	310
PEDMFB_06145	EF-W12	1182	274	Thoeris__ThsB_Global	2.8e-11	41.0	0.751	0.628	3	174
PEDMFB_06145	EF-W12	1182	274	SpbK__SpbK	9.3e-48	160.9	0.448	0.613	3	170
PEDMFB_06455	EF-W12	1243	380	RT_I_II_III_IV_V_VI_1	2.1e-52	175.3	0.714	0.558	33	244
PEDMFB_06505	EF-W12	1253	276	AbiJ__AbiJ	3.3e-27	93.0	0.47	0.525	124	268
PEDMFB_06940	EF-W12	1340	228	ShosTA__ShosT	5.5e-12	43.3	0.722	0.785	49	227
PEDMFB_07400	EF-W12	1432	142	Lamassu-Fam__LmuC_acc_Lipase	2.3e-05	21.4	0.47	0.577	59	140
PEDMFB_07480	EF-W12	1448	287	PsyrTA__PsyrA	1.6e-34	117.0	0.543	0.746	65	278
PEDMFB_07480	EF-W12	1448	287	ShosTA__ShosA	1.4e-65	218.8	0.894	0.941	13	282
PEDMFB_07680	EF-W12	1488	486	DISARM__drmC	1.6e-11	41.7	0.547	0.286	322	460
PEDMFB_08010	EF-W12	1553	478	PsyrTA__PsyrT	1.7999999999999998e-94	314.6	0.682	0.921	4	443
PEDMFB_08120	EF-W12	1575	628	UG6__DnaG	1.4e-37	126.9	0.846	0.484	34	337
PEDMFB_09750	EF-W12	1896	1264	Gabija__GajB_2	2.8e-59	198.6	0.749	0.732	13	937
PEDMFB_09825	EF-W12	1910	583	HEC-05__HEC-05	1.0000000000000001e-252	839.5	0.533	0.99	5	581
PEDMFB_10725	EF-W12	2070	254	RM_Type_II__Type_II_MTases_FAM_1	8.4e-26	88.5	0.799	0.862	26	244
PEDMFB_10725	EF-W12	2070	254	RM_Type_II__Type_II_MTases_FAM_3	3.4e-30	102.8	0.825	0.87	25	245
PEDMFB_11025	EF-W12	2129	256	Gao_Qat__QatD	2.6e-13	47.3	0.941	0.969	4	251
PEDMFB_11030	EF-W12	2130	732	Gabija__GajB_3	5.8e-10	36.3	0.593	0.299	497	715
PEDMFB_11300	EF-W12	2183	882	UG9__DNA_pol	3.7e-37	125.8	0.754	0.469	457	870
PEDMFB_11430	EF-W12	2208	125	MazEF__MazF	8.3e-08	29.5	0.694	0.664	4	86
PEDMFB_11545	EF-W12	2230	113	MazEF__MazF	1.8e-09	34.9	0.919	0.956	4	111
PEDMFB_12150	EF-W12	2349	321	RM_Type_II__Type_II_MTases_FAM_22	7.9e-19	65.4	0.476	0.573	2	185
PEDMFB_12150	EF-W12	2349	321	RM_Type_II__Type_II_MTases_FAM_0	1.3000000000000001e-32	110.9	0.508	0.558	2	180
PEDMFB_12150	EF-W12	2349	321	DISARM_2__drmMII	1.4e-33	113.9	0.534	0.604	2	195
PEDMFB_12150	EF-W12	2349	321	Druantia_II__DruM	2.6e-41	139.5	0.835	0.972	3	314
PEDMFB_12150	EF-W12	2349	321	RM_Type_II__Type_II_MTases_FAM_2	6.3000000000000005e-65	216.9	0.981	0.975	1	313
PEDMFB_12160	EF-W12	2351	327	SanaTA__SanaT	1.8999999999999998e-23	80.5	0.939	0.927	23	325
PEDMFB_12160	EF-W12	2351	327	AbiEii__AbiEii	5.900000000000001e-46	154.8	0.987	0.838	43	316
PEDMFB_12160	EF-W12	2351	327	SanaTA__SanaT_1	1.5e-112	374.0	0.89	1.0	1	327
PEDMFB_12165	EF-W12	2352	203	SanaTA__SanaA	5.3e-12	43.6	0.933	0.611	4	127
PEDMFB_12280	EF-W12	2374	752	Gabija__GajB_3	5.4e-17	59.4	0.663	0.382	27	313
PEDMFB_12280	EF-W12	2374	752	Gabija__GajB_1	5.1e-41	138.4	0.921	0.809	15	622
PEDMFB_12280	EF-W12	2374	752	UG35__UvrD	8.7e-103	342.3	0.53	0.576	11	443
PEDMFB_12280	EF-W12	2374	752	Gabija__GajB_2	1.3e-112	374.6	0.774	0.876	4	662
PEDMFB_12345	EF-W12	2387	746	Dodola__DolB	2.8e-23	80.0	0.528	0.277	387	593
PEDMFB_12875	EF-W12	2492	481	DISARM__drmC	2.3e-17	60.8	0.747	0.395	258	447
PEDMFB_13455	EF-W12	2603	335	pAgo__GbbAgaS	1.6e-06	24.7	0.412	0.457	178	330
PEDMFB_13485	EF-W12	2608	562	AbiO__AbiO	2.9e-104	346.7	0.982	0.879	5	498
PEDMFB_13485	EF-W12	2608	562	Nhi__Nhi	5.4999999999999995e-164	543.6	1.0	0.904	1	508
PEDMFB_13575	EF-W12	2626	1732	RM_Type_II__Type_II_MTases_FAM_33	2.8e-08	30.4	0.422	0.113	187	382
PEDMFB_14560	EF-W12	2820	113	MazEF__MazF	4.1999999999999996e-23	78.8	0.928	0.929	5	109
PEDMFB_14585	EF-W12	2825	431	AbiL__AbiLi	1.4e-40	137.1	0.98	0.974	1	420
PEDMFB_14585	EF-W12	2825	431	AbiL__AbiLi2	1.4e-44	150.4	0.985	0.977	1	421
PEDMFB_14725	EF-W12	2844	186	Dpd__FolE	2.1e-52	174.8	0.978	0.946	8	183
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2641389401	3.3999999999999998e-37	125.5	0.951	0.939	7	362
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2676476075	2.7e-40	136.0	0.855	0.85	9	330
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2617826694	7.3e-49	163.6	0.966	0.955	7	368
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2585209417	5.2999999999999996e-52	174.4	0.951	0.953	7	367
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2734955840	2.9e-57	191.8	0.925	0.939	7	362
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2603008502	4.7e-66	220.8	0.924	0.929	7	358
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2634932349	2.2999999999999997e-67	224.6	0.928	0.939	7	362
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2753529055	1.6999999999999998e-73	245.2	0.892	0.939	7	362
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2662548665	6.5e-93	309.1	0.875	0.929	7	358
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2664250653	9.299999999999999e-94	311.7	0.929	0.96	6	369
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2634882613	5.6e-97	322.4	0.94	0.976	7	376
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2600853143	7.9e-99	328.5	0.951	0.955	6	367
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2677172838	3.6e-106	352.5	0.976	0.976	6	375
PEDMFB_14750	EF-W12	2849	379	RosmerTA__RmrA_2623274509	6.3e-110	364.8	0.93	0.939	6	361
PEDMFB_14755	EF-W12	2850	221	RosmerTA__RmrT_2634882613	9.7e-08	29.2	0.788	0.756	16	182
PEDMFB_14755	EF-W12	2850	221	RosmerTA__RmrT_2664250653	2.4e-14	50.4	0.828	0.855	8	196
PEDMFB_14755	EF-W12	2850	221	RosmerTA__RmrT_2623274509	3.7999999999999998e-22	76.2	0.84	0.846	6	192
PEDMFB_14755	EF-W12	2850	221	RosmerTA__RmrT_2677172838	7.2e-23	78.5	0.789	0.81	3	181
PEDMFB_14795	EF-W12	2858	831	Dodola__DolB	2.2e-25	87.0	0.432	0.211	497	671
