hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JEILEN_09890	DFI-250	1902	400	RM_Type_II__Type_II_MTases_FAM_1	6.7e-47	157.7	0.905	0.57	158	385
JEILEN_09890	DFI-250	1902	400	RM_Type_II__Type_II_MTases_FAM_3	3.5e-48	161.8	0.884	0.542	165	381
JEILEN_10615	DFI-250	2045	868	Dodola__DolB	3.4e-23	79.8	0.68	0.319	449	725
JEILEN_10685	DFI-250	2059	923	DEDDh_I_II_III_IV_V_VI_1	2.3e-45	152.1	0.988	0.168	9	163
JEILEN_10685	DFI-250	2059	923	csf4_IV-A_1	8.8e-50	167.4	0.896	0.681	258	886
JEILEN_10700	DFI-250	2062	1451	DEDDh_I_II_III_IV_V_VI_1	3.2000000000000003e-46	154.9	0.994	0.108	427	582
JEILEN_10810	DFI-250	2084	411	Dnd__DndA	1.4e-44	150.1	0.865	0.835	24	366
JEILEN_11130	DFI-250	2148	589	PsyrTA__PsyrT	5.4e-111	369.3	0.515	0.587	4	349
JEILEN_11465	DFI-250	2212	382	Dnd__DndA	4.0000000000000006e-34	115.6	0.828	0.838	5	324
JEILEN_11875	DFI-250	2294	869	recD_IV-D_1	3.4e-83	277.5	0.857	0.732	117	752
JEILEN_12005	DFI-250	2320	1045	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	7.8e-12	42.5	0.764	0.468	5	493
JEILEN_12005	DFI-250	2320	1045	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	7e-15	51.6	0.799	0.757	16	806
JEILEN_12295	DFI-250	2376	438	RM_Type_II__Type_II_MTases_FAM_33	2.9e-20	70.0	0.483	0.61	32	298
JEILEN_12295	DFI-250	2376	438	PrrC__EcoprrI	9.1e-57	191.0	0.711	0.795	55	402
JEILEN_12295	DFI-250	2376	438	RM__Type_I_MTases_FAM_0	2.3e-80	268.4	0.689	0.797	42	390
JEILEN_12500	DFI-250	2417	177	DEDDh_I_II_III_IV_V_VI_1	9.1e-38	127.4	0.988	0.87	5	158
JEILEN_12955	DFI-250	2507	207	FS_HEPN_TM__TM	7.9e-13	46.0	0.889	0.836	33	205
JEILEN_12995	DFI-250	2515	398	RM_Type_II__Type_II_MTases_FAM_21	6.4e-33	111.6	0.452	0.482	4	195
JEILEN_12995	DFI-250	2515	398	RM_Type_II__Type_II_MTases_FAM_22	2.9999999999999998e-33	112.9	0.451	0.422	1	168
JEILEN_12995	DFI-250	2515	398	DISARM_2__drmMII	6.8e-50	167.6	0.536	0.487	1	194
JEILEN_12995	DFI-250	2515	398	RM_Type_II__Type_II_MTases_FAM_0	4.3e-57	191.5	0.962	0.995	1	396
JEILEN_12995	DFI-250	2515	398	Druantia_II__DruM	6.4e-73	243.6	0.827	0.995	1	396
JEILEN_12995	DFI-250	2515	398	RM_Type_II__Type_II_MTases_FAM_2	4.1e-92	306.3	0.962	0.995	1	396
JEILEN_13745	DFI-250	2660	338	RM__Type_I_S_02	5.300000000000001e-25	85.8	0.66	0.882	41	338
JEILEN_13745	DFI-250	2660	338	RM__Type_I_S_03	2.9000000000000004e-26	90.2	0.683	0.964	13	338
JEILEN_13745	DFI-250	2660	338	RM__Type_I_S_52	4.2e-30	102.5	0.557	0.962	13	337
JEILEN_13745	DFI-250	2660	338	RM__Type_I_S_06	8.599999999999999e-33	111.4	0.617	0.962	10	334
JEILEN_13745	DFI-250	2660	338	RM__Type_I_S_51	6.2e-45	150.9	0.688	0.979	8	338
JEILEN_13755	DFI-250	2662	288	RM__Type_I_S_51	8.5e-25	84.5	0.518	0.865	6	254
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_10	3.6e-13	46.6	0.551	0.532	177	458
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_28	1.4e-13	47.7	0.417	0.481	186	440
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_6	9.1e-21	71.5	0.452	0.489	187	445
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_14	1.2e-21	74.2	0.446	0.483	186	441
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_29	1.1e-21	74.4	0.563	0.638	167	504
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_13	1.2e-21	74.4	0.483	0.549	164	454
JEILEN_13760	DFI-250	2663	530	RM_Type_II__Type_II_MTases_FAM_33	3.2e-38	129.2	0.484	0.511	147	417
JEILEN_13760	DFI-250	2663	530	RM__Type_I_MTases_FAM_1	7.300000000000001e-58	193.7	0.755	0.698	139	508
JEILEN_13760	DFI-250	2663	530	PrrC__EcoprrI	2.3e-91	305.1	0.963	0.97	5	518
JEILEN_13760	DFI-250	2663	530	RM__Type_I_MTases_FAM_0	2.2e-155	515.9	0.982	0.96	5	513
JEILEN_13765	DFI-250	2664	995	RM__Type_I_REases_FAM_2.einsi_trimmed	9.3e-22	74.6	0.622	0.645	135	776
JEILEN_13765	DFI-250	2664	995	RM__Type_I_REases_FAM_0.einsi_trimmed	1.2e-226	752.9	0.984	0.998	2	994
JEILEN_13975	DFI-250	2706	156	Veles__VlsC1	2.3000000000000003e-36	122.6	0.966	0.962	3	152
JEILEN_13975	DFI-250	2706	156	Veles__VlsC2	9.399999999999999e-37	123.8	0.973	0.962	4	153
JEILEN_14160	DFI-250	2740	1192	Wadjet__JetC_I	2.4e-13	46.4	0.474	0.447	325	857
JEILEN_14160	DFI-250	2740	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.6e-14	51.3	0.791	0.408	1	486
JEILEN_14705	DFI-250	2848	137	RM_Type_II__Type_II_MTases_FAM_3	6.2e-19	66.0	0.515	0.905	3	126
JEILEN_14705	DFI-250	2848	137	RM_Type_II__Type_II_MTases_FAM_9	6.8e-23	78.6	0.422	0.876	4	123
JEILEN_14705	DFI-250	2848	137	RM_Type_II__Type_II_MTases_FAM_1	5.8e-35	118.6	0.451	0.912	3	127
JEILEN_14715	DFI-250	2850	375	RM_Type_II__Type_II_REase09	2.9e-07	28.6	0.706	0.8	22	321
JEILEN_14715	DFI-250	2850	375	Menshen__NsnA	5.6e-53	177.9	0.797	0.869	16	341
JEILEN_14770	DFI-250	2861	113	MazEF__MazF	4.4e-23	78.8	0.928	0.929	5	109
JEILEN_14870	DFI-250	2879	121	MazEF__MazF	5e-16	56.1	0.874	0.884	3	109
JEILEN_14895	DFI-250	2882	186	Dpd__FolE	3.6e-52	174.1	0.978	0.946	8	183
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2641389401	3.6e-37	125.5	0.951	0.939	7	362
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2676476075	2.9e-40	136.0	0.855	0.85	9	330
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2617826694	7.7e-49	163.6	0.966	0.955	7	368
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2585209417	5.5e-52	174.4	0.951	0.953	7	367
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2734955840	3e-57	191.8	0.925	0.939	7	362
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2603008502	4.9e-66	220.8	0.924	0.929	7	358
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2634932349	2.3999999999999997e-67	224.6	0.928	0.939	7	362
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2753529055	1.8e-73	245.2	0.892	0.939	7	362
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2662548665	6.8e-93	309.1	0.875	0.929	7	358
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2664250653	9.7e-94	311.7	0.929	0.96	6	369
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2634882613	5.8e-97	322.4	0.94	0.976	7	376
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2600853143	8.3e-99	328.5	0.951	0.955	6	367
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2677172838	3.7000000000000003e-106	352.5	0.976	0.976	6	375
JEILEN_14920	DFI-250	2887	379	RosmerTA__RmrA_2623274509	6.6e-110	364.8	0.93	0.939	6	361
JEILEN_14925	DFI-250	2888	221	RosmerTA__RmrT_2634882613	1e-07	29.2	0.788	0.756	16	182
JEILEN_14925	DFI-250	2888	221	RosmerTA__RmrT_2664250653	2.5e-14	50.4	0.828	0.855	8	196
JEILEN_14925	DFI-250	2888	221	RosmerTA__RmrT_2623274509	3.8999999999999995e-22	76.2	0.84	0.846	6	192
JEILEN_14925	DFI-250	2888	221	RosmerTA__RmrT_2677172838	7.5e-23	78.5	0.789	0.81	3	181
JEILEN_14965	DFI-250	2896	831	Dodola__DolB	2.3e-25	87.0	0.432	0.211	497	671
JEILEN_15430	DFI-250	2974	108	MazEF__MazF	1.5e-20	70.6	0.766	0.806	4	90
