gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
Ef-P10-208_CDS_0011	7634	8440	+	Ef-P10-208	-13151359.838237947	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1028	470.7612	2.444363409362213e-140	No_custom_HMM	No_custom_HMM	No_custom_HMM	1028	PHANOTATE_1.5.1	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0012	8447	9373	+	Ef-P10-208	-473454049.14664096	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1133	140.737457	1.4788294765828757e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	1133	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0013	9514	10908	+	Ef-P10-208	-22997390806438.41	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	752	668.792969	9.382802739242363e-201	No_custom_HMM	No_custom_HMM	No_custom_HMM	752	PHANOTATE_1.5.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0014	11013	11276	+	Ef-P10-208	-1985.4751735240864	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1205	80.537254	2.016632216942098e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	1205	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0015	11289	12188	+	Ef-P10-208	-734534681.8674711	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	772	439.178802	1.678801836002529e-131	No_custom_HMM	No_custom_HMM	No_custom_HMM	772	PHANOTATE_1.5.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0016	12208	13077	+	Ef-P10-208	-22877191.544588704	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1004	358.377289	4.180341362368957e-107	No_custom_HMM	No_custom_HMM	No_custom_HMM	1004	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0017	13070	13693	+	Ef-P10-208	-21974.603219003406	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1127	267.634796	1.401494269845218e-79	No_custom_HMM	No_custom_HMM	No_custom_HMM	1127	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0018	13697	14542	+	Ef-P10-208	-993425118.0631952	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1000	336.57077	2.5264185014265607e-100	No_custom_HMM	No_custom_HMM	No_custom_HMM	1000	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0019	14542	14775	+	Ef-P10-208	-202.98396317646353	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1151	97.120598	9.51098617038726e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	1151	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0020	14779	16488	+	Ef-P10-208	-242240158107228.56	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	279	455.468536	4.4314024838302e-136	No_custom_HMM	No_custom_HMM	No_custom_HMM	279	PHANOTATE_1.5.1	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0021	16549	16971	+	Ef-P10-208	-8953.383051859362	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	985	234.40242	6.065403825122916e-70	No_custom_HMM	No_custom_HMM	No_custom_HMM	985	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0022	17095	17931	+	Ef-P10-208	-24448999.82324265	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0023	17945	18091	+	Ef-P10-208	-38.69850465177054	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1382	50.258041	2.6987318212806707e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	1382	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0024	18227	18700	+	Ef-P10-208	-2539261.7304508924	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1038	192.36644	6.87703303349759e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	1038	PHANOTATE_1.5.1	CDS	#07e9a2	tail assembly chaperone	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0025	18768	19343	+	Ef-P10-208	-76870.85390203552	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1316	184.682693	3.4546702627560475e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	1316	PHANOTATE_1.5.1	CDS	#ffdf59	RNA polymerase beta subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0026	19388	23044	+	Ef-P10-208	-3.828134054585109e+29	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1047	1228.800415	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	1047	PHANOTATE_1.5.1	CDS	#07e9a2	tail associated lysin	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0027	23083	26268	+	Ef-P10-208	-2.183634251846917e+28	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1015	940.381714	2.2101856611864272e-282	No_custom_HMM	No_custom_HMM	No_custom_HMM	1015	PHANOTATE_1.5.1	CDS	#07e9a2	tail protein with lysin activity	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0028	26353	31830	+	Ef-P10-208	-7.241782844915322e+46	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2929	1801.90625	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	2929	PHANOTATE_1.5.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0029	31930	34380	+	Ef-P10-208	-820615698871.158	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	372	492.090881	7.496665118470078e-147	No_custom_HMM	No_custom_HMM	No_custom_HMM	372	PHANOTATE_1.5.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0030	34374	35102	+	Ef-P10-208	-40122350.93055196	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1348	46.986404	5.103197010891462e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	1348	PHANOTATE_1.5.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0031	35139	35279	+	Ef-P10-208	-21.46097053344068	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1382	54.765759	1.0547267025921472e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	1382	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0032	35360	36064	+	Ef-P10-208	-21921.58345705313	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0033	36151	36840	+	Ef-P10-208	-36876303.85786538	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1011	319.048157	1.1177253302591072e-94	No_custom_HMM	No_custom_HMM	No_custom_HMM	1011	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0034	36844	37380	+	Ef-P10-208	-372962.94031973294	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1073	207.549713	1.9066328002855442e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	1073	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0035	37367	38071	+	Ef-P10-208	-1293744.0837728896	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	975	301.615356	5.542906584617126e-90	No_custom_HMM	No_custom_HMM	No_custom_HMM	975	PHANOTATE_1.5.1	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0036	38087	39139	+	Ef-P10-208	-19996947034.75504	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	6	188.131744	5.146827453981056e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	6	PHANOTATE_1.5.1	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0037	39157	42549	+	Ef-P10-208	-7.332889084314256e+21	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	13726	1010.693726	1.0367799252996927e-303	No_custom_HMM	No_custom_HMM	No_custom_HMM	13726	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0038	42674	42564	-	Ef-P10-208	-0.1727735901642692	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0039	42721	43200	+	Ef-P10-208	-15651.640049603142	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1394	205.742416	9.809871613649819e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	1394	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0040	43215	46679	+	Ef-P10-208	-3.477986475243536e+24	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	877	1638.725952	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	877	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0041	46757	46963	+	Ef-P10-208	-29.50141420237771	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1074	74.033226	1.361808008812214e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	1074	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0042	47218	48990	+	Ef-P10-208	-2.982739207273196e+16	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	16	448.636475	1.0335327261609215e-133	No_custom_HMM	No_custom_HMM	No_custom_HMM	16	PHANOTATE_1.5.1	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0043	49018	50646	+	Ef-P10-208	-434153463097.8596	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1098	528.370239	4.374336230916729e-158	No_custom_HMM	No_custom_HMM	No_custom_HMM	1098	PHANOTATE_1.5.1	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0044	50679	52151	+	Ef-P10-208	-70469381726459.12	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	19	291.476868	3.3671974948666755e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	19	PHANOTATE_1.5.1	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0045	52151	53206	+	Ef-P10-208	-9105174828.008924	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	100	281.19278	4.6430338483238575e-83	No_custom_HMM	No_custom_HMM	No_custom_HMM	100	PHANOTATE_1.5.1	CDS	#ffdf59	SbcD-like subunit of palindrome specific endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0046	53322	55214	+	Ef-P10-208	-3.798180407917517e+19	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	77	518.647339	8.844635918078792e-155	No_custom_HMM	No_custom_HMM	No_custom_HMM	77	PHANOTATE_1.5.1	CDS	#ffdf59	SbcC-like subunit of palindrome specific endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0047	55223	55888	+	Ef-P10-208	-51594.83079221971	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1070	164.791336	4.1802370822077113e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	1070	PHANOTATE_1.5.1	CDS	#ff59f5	anti-sigma factor	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0048	55889	56947	+	Ef-P10-208	-795399637.6938924	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	47	254.725647	4.847290594449159e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	47	PHANOTATE_1.5.1	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0049	56964	57596	+	Ef-P10-208	-103399.62764017102	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3523	210.386505	8.067236452872275e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	3523	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0050	57622	58506	+	Ef-P10-208	-1237759419.5492697	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	135	175.677734	4.8703692349580083e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	135	PHANOTATE_1.5.1	CDS	#ffdf59	dUTPase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0051	58509	58739	+	Ef-P10-208	-8.20459559135717	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	17092	159.164444	4.2597408491023947e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	17092	PHANOTATE_1.5.1	CDS	#ffdf59	dUTPase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0052	58741	59049	+	Ef-P10-208	-28917.259274947115	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	20515	194.70015	4.961638144574289e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	20515	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0053	59036	59347	+	Ef-P10-208	-4990.43463902109	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	7516	154.692627	1.6278780299410914e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	7516	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0054	59340	59711	+	Ef-P10-208	-2670.74599824522	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1095	124.662468	4.877293635926154e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	1095	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0055	59731	60399	+	Ef-P10-208	-537071.817888396	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	244	164.627472	5.960285611026965e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	244	PHANOTATE_1.5.1	CDS	#ffdf59	RusA-like Holliday junction resolvase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0056	60401	60700	+	Ef-P10-208	-2701.7863884145568	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	17395	188.336578	4.646001709967608e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	17395	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0057	60706	61185	+	Ef-P10-208	-214207.17555357737	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	18538	332.354706	7.879456750614566e-100	No_custom_HMM	No_custom_HMM	No_custom_HMM	18538	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0058	61278	62072	+	Ef-P10-208	-4174781.4375823536	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1054	337.790588	6.992487408989922e-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	1054	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0059	62065	62376	+	Ef-P10-208	-658.9594434473368	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	379	108.865654	2.8620779062232876e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	379	PHANOTATE_1.5.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0060	62466	64856	+	Ef-P10-208	-2.4855474750516488e+20	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	17	522.548096	5.980769892344625e-156	No_custom_HMM	No_custom_HMM	No_custom_HMM	17	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
