hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
HCJMML_13370	CI-8010	2588	1047	RM__Type_I_REases_FAM_2.einsi_trimmed	3.2e-19	66.2	0.524	0.485	128	635
HCJMML_13370	CI-8010	2588	1047	RM__Type_I_REases_FAM_0.einsi_trimmed	2.6e-182	606.1	0.839	0.91	5	957
HCJMML_13375	CI-8010	2589	359	RM__Type_I_S_04	3.1000000000000003e-30	103.2	0.662	0.969	10	357
HCJMML_13375	CI-8010	2589	359	RM__Type_I_S_51	3.3e-37	125.4	0.69	0.969	11	358
HCJMML_13390	CI-8010	2592	378	RM__Type_I_S_03	4.3e-21	73.1	0.666	0.831	64	377
HCJMML_13390	CI-8010	2592	378	RM__Type_I_S_52	4.9e-27	92.4	0.659	0.963	14	377
HCJMML_13390	CI-8010	2592	378	RM__Type_I_S_04	3.6e-35	119.5	0.733	0.963	13	376
HCJMML_13390	CI-8010	2592	378	RM__Type_I_S_51	2.8999999999999996e-47	158.6	0.804	0.963	14	377
HCJMML_13395	CI-8010	2593	529	RM_Type_II__Type_II_MTases_FAM_10	6e-07	26.0	0.555	0.518	186	459
HCJMML_13395	CI-8010	2593	529	RM_Type_II__Type_II_MTases_FAM_29	3.4e-13	46.4	0.519	0.577	177	481
HCJMML_13395	CI-8010	2593	529	RM_Type_II__Type_II_MTases_FAM_13	4.5e-18	62.6	0.457	0.503	155	420
HCJMML_13395	CI-8010	2593	529	RM_Type_II__Type_II_MTases_FAM_6	2.7e-18	63.4	0.444	0.467	188	434
HCJMML_13395	CI-8010	2593	529	RM_Type_II__Type_II_MTases_FAM_14	1.3e-18	64.2	0.446	0.471	188	436
HCJMML_13395	CI-8010	2593	529	RM_Type_II__Type_II_MTases_FAM_33	4.3e-39	132.1	0.481	0.484	155	410
HCJMML_13395	CI-8010	2593	529	RM__Type_I_MTases_FAM_3	1.6999999999999998e-47	159.5	0.766	0.949	9	510
HCJMML_13395	CI-8010	2593	529	RM__Type_I_MTases_FAM_1	1.7e-54	182.6	0.943	0.907	28	507
HCJMML_13395	CI-8010	2593	529	PrrC__EcoprrI	4.1e-112	373.4	0.963	0.974	3	517
HCJMML_13395	CI-8010	2593	529	RM__Type_I_MTases_FAM_0	4.1e-169	561.2	0.982	0.964	3	512
HCJMML_13585	CI-8010	2631	156	Veles__VlsC1	3.4e-36	122.1	0.966	0.962	3	152
HCJMML_13585	CI-8010	2631	156	Veles__VlsC2	1.4e-36	123.2	0.973	0.962	4	153
HCJMML_13745	CI-8010	2662	1192	Wadjet__JetC_I	4.7e-13	45.4	0.476	0.449	325	859
HCJMML_13745	CI-8010	2662	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	4.6e-15	53.1	0.791	0.408	1	486
HCJMML_14405	CI-8010	2792	431	AbiL__AbiLi	1.4999999999999999e-40	137.0	0.98	0.974	1	420
HCJMML_14405	CI-8010	2792	431	AbiL__AbiLi2	2.7e-44	149.6	0.985	0.977	1	421
HCJMML_14510	CI-8010	2810	186	Dpd__FolE	9.8e-53	175.9	0.978	0.946	8	183
HCJMML_14570	CI-8010	2822	831	Dodola__DolB	2.2e-25	87.0	0.432	0.211	497	671
HCJMML_14990	CI-8010	2893	87	MazEF__MazE	3.5e-19	66.1	0.963	0.954	5	87
HCJMML_14995	CI-8010	2894	120	MazEF__MazF	3.5e-17	59.8	0.928	0.892	4	110
HCJMML_15095	CI-8010	2914	113	MazEF__MazF	3.1e-23	79.3	0.928	0.929	5	109
