# Annotated with Bakta
# Software: v1.9.4
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	10676	12652	+	JCNBHB_00050	yybT_I440S	cyclic dinucleotide phosphodiesterase YybT	COG:COG3887, COG:T, RefSeq:WP_002356022.1, SO:0001217, UniParc:UPI000005BC85, UniRef:UniRef100_A0A7H0FP36, UniRef:UniRef50_A0A377KI28, UniRef:UniRef90_S4DL11
contig_1	cds	12658	13110	+	JCNBHB_00055	rplI	50S ribosomal protein L9	COG:COG0359, COG:J, GO:0000311, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_002356023.1, SO:0001217, UniParc:UPI000005BC86, UniRef:UniRef100_Q839Y6, UniRef:UniRef50_B9DPY3, UniRef:UniRef90_Q839Y6
contig_1	cds	13384	14751	+	JCNBHB_00060	dnaB	replicative DNA helicase	COG:COG0305, COG:L, EC:3.6.4.12, GO:0003677, GO:0003678, GO:0005524, GO:0006260, RefSeq:WP_002381331.1, SO:0001217, UniParc:UPI000005BC87, UniRef:UniRef100_S4CEI2, UniRef:UniRef50_A0A0G9GJB4, UniRef:UniRef90_E2YU58
contig_1	cds	14988	16280	+	JCNBHB_00065	purA	adenylosuccinate synthase	COG:COG0104, COG:F, EC:6.3.4.4, GO:0000287, GO:0004019, GO:0005525, GO:0005737, GO:0006164, GO:0044208, RefSeq:WP_002359213.1, SO:0001217, UniParc:UPI000005BC88, UniRef:UniRef100_Q839Y4, UniRef:UniRef50_P29726, UniRef:UniRef90_Q839Y4
contig_1	cds	16405	17274	+	JCNBHB_00070	degV	Fatty acid-binding protein DegV (function unknown)	COG:COG1307, COG:I, RefSeq:WP_002359214.1, SO:0001217, UniParc:UPI000005BC89, UniRef:UniRef100_A0A640NCQ0, UniRef:UniRef50_A0A242LIJ5, UniRef:UniRef90_A0A640NCQ0
contig_1	cds	17314	18945	-	JCNBHB_00075	uup	ATPase components of ABC transporters with duplicated ATPase domains	COG:COG0488, COG:R, RefSeq:WP_002359215.1, SO:0001217, UniParc:UPI000005BC8A, UniRef:UniRef100_A0A1B4XKC3, UniRef:UniRef50_O31716, UniRef:UniRef90_A0A1G1SFE1
contig_1	cds	19198	22083	+	JCNBHB_00080	levR	Transcriptional regulatory protein LevR, contains PRD, AAA+ and EIIA domains	COG:COG3933, COG:K, RefSeq:WP_002356028.1, SO:0001217, UniParc:UPI0001B1DA55, UniRef:UniRef100_A0A640NCM1, UniRef:UniRef50_A0A3D1J8Z8, UniRef:UniRef90_R3KTZ5
contig_1	cds	22286	22798	+	JCNBHB_00085	agaB	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	COG:COG3444, COG:G, RefSeq:WP_002385473.1, SO:0001217, UniParc:UPI000005BC8C, UniRef:UniRef100_A0A640NCH6, UniRef:UniRef50_F4BLT2, UniRef:UniRef90_E2YU65
contig_1	cds	23033	24025	+	JCNBHB_00090	agaB	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	COG:COG3444, COG:G, EC:2.7.1.191, KEGG:K02794, RefSeq:WP_002356030.1, SO:0001217, UniParc:UPI000005BC8D, UniRef:UniRef100_A0A9P2X612, UniRef:UniRef50_Q5XAF5, UniRef:UniRef90_S4CAU7
contig_1	cds	24060	24863	+	JCNBHB_00095	manY	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component	COG:COG3715, COG:G, RefSeq:WP_002356031.1, SO:0001217, UniParc:UPI000005BC8E, UniRef:UniRef100_A0A9P2K5G0, UniRef:UniRef50_A0A158SMB5, UniRef:UniRef90_F4BMB1
contig_1	cds	24886	25797	+	JCNBHB_00100	manZ	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component	COG:COG3716, COG:G, RefSeq:WP_002356032.1, SO:0001217, UniParc:UPI000005BC8F, UniRef:UniRef100_A0A640NCM5, UniRef:UniRef50_A0A0F2CKH3, UniRef:UniRef90_A0A449E4Z2
contig_1	cds	25959	26336	+	JCNBHB_00105		DUF956 domain-containing protein	COG:COG4687, COG:S, RefSeq:WP_002356033.1, SO:0001217, UniParc:UPI000005BC90, UniRef:UniRef100_A0A640NCL2, UniRef:UniRef50_A0A0D0G8L0, UniRef:UniRef90_S4FBS9
contig_1	cds	26584	27111	+	JCNBHB_00110		Acid-resistance membrane protein	KEGG:K21908, RefSeq:WP_002356034.1, SO:0001217, UniParc:UPI000005BC91, UniRef:UniRef100_A0A640NCG5, UniRef:UniRef50_R2T6F0, UniRef:UniRef90_A0A3N3FIP0
contig_1	cds	27159	27362	-	JCNBHB_00115		putative protein	RefSeq:WP_010708454.1, SO:0001217, UniParc:UPI000300D27E, UniRef:UniRef100_C7D0D8, UniRef:UniRef50_C7D0D8, UniRef:UniRef90_C7D0D8
contig_1	cds	27560	28330	+	JCNBHB_00120	rpiR	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	COG:COG1737, COG:K, RefSeq:WP_002387434.1, SO:0001217, UniParc:UPI000005BC93, UniRef:UniRef100_A0A8S6XBB8, UniRef:UniRef50_R2MAC4, UniRef:UniRef90_S4CEL7
contig_1	cds	28479	30047	+	JCNBHB_00125	malX	Phosphotransferase system IIB components	COG:COG1264, COG:G, RefSeq:WP_002359218.1, SO:0001217, UniParc:UPI0001B1DE65, UniRef:UniRef100_C7D0E0, UniRef:UniRef50_K8E1T8, UniRef:UniRef90_A0A8B3RVI1
contig_1	cds	30071	31276	+	JCNBHB_00130	malY	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	COG:COG1168, COG:ER, SO:0001217, UniParc:UPI0001B1DE66, UniRef:UniRef100_C7D0E1, UniRef:UniRef50_A0A2X0QVZ1, UniRef:UniRef90_E2YU75
contig_1	cds	31376	31756	+	JCNBHB_00135	ridA	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	COG:COG0251, COG:V, RefSeq:WP_002356039.1, SO:0001217, UniParc:UPI000005BC96, UniRef:UniRef100_A0A9P2L6B4, UniRef:UniRef50_O34133, UniRef:UniRef90_R3K363
contig_1	cds	31950	34541	+	JCNBHB_00140	mprF	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	COG:COG2898, COG:I, EC:2.3.2.3, KEGG:K14205, RefSeq:WP_002359220.1, SO:0001217, UniParc:UPI0001B1DEAB, UniRef:UniRef100_C7D0E3, UniRef:UniRef50_A0A1E5KXS3, UniRef:UniRef90_V7ZM10
contig_1	cds	35092	35598	+	JCNBHB_00145		Yip1 domain-containing protein	SO:0001217, UniParc:UPI0001B25937, UniRef:UniRef100_A0A9P2LMX3, UniRef:UniRef50_S4CEM8, UniRef:UniRef90_A0A4U3JZ89
contig_1	cds	35867	38488	-	JCNBHB_00150	yfhO	Uncharacterized membrane protein YfhO	COG:COG4485, COG:S, RefSeq:WP_002359225.1, SO:0001217, UniParc:UPI0001B1DEAC, UniRef:UniRef100_C7D0E4, UniRef:UniRef50_S1QYU6, UniRef:UniRef90_C7D0E4
contig_1	cds	39034	39543	-	JCNBHB_00155	dfsB	DUF1706 domain-containing protein	COG:COG4283, COG:R, RefSeq:WP_002359227.1, SO:0001217, UniParc:UPI0001B1DEAD, UniRef:UniRef100_C7D0E6, UniRef:UniRef50_Q5WJG5, UniRef:UniRef90_S4DL55
contig_1	cds	39551	40018	-	JCNBHB_00160	phnB	Zn-dependent glyoxalase, PhnB family	COG:C, COG:COG2764, RefSeq:WP_002359228.1, SO:0001217, UniParc:UPI00019F6D44, UniRef:UniRef100_A0A1L6P9R7, UniRef:UniRef50_S0JU63, UniRef:UniRef90_R3KU09
contig_1	cds	40095	41030	+	JCNBHB_00165	yobV	putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	COG:COG2378, COG:K, SO:0001217, UniParc:UPI0001B1DEAE, UniRef:UniRef100_A0A9P2NJL5, UniRef:UniRef50_S4CEN1, UniRef:UniRef90_S4CEN1
contig_1	cds	41122	42369	-	JCNBHB_00170	proA	glutamate-5-semialdehyde dehydrogenase	COG:COG0014, COG:E, EC:1.2.1.41, GO:0004350, GO:0005737, GO:0006561, GO:0016620, GO:0050661, GO:0055129, SO:0001217, UniParc:UPI0001B1DEAF, UniRef:UniRef100_C7D0E9, UniRef:UniRef50_Q97E62, UniRef:UniRef90_Q839W3
contig_1	cds	42362	43177	-	JCNBHB_00175	proB	Glutamate 5-kinase	COG:COG0263, COG:E, EC:2.7.2.11, GO:0004349, GO:0005524, GO:0005737, GO:0016310, GO:0055129, RefSeq:WP_002389550.1, SO:0001217, UniParc:UPI000005BC9E, UniRef:UniRef100_Q839W2, UniRef:UniRef50_Q1J5F5, UniRef:UniRef90_Q839W2
contig_1	cds	43503	43982	+	JCNBHB_00180	dut	dUTP pyrophosphatase (dUTPase)	COG:COG0756, COG:FV, RefSeq:WP_002389647.1, SO:0001217, UniParc:UPI000005BC9F, UniRef:UniRef100_A0A7H0FP60, UniRef:UniRef50_E4LAV4, UniRef:UniRef90_S4GMU8
contig_1	cds	44061	45431	+	JCNBHB_00185	radA	DNA repair protein RadA	COG:COG1066, COG:L, GO:0005524, GO:0006281, RefSeq:WP_002356050.1, SO:0001217, UniParc:UPI000175C0B2, UniRef:UniRef100_A0A640NCK8, UniRef:UniRef50_Q48761, UniRef:UniRef90_A0A640NCK8
contig_1	cds	45535	46680	+	JCNBHB_00190		Uncharacterized conserved protein YacL, contains PIN and TRAM domains	COG:COG4956, COG:R, RefSeq:WP_002368622.1, SO:0001217, UniParc:UPI000005BCA1, UniRef:UniRef100_A0A640NCA4, UniRef:UniRef50_A0A267HVI9, UniRef:UniRef90_C7D0F3
contig_1	cds	46699	47172	+	JCNBHB_00195	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	COG:COG0245, COG:I, EC:4.6.1.12, GO:0008685, GO:0016114, GO:0019288, GO:0046872, RefSeq:WP_010784260.1, SO:0001217, UniParc:UPI000330E8B4, UniRef:UniRef100_UPI000330E8B4, UniRef:UniRef50_Q8YAB4, UniRef:UniRef90_Q839V8
contig_1	cds	47225	48682	+	JCNBHB_00200	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, GO:0009332, RefSeq:WP_002381335.1, SO:0001217, UniParc:UPI0001B2B3B4, UniRef:UniRef100_A0A8S6XLD9, UniRef:UniRef50_Q81J61, UniRef:UniRef90_Q839V7
contig_1	ncRNA-region	48681	48887	+			T-box leader	RFAM:RF00230, SO:0000140
contig_1	cds	48952	49491	+	JCNBHB_00205	epsC	serine O-acetyltransferase EpsC	COG:COG1045, COG:E, GO:0006535, GO:0009001, SO:0001217, UniRef:UniRef50_A0A0C1HK44, UniRef:UniRef90_A0A828QKX0
contig_1	cds	49484	50896	+	JCNBHB_00210	cysS	cysteine--tRNA ligase	COG:COG0215, COG:J, EC:6.1.1.16, GO:0004817, GO:0005524, GO:0005737, GO:0006423, GO:0008270, RefSeq:WP_142423856.1, SO:0001217, UniParc:UPI0011571082, UniRef:UniRef100_UPI0011571082, UniRef:UniRef50_B7GJ46, UniRef:UniRef90_Q839V5
contig_1	cds	50893	51291	+	JCNBHB_00215	mrnC	Mini-ribonuclease 3	COG:COG1939, COG:J, EC:3.1.26.-, GO:0004525, GO:0005737, GO:0006364, GO:0019843, RefSeq:WP_002356056.1, SO:0001217, UniParc:UPI000005BCA6, UniRef:UniRef100_Q839V4, UniRef:UniRef50_Q839V4, UniRef:UniRef90_Q839V4
contig_1	cds	51281	52138	+	JCNBHB_00220	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG:COG0566, COG:J, GO:0008173, GO:0009451, RefSeq:WP_002356057.1, SO:0001217, UniParc:UPI00019F355E, UniRef:UniRef100_X5NVH2, UniRef:UniRef50_K0NC34, UniRef:UniRef90_A0A4V6XAS2
contig_1	cds	52153	52683	+	JCNBHB_00225	rae1	EndoRNase involved in mRNA decay, NYN (Nedd4-BP1/Rae1/YacP nuclease) family, contains PIN domain	COG:COG3688, COG:J, KEGG:K06962, RefSeq:WP_002356058.1, SO:0001217, UniParc:UPI000005BCA8, UniRef:UniRef100_A0A640NCI5, UniRef:UniRef50_S0NMR1, UniRef:UniRef90_R3JP77
contig_1	cds	52769	53335	+	JCNBHB_00230	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, RefSeq:WP_002356059.1, SO:0001217, UniParc:UPI000005BCA9, UniRef:UniRef100_A0A1B4XKF4, UniRef:UniRef50_A0A242AQA0, UniRef:UniRef90_A0A7H0FP70
contig_1	cds	53450	53695	+	JCNBHB_00235		DUF1021 domain-containing protein	COG:COG4466, COG:S, RefSeq:WP_002356060.1, SO:0001217, UniParc:UPI000005BCAA, UniRef:UniRef100_A0A7H0FP71, UniRef:UniRef50_A0A0R2KVZ8, UniRef:UniRef90_R2SKU1
contig_1	cds	53876	54727	+	JCNBHB_00240	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0016310, GO:0019288, GO:0050515, RefSeq:WP_002356061.1, SO:0001217, UniParc:UPI000005BCAB, UniRef:UniRef100_Q839U9, UniRef:UniRef50_Q839U9, UniRef:UniRef90_Q839U9
contig_1	cds	54893	55846	+	JCNBHB_00245	znuA	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	COG:COG0803, COG:P, RefSeq:WP_002383496.1, SO:0001217, UniParc:UPI00019C73E8, UniRef:UniRef100_A0A1Q1FQ72, UniRef:UniRef50_A0A7X6D7X4, UniRef:UniRef90_S4FCU2
contig_1	cds	55872	56564	+	JCNBHB_00250	znuC	ABC-type Mn2+/Zn2+ transport system, ATPase component	COG:COG1121, COG:P, RefSeq:WP_002356064.1, SO:0001217, UniParc:UPI000005BCB0, UniRef:UniRef100_A0A640NCF4, UniRef:UniRef50_P0A2U6, UniRef:UniRef90_V7ZLZ5
contig_1	cds	56726	57565	+	JCNBHB_00255	znuB	ABC-type Mn2+/Zn2+ transport system, permease component	COG:COG1108, COG:P, RefSeq:WP_002383493.1, SO:0001217, UniParc:UPI000005BCB1, UniRef:UniRef100_A0A640NC79, UniRef:UniRef50_A0A2X0SP80, UniRef:UniRef90_S4DL73
contig_1	cds	57709	58530	+	JCNBHB_00260	purR	pur operon repressor	COG:COG0503, COG:F, GO:0003677, GO:0006355, GO:0009116, GO:0045892, GO:0045982, RefSeq:WP_002381336.1, SO:0001217, UniParc:UPI000005BCB2, UniRef:UniRef100_A0A640NC77, UniRef:UniRef50_P37551, UniRef:UniRef90_A0A640NC77
contig_1	cds	58741	60117	+	JCNBHB_00265	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG:COG1207, COG:M, EC:2.3.1.157, EC:2.7.7.23, GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009245, GO:0009252, GO:0019134, GO:0071555, RefSeq:WP_010708455.1, SO:0001217, UniParc:UPI0002FE7B47, UniRef:UniRef100_A0A1Q1FQ69, UniRef:UniRef50_P14192, UniRef:UniRef90_Q839U1
contig_1	cds	60558	64940	+	JCNBHB_00270		5'-nucleotidase C-terminal domain-containing protein	EC:3.1.3.5, EC:3.1.3.6, EC:3.1.4.16, KEGG:K08693, SO:0001217, UniRef:UniRef50_X5NVU5, UniRef:UniRef90_UPI0012BAB549
contig_1	cds	65076	66755	+	JCNBHB_00275	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, RefSeq:WP_002359239.1, SO:0001217, UniParc:UPI0001B1DEB6, UniRef:UniRef100_C7CZK8, UniRef:UniRef50_V6Q3J6, UniRef:UniRef90_Q2PJ92
contig_1	cds	66802	67026	-	JCNBHB_00280	ynzC	UPF0291 protein EF_0064	COG:COG4224, COG:S, GO:0005737, RefSeq:WP_002356070.1, SO:0001217, UniParc:UPI000005BCB6, UniRef:UniRef100_Q839T8, UniRef:UniRef50_Q839T8, UniRef:UniRef90_Q839T8
contig_1	cds	67093	68034	-	JCNBHB_00285	ssuD	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_X5NVB3, UniRef:UniRef90_X5NVB3
contig_1	cds	68253	68867	+	JCNBHB_00290	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, RefSeq:WP_002359241.1, SO:0001217, UniParc:UPI000005BCB8, UniRef:UniRef100_Q839T6, UniRef:UniRef50_Q9CDL2, UniRef:UniRef90_Q839T6
contig_1	cds	68880	69896	+	JCNBHB_00295	ruvB	Holliday junction branch migration DNA helicase RuvB	COG:COG2255, COG:L, EC:3.6.4.12, GO:0000400, GO:0003677, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0016887, GO:0048476, KEGG:K03551, RefSeq:WP_002381340.1, SO:0001217, UniParc:UPI000005BCB9, UniRef:UniRef100_Q839T5, UniRef:UniRef50_Q57396, UniRef:UniRef90_Q839T5
contig_1	cds	70038	70736	+	JCNBHB_00300	nanE	Putative N-acetylmannosamine-6-phosphate epimerase	COG:COG3010, COG:G, EC:5.1.3.9, KEGG:K01788, RefSeq:WP_002404716.1, SO:0001217, UniParc:UPI0001E1A154, UniRef:UniRef100_C7CZL3, UniRef:UniRef50_A0AMC4, UniRef:UniRef90_R3L8Z8
contig_1	cds	70914	73253	+	JCNBHB_00305	ygjK	alpha-glucosidase	COG:COG3408, COG:G, EC:3.2.1.-, EC:3.2.1.20, GO:0004555, GO:0005991, KEGG:K03931, RefSeq:WP_142423858.1, SO:0001217, UniParc:UPI0011596D82, UniRef:UniRef100_UPI0011596D82, UniRef:UniRef50_A0A2Z6BFG3, UniRef:UniRef90_A0A2Z6BFG3
contig_1	cds	73800	74717	+	JCNBHB_00310		Transcriptional regulator	RefSeq:WP_002359244.1, SO:0001217, UniParc:UPI0001B1DEE9, UniRef:UniRef100_C7CZL5, UniRef:UniRef50_X5NVA9, UniRef:UniRef90_X5NVA9
contig_1	cds	74760	75413	-	JCNBHB_00315	crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	COG:COG0664, COG:T, RefSeq:WP_002356081.1, SO:0001217, UniParc:UPI000005BCBE, UniRef:UniRef100_A0A640NCD8, UniRef:UniRef50_A0A242A428, UniRef:UniRef90_A0A8B3RUF3
contig_1	cds	75687	76580	+	JCNBHB_00320	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_002359245.1, SO:0001217, UniParc:UPI000175C060, UniRef:UniRef100_V7ZLY8, UniRef:UniRef50_D5DF46, UniRef:UniRef90_S4DL85
contig_1	cds	76593	77165	+	JCNBHB_00325	amaP	alkaline shock response membrane anchor protein AmaP	RefSeq:WP_002381343.1, SO:0001217, UniParc:UPI000005BCC0, UniRef:UniRef100_A0A640NC69, UniRef:UniRef50_X5NUQ9, UniRef:UniRef90_X5NUQ9
contig_1	cds	77178	77369	+	JCNBHB_00330		Uncharacterized membrane protein	COG:COG5547, COG:S, RefSeq:WP_002356087.1, SO:0001217, UniParc:UPI000005BCC1, UniRef:UniRef100_A0A640NCC3, UniRef:UniRef50_R3TK49, UniRef:UniRef90_S4CEQ9
contig_1	cds	77382	77894	+	JCNBHB_00335	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002383483.1, SO:0001217, UniParc:UPI000005BCC2, UniRef:UniRef100_A0A8S6XI84, UniRef:UniRef50_C9BYM3, UniRef:UniRef90_A0A1G1SBX0
contig_1	cds	77953	78513	+	JCNBHB_00340	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002356090.1, SO:0001217, UniParc:UPI000005BCC3, UniRef:UniRef100_A0A1J6XIS1, UniRef:UniRef50_A0A242CW56, UniRef:UniRef90_A0A1J6XIS1
contig_1	cds	78537	78779	+	JCNBHB_00345	yeaQ	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	COG:COG2261, COG:R, RefSeq:WP_002356092.1, SO:0001217, UniParc:UPI000005BCC4, UniRef:UniRef100_A0A640NC91, UniRef:UniRef50_F4BP16, UniRef:UniRef90_A0A640NC91
contig_1	cds	79146	80381	+	JCNBHB_00350	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_002356101.1, SO:0001217, UniParc:UPI000005BCC5, UniRef:UniRef100_A0A640NC24, UniRef:UniRef50_A0A2S1KS57, UniRef:UniRef90_A0A7H0FP94
contig_1	cds	80402	80581	+	JCNBHB_00355		hypothetical protein	RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	cds	80737	82221	-	JCNBHB_00360		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002359246.1, SO:0001217, UniParc:UPI0001B1DEEA, UniRef:UniRef100_A0A1G1SBX9, UniRef:UniRef50_A0A6I4XV97, UniRef:UniRef90_A0A6I4XV97
contig_1	cds	82215	83702	-	JCNBHB_00365		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002381348.1, SO:0001217, UniParc:UPI000005BCC9, UniRef:UniRef100_A0A8S6XLJ1, UniRef:UniRef50_R3JMI4, UniRef:UniRef90_R3JMI4
contig_1	cds	84413	90511	+	JCNBHB_00370	fss1	fibrinogen-binding MSCRAMM adhesin Fss1	BlastRules:WP_002389607, COG:COG4932, COG:M, RefSeq:WP_010708458.1, SO:0001217, UniParc:UPI0002E919C9, UniRef:UniRef100_UPI0002E919C9, UniRef:UniRef50_A0A7H0FP98, UniRef:UniRef90_A0A7H0FP98
contig_1	cds	90785	91699	+	JCNBHB_00375	lCB5	Phosphatidylglycerol kinase, diacylglycerol kinase family	COG:COG1597, COG:IR, RefSeq:WP_002403939.1, SO:0001217, UniParc:UPI0001E1A421, UniRef:UniRef100_UPI0001E1A421, UniRef:UniRef50_A0A242A5Z8, UniRef:UniRef90_E2YW67
contig_1	cds	91781	93286	+	JCNBHB_00380		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002359252.1, SO:0001217, UniParc:UPI0001B1DEED, UniRef:UniRef100_A0A9Q7NHI5, UniRef:UniRef50_Q839R7, UniRef:UniRef90_Q839R7
contig_1	cds	93631	93870	+	JCNBHB_00385		Group-Specific protein	RefSeq:WP_002356115.1, SO:0001217, UniParc:UPI00019F34D6, UniRef:UniRef100_A0A640NBZ6, UniRef:UniRef50_A0A640NBZ6, UniRef:UniRef90_A0A640NBZ6
contig_1	cds	93885	96872	+	JCNBHB_00390		Pectate lyase superfamily protein domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8S6XPN5, UniRef:UniRef90_A0A125W7D9
contig_1	cds	97049	97810	+	JCNBHB_00395	focA	Formate/nitrite transporter FocA, FNT family	COG:COG2116, COG:P, KEGG:K21993, RefSeq:WP_010708462.1, SO:0001217, UniParc:UPI0002D883D3, UniRef:UniRef100_UPI0002D883D3, UniRef:UniRef50_C7CZN2, UniRef:UniRef90_C7CZN2
contig_1	cds	97966	98751	+	JCNBHB_00400		Lipoprotein	RefSeq:WP_002356118.1, SO:0001217, UniParc:UPI000005BCD0, UniRef:UniRef100_A0A640NC75, UniRef:UniRef50_S4CPQ9, UniRef:UniRef90_S4CPQ9
