#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	145299	145742	+	HCJMML_00660	17.8	9.1		RefSeq:WP_002359311.1, SO:0001217, UniParc:UPI000005BD05, UniRef:UniRef100_Q839L3, UniRef:UniRef50_Q839L3, UniRef:UniRef90_Q839L3
contig_1	148297	148605	-	HCJMML_00685	11.6	9.4		RefSeq:WP_002386531.1, SO:0001217, UniParc:UPI00019F693B, UniRef:UniRef100_A0A5Q0EQ00, UniRef:UniRef50_S4CF18, UniRef:UniRef90_S4CF18
contig_1	148611	148829	-	HCJMML_00690	7.7	9.4		RefSeq:WP_002359319.1, SO:0001217, UniParc:UPI000005BD0A, UniRef:UniRef100_Q839K8, UniRef:UniRef50_Q839K8, UniRef:UniRef90_Q839K8
contig_1	154548	154838	+	HCJMML_00710	11.8	4.7		RefSeq:WP_002359323.1, SO:0001217, UniParc:UPI000005BD0E, UniRef:UniRef100_Q839K4, UniRef:UniRef50_Q839K4, UniRef:UniRef90_Q839K4
contig_1	154871	155095	+	HCJMML_00715	8.7	10.3		SO:0001217, UniParc:UPI000005BD0F, UniRef:UniRef100_Q839K3, UniRef:UniRef50_Q839K3, UniRef:UniRef90_Q839K3
contig_1	265631	265768	+	HCJMML_01435	4.9	7.7		RefSeq:WP_002366057.1, SO:0001217, UniParc:UPI000005BD82, UniRef:UniRef100_A0A640MK16, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	390422	390532	+	HCJMML_02010	4.0	6.5		SO:0001217, UniParc:UPI00032D9511, UniRef:UniRef100_A0A9P2X7I3, UniRef:UniRef50_A0A9P2X7I3, UniRef:UniRef90_A0A9P2X7I3
contig_1	392165	392332	+	HCJMML_02025	6.7	9.2		SO:0001217, UniParc:UPI0001B2B0D9, UniRef:UniRef100_A0A8S6XJT5, UniRef:UniRef50_A0A8S6XJT5, UniRef:UniRef90_A0A8S6XJT5
contig_1	414159	414752	+	HCJMML_02130	23.9	6.2		RefSeq:WP_002414802.1, SO:0001217, UniParc:UPI000291023C, UniRef:UniRef100_R3JI56, UniRef:UniRef50_R3JI56, UniRef:UniRef90_A0A0M2AEX8
contig_1	414758	415246	+	HCJMML_02135	19.2	8.2		RefSeq:WP_010710133.1, SO:0001217, UniParc:UPI000005BE4D, UniRef:UniRef100_A0A8S6X4L6, UniRef:UniRef50_Q9F1H7, UniRef:UniRef90_Q9F1H7
contig_1	421119	421313	+	HCJMML_02185	7.1	7.9		RefSeq:WP_002358658.1, SO:0001217, UniParc:UPI0001B1DC76, UniRef:UniRef100_A0A1G1SBB6, UniRef:UniRef50_A0A1G1SBB6, UniRef:UniRef90_A0A1G1SBB6
contig_1	426690	427109	+	HCJMML_02225	16.1	5.8		RefSeq:WP_002370932.1, SO:0001217, UniParc:UPI000005BE5A, UniRef:UniRef100_A0A8S6XF78, UniRef:UniRef50_A0A8S6XF78, UniRef:UniRef90_A0A8S6XF78
contig_1	447720	448070	+	HCJMML_02310	13.8	4.7		RefSeq:WP_021732862.1, SO:0001217, UniParc:UPI0003AE0526, UniRef:UniRef100_UPI001E532A1D, UniRef:UniRef50_UPI000D67A3C3, UniRef:UniRef90_UPI000E002462
contig_1	448165	448287	+	HCJMML_02315	4.7	7.9		SO:0001217, UniParc:UPI000005BE61, UniRef:UniRef100_A0A8S6XJZ9, UniRef:UniRef50_E2YYV5, UniRef:UniRef90_E2YYV5
contig_1	448432	449097	+	HCJMML_02320	26.3	4.5		RefSeq:WP_010710138.1, SO:0001217, UniParc:UPI000005BE62, UniRef:UniRef100_Q83Z90, UniRef:UniRef50_Q83Z90, UniRef:UniRef90_Q83Z90
contig_1	539133	539303	+	HCJMML_02795	6.9	7.9		SO:0001217, UniParc:UPI00019C6B0F, UniRef:UniRef100_R3JU11, UniRef:UniRef50_R3JU11, UniRef:UniRef90_R3JU11
contig_1	540327	540536	+	HCJMML_02815	8.4	6.6		RefSeq:WP_010706711.1, SO:0001217, UniParc:UPI0002F0C40B, UniRef:UniRef100_A0A8S6XCD5, UniRef:UniRef50_A0A8S6XCD5, UniRef:UniRef90_A0A8S6XCD5
contig_1	564780	565106	-	HCJMML_02940	12.3	5.1		SO:0001217, UniParc:UPI00031F8C86, UniRef:UniRef100_V7ZPU3, UniRef:UniRef50_R3H3G3, UniRef:UniRef90_V7ZPU3
contig_1	565237	565515	+	HCJMML_02945	11.1	5.5		SO:0001217, UniParc:UPI0002D80B37, UniRef:UniRef100_A0A5Q0EQ32, UniRef:UniRef50_E2YXJ8, UniRef:UniRef90_E2YXJ8
contig_1	628307	628498	+	HCJMML_03250	7.3	4.5		RefSeq:WP_002366170.1, SO:0001217, UniParc:UPI000005BEF6, UniRef:UniRef100_A0A8S6XGD2, UniRef:UniRef50_S4C8I0, UniRef:UniRef90_S4C8I0
contig_1	710543	712885	+	HCJMML_03610	85.8	4.6	PF18483.5|Bact_lectin	PFAM:PF18483.5, RefSeq:WP_010715049.1, SO:0001217, UniParc:UPI00031FDE53, UniRef:UniRef100_UPI00031FDE53, UniRef:UniRef50_A0A9P2L6Y9, UniRef:UniRef90_A0A9P2L6Y9
contig_1	752088	752237	+	HCJMML_03815	5.5	4.4	PF08220.16|HTH_DeoR, PF08279.16|HTH_11, PF08280.15|HTH_Mga	PFAM:PF08220.16, PFAM:PF08279.16, PFAM:PF08280.15
contig_1	759772	760020	+	HCJMML_03860	9.2	9.2		RefSeq:WP_002355713.1, SO:0001217, UniParc:UPI000005BF6C, UniRef:UniRef100_A0A1J6XK58, UniRef:UniRef50_S4CC02, UniRef:UniRef90_S4CC02
contig_1	779684	779914	+	HCJMML_03955	9.0	8.9		RefSeq:WP_002355737.1, SO:0001217, UniParc:UPI000005BF82, UniRef:UniRef100_A0A640MS20, UniRef:UniRef50_V7ZJA2, UniRef:UniRef90_V7ZJA2
contig_1	852773	852997	+	HCJMML_04280	8.4	5.1		RefSeq:WP_002355808.1, SO:0001217, UniParc:UPI000005BFC2, UniRef:UniRef100_A0A1B4XM85, UniRef:UniRef50_A0A1B4XM85, UniRef:UniRef90_A0A1B4XM85
contig_1	968887	969006	+	HCJMML_04870	4.5	10.4		SO:0001217, UniParc:UPI000005C01F, UniRef:UniRef100_X5NW01, UniRef:UniRef50_V7ZRN6, UniRef:UniRef90_V7ZRN6
contig_1	1012678	1012938	-	HCJMML_05100	9.8	5.7		RefSeq:WP_002401593.1, SO:0001217, UniParc:UPI0001F0DDC5, UniRef:UniRef100_A0A431H3X6, UniRef:UniRef50_S4BP43, UniRef:UniRef90_S4BP43
contig_1	1027456	1027602	-	HCJMML_05165	5.4	9.8		RefSeq:WP_002384758.1, SO:0001217, UniParc:UPI00019F323E, UniRef:UniRef100_A0A1Q8J6D0, UniRef:UniRef50_A0A1Q8J6D0, UniRef:UniRef90_A0A1Q8J6D0
contig_1	1034314	1034577	+	HCJMML_05200	10.1	5.6		RefSeq:WP_002388837.1, SO:0001217, UniParc:UPI0001A5C2E4, UniRef:UniRef100_A0A8S6XIT9, UniRef:UniRef50_S0J5N6, UniRef:UniRef90_S4C1B1
contig_1	1038464	1038853	+	HCJMML_05225	15.2	5.0		RefSeq:WP_002358138.1, SO:0001217, UniParc:UPI00019F6B32, UniRef:UniRef100_A0A1B4XMM4, UniRef:UniRef50_A0A1B4XMM4, UniRef:UniRef90_A0A1B4XMM4
contig_1	1039140	1039445	+	HCJMML_05240	11.8	4.8		RefSeq:WP_002378169.1, SO:0001217, UniParc:UPI0001B2EAD8, UniRef:UniRef100_A0A2Z6BHU7, UniRef:UniRef50_A0A2P6BDP4, UniRef:UniRef90_A0A2P6BDP4
contig_1	1051909	1052187	-	HCJMML_05295	10.7	9.2		RefSeq:WP_010710166.1, SO:0001217, UniParc:UPI0003300DB7, UniRef:UniRef100_A0A8F5EY87, UniRef:UniRef50_A0A2P6BDP5, UniRef:UniRef90_A0A2P6BDP5
contig_1	1052201	1052494	-	HCJMML_05300	11.6	10.2		RefSeq:WP_002358125.1, SO:0001217, UniParc:UPI000005C063, UniRef:UniRef100_A0A640MNA2, UniRef:UniRef50_E2YVK6, UniRef:UniRef90_E2YVK6
contig_1	1064966	1065271	-	HCJMML_05375	11.7	10.3		SO:0001217, UniParc:UPI0001A5BCD5, UniRef:UniRef100_A0A2Z6BRP9, UniRef:UniRef50_R3J8K8, UniRef:UniRef90_R3J8K8
contig_1	1097735	1098097	+	HCJMML_05520	13.9	10.0		RefSeq:WP_002358008.1, SO:0001217, UniParc:UPI00019C7402, UniRef:UniRef100_A0A1G1SEU0, UniRef:UniRef50_E2YVQ1, UniRef:UniRef90_S4CBY1
contig_1	1134177	1134770	+	HCJMML_05705	23.5	9.3		RefSeq:WP_002378200.1, SO:0001217, UniParc:UPI0001B2EB4A, UniRef:UniRef100_A0A8S6XHM4, UniRef:UniRef50_A0A2Z6BHQ4, UniRef:UniRef90_A0A2Z6BHQ4
contig_1	1171419	1172501	+	HCJMML_05900	42.3	9.0	PF01011.25|PQQ	PFAM:PF01011.25, RefSeq:WP_002378216.1, SO:0001217, UniParc:UPI0001B2EB75, UniRef:UniRef100_A0A8S6X7J5, UniRef:UniRef50_A0A4V1G7Z3, UniRef:UniRef90_A0A226YIY0
contig_1	1187734	1187829	+	HCJMML_05975	3.5	9.3		SO:0001217, UniParc:UPI00019C6B39, UniRef:UniRef100_A0A1J6Z1P8, UniRef:UniRef50_A0A1J6Z1P8, UniRef:UniRef90_A0A1J6Z1P8
contig_1	1209332	1210003	+	HCJMML_06070	24.9	5.5		SO:0001217, UniParc:UPI000005C0FA, UniRef:UniRef100_A0A640MIZ3, UniRef:UniRef50_R3I970, UniRef:UniRef90_R3I970
contig_1	1210067	1210174	+	HCJMML_06075	4.0	11.1		SO:0001217, UniParc:UPI000005C0FB, UniRef:UniRef100_A0A1G1SEJ2, UniRef:UniRef50_A0A1G1SEJ2, UniRef:UniRef90_A0A1G1SEJ2
contig_1	1215221	1215427	+	HCJMML_06105	7.5	9.5		RefSeq:WP_002357875.1, SO:0001217, UniParc:UPI000005C0FF, UniRef:UniRef100_A0A640MJ30, UniRef:UniRef50_A0A828QTV7, UniRef:UniRef90_A0A828QTV7
contig_1	1234731	1234961	+	HCJMML_06190	9.1	10.2		RefSeq:WP_002401530.1, SO:0001217, UniParc:UPI0001F0DBC2, UniRef:UniRef100_A0A8F5IGD9, UniRef:UniRef50_R3KL61, UniRef:UniRef90_A0A4U3MTT0
contig_1	1282966	1283145	+	HCJMML_06450	6.9	10.0		RefSeq:WP_002357804.1, SO:0001217, UniParc:UPI000005C140, UniRef:UniRef100_A0A9P2GE36, UniRef:UniRef50_R2QVI8, UniRef:UniRef90_A0A9P2GE36
contig_1	1334776	1334961	-	HCJMML_06665	7.0	9.1		
contig_1	1340960	1341271	-	HCJMML_06705	12.2	9.4		RefSeq:WP_002357740.1, SO:0001217, UniParc:UPI000005C172, UniRef:UniRef100_A0A1B4XNH6, UniRef:UniRef50_E2YWZ3, UniRef:UniRef90_E2YWZ3
contig_1	1433479	1433781	+	HCJMML_07120	11.3	9.1		RefSeq:WP_002371168.1, SO:0001217, UniParc:UPI0001B2BF51, UniRef:UniRef100_A0A5Q0ERY9, UniRef:UniRef50_S4D842, UniRef:UniRef90_S4D842
contig_1	1471506	1471700	+	HCJMML_07325	7.5	9.8		RefSeq:WP_002357574.1, SO:0001217, UniParc:UPI000005C232, UniRef:UniRef100_A0A1B4XNW2, UniRef:UniRef50_A0A1B4XNW2, UniRef:UniRef90_A0A1B4XNW2
contig_1	1567834	1568532	-	HCJMML_07760	28.2	5.1		RefSeq:WP_002369341.1, SO:0001217, UniParc:UPI000005C288, UniRef:UniRef100_A0A9P2K1Z0, UniRef:UniRef50_S4BW71, UniRef:UniRef90_E2YUR3
contig_1	1723537	1723923	-	HCJMML_08505	14.5	10.1		RefSeq:WP_010706477.1, SO:0001217, UniParc:UPI000005C31C, UniRef:UniRef100_A0A7H0FPV8, UniRef:UniRef50_V7ZIT6, UniRef:UniRef90_V7ZIT6
contig_1	1736664	1736795	-	HCJMML_08585	4.4	9.7		RefSeq:WP_002390434.1, SO:0001217, UniParc:UPI0001CB2C17, UniRef:UniRef100_A0A059N3N4, UniRef:UniRef50_A0A059N3N4, UniRef:UniRef90_A0A059N3N4
contig_1	1748942	1749202	-	HCJMML_08645	9.8	6.0		RefSeq:WP_002313174.1, SO:0001217, UniParc:UPI00019C6974, UniRef:UniRef100_A0A4U4CFB6, UniRef:UniRef50_A0A1Y3GZS1, UniRef:UniRef90_A0A1Y3GZS1
contig_1	1749409	1749498	-	HCJMML_08650	3.3	4.8		
contig_1	1779923	1780090	-	HCJMML_08810	6.6	9.0		RefSeq:WP_002298811.1, SO:0001217, UniParc:UPI000005C34C, UniRef:UniRef100_A0A1J6XNY8, UniRef:UniRef50_A0A1J6XNY8, UniRef:UniRef90_A0A1J6XNY8
contig_1	1814306	1814482	-	HCJMML_08985	6.8	4.8		
contig_1	1824355	1824711	+	HCJMML_09030	14.1	4.7		RefSeq:WP_002357135.1, SO:0001217, UniParc:UPI000005C377, UniRef:UniRef100_A0A1B4XPP0, UniRef:UniRef50_A0A8S6XM11, UniRef:UniRef90_A0A8S6XM11
contig_1	1871379	1871504	+	HCJMML_09275	4.8	6.5		RefSeq:WP_002364184.1, SO:0001217, UniParc:UPI000005C3A9, UniRef:UniRef100_A0A2S7M0K0, UniRef:UniRef50_A0A2S7M0K0, UniRef:UniRef90_A0A2S7M0K0
contig_1	1873482	1873730	-	HCJMML_09290	9.4	9.7		RefSeq:WP_002383136.1, SO:0001217, UniParc:UPI00003DF26D, UniRef:UniRef100_A0A7H0FPG9, UniRef:UniRef50_R3KYS2, UniRef:UniRef90_R3KYS2
contig_1	1890679	1890999	-	HCJMML_09410	12.1	9.0		RefSeq:WP_002380436.1, SO:0001217, UniParc:UPI000005C3BC, UniRef:UniRef100_A0A2T5D4Z3, UniRef:UniRef50_R3I0L8, UniRef:UniRef90_R3I0L8
contig_1	1896568	1896744	-	HCJMML_09440	6.9	4.9		RefSeq:WP_010706496.1, SO:0001217, UniParc:UPI0002D4856A, UniRef:UniRef100_A0A7H0FKX7, UniRef:UniRef50_A0A7H0FKX7, UniRef:UniRef90_A0A7H0FKX7
contig_1	1896928	1897740	-	HCJMML_09445	31.8	6.0		RefSeq:WP_002383813.1, SO:0001217, UniParc:UPI000005C3C3, UniRef:UniRef100_A0A7H0FKX8, UniRef:UniRef50_A0A7H0FKX8, UniRef:UniRef90_A0A7H0FKX8
contig_1	1898669	1899139	-	HCJMML_09450	18.3	9.2		RefSeq:WP_002383811.1, SO:0001217, UniParc:UPI00019C709B, UniRef:UniRef100_A0A6B1Y4Q9, UniRef:UniRef50_A0A242LE40, UniRef:UniRef90_A0A6B1Y4Q9
contig_1	1902334	1902534	-	HCJMML_09475	7.7	10.2		SO:0001217, UniRef:UniRef50_R3KYV1, UniRef:UniRef90_R3KYV1
contig_1	1903391	1903591	-	HCJMML_09485	7.6	5.8		RefSeq:WP_002357010.1, SO:0001217, UniParc:UPI000005C3CA, UniRef:UniRef100_A0A2T5D508, UniRef:UniRef50_A0A125W3G0, UniRef:UniRef90_A0A125W3G0
contig_1	1904018	1904236	-	HCJMML_09495	8.2	5.5		RefSeq:WP_002383801.1, SO:0001217, UniParc:UPI00003DF2ED, UniRef:UniRef100_A0A059N2U8, UniRef:UniRef50_A0A059N2U8, UniRef:UniRef90_A0A059N2U8
contig_1	1904968	1905285	-	HCJMML_09505	12.1	4.3		RefSeq:WP_002383798.1, SO:0001217, UniParc:UPI000005C3CC, UniRef:UniRef100_A0A7H0FKY6, UniRef:UniRef50_A0A7H0FKY6, UniRef:UniRef90_A0A7H0FKY6
contig_1	1956528	1956707	+	HCJMML_09750	7.0	9.2		RefSeq:WP_002383739.1, SO:0001217, UniParc:UPI00019C71D2, UniRef:UniRef100_A0A1Q1FVE3, UniRef:UniRef50_S4FLL7, UniRef:UniRef90_S4FLL7
contig_1	1957936	1958226	-	HCJMML_09760	10.7	4.2		RefSeq:WP_002379593.1, SO:0001217, UniParc:UPI000005C43E, UniRef:UniRef100_A0A7H0FL33, UniRef:UniRef50_S0KEY0, UniRef:UniRef90_S4FTJ4
contig_1	2035792	2036187	-	HCJMML_10100	15.1	5.1		SO:0001217, UniRef:UniRef50_UPI00033068FF, UniRef:UniRef90_UPI00033068FF
contig_1	2065502	2065774	-	HCJMML_10205	10.2	4.6		
contig_1	2084225	2084782	+	HCJMML_10280	21.8	5.4		RefSeq:WP_002359842.1, SO:0001217, UniParc:UPI000005C4A5, UniRef:UniRef100_A0A4U3MJV6, UniRef:UniRef50_A0A4U3MJV6, UniRef:UniRef90_A0A4U3MJV6
contig_1	2096978	2097157	+	HCJMML_10345	7.2	9.6		SO:0001217, UniParc:UPI00019C60FA, UniRef:UniRef100_A0A059MXP0, UniRef:UniRef50_A0A059MXP0, UniRef:UniRef90_A0A059MXP0
contig_1	2107070	2107642	+	HCJMML_10385	21.5	4.9		RefSeq:WP_002359818.1, SO:0001217, UniParc:UPI00019C60F6, UniRef:UniRef100_A0A1Q1FVS0, UniRef:UniRef50_R2RS80, UniRef:UniRef90_R2RS80
contig_1	2109990	2110244	-	HCJMML_10410	9.7	4.8		RefSeq:WP_002359814.1, SO:0001217, UniParc:UPI000005C4F0, UniRef:UniRef100_A0A1Q1FVQ8, UniRef:UniRef50_R3WWS9, UniRef:UniRef90_A0A1Q1FVQ8
contig_1	2118763	2118882	-	HCJMML_10455	4.5	7.9		SO:0001217, UniRef:UniRef50_S1N8E1, UniRef:UniRef90_S1N8E1
contig_1	2138699	2138917	-	HCJMML_10540	7.6	4.5		SO:0001217, UniParc:UPI000005C50A, UniRef:UniRef100_Q831X7, UniRef:UniRef50_Q831X7, UniRef:UniRef90_Q831X7
contig_1	2146807	2148120	-	HCJMML_10575	50.7	5.0		RefSeq:WP_002382783.1, SO:0001217, UniParc:UPI000005C511, UniRef:UniRef100_A0A7H0FLI3, UniRef:UniRef50_R3GVK0, UniRef:UniRef90_R3GVK0
contig_1	2159855	2160727	-	HCJMML_10615	34.0	7.5		RefSeq:WP_002359765.1, SO:0001217, UniParc:UPI000005C51A, UniRef:UniRef100_A0A1Q1FVV7, UniRef:UniRef50_A0A1Q1FVV7, UniRef:UniRef90_A0A1Q1FVV7
contig_1	2160732	2161082	-	HCJMML_10620	13.7	9.2		RefSeq:WP_002359764.1, SO:0001217, UniParc:UPI000005C51B, UniRef:UniRef100_A0A1Q1FVV8, UniRef:UniRef50_A0A1Q1FVV8, UniRef:UniRef90_A0A1Q1FVV8
contig_1	2235653	2235796	-	HCJMML_10995	5.2	9.8		SO:0001217, UniRef:UniRef50_A0A1B4XQI9, UniRef:UniRef90_A0A1B4XQI9
contig_1	2254307	2254423	-	HCJMML_11080	4.4	8.1		SO:0001217, UniRef:UniRef50_A0A1J6XWS4, UniRef:UniRef90_A0A1J6XWS4
contig_1	2368747	2368923	+	HCJMML_11610	6.8	10.2		RefSeq:WP_002356530.1, SO:0001217, UniParc:UPI000005C607, UniRef:UniRef100_X5NYD7, UniRef:UniRef50_A0A1E5KTQ8, UniRef:UniRef90_X5NYD7
contig_1	2393980	2394186	-	HCJMML_11735	8.1	5.2		RefSeq:WP_002382622.1, SO:0001217, UniParc:UPI00019C74FC, UniRef:UniRef100_A0A9Q7JKA3, UniRef:UniRef50_A0A2G0E8S7, UniRef:UniRef90_A0A9Q7JKA3
contig_1	2397248	2397517	-	HCJMML_11765	10.1	4.5		RefSeq:WP_002382616.1, SO:0001217, UniParc:UPI00019C74F7, UniRef:UniRef100_A0A2S7M122, UniRef:UniRef50_A0A6A8NGR7, UniRef:UniRef90_A0A6A8NGR7
contig_1	2397520	2397840	-	HCJMML_11770	12.2	4.9		RefSeq:WP_010715404.1, SO:0001217, UniParc:UPI0002F885B5, UniRef:UniRef100_A0A7H0FM57, UniRef:UniRef50_R2RDM2, UniRef:UniRef90_A0A7H0FM57
contig_1	2407820	2408101	-	HCJMML_11815	10.8	7.8		RefSeq:WP_002382603.1, SO:0001217, UniParc:UPI00019C7422, UniRef:UniRef100_A0A2S7M112, UniRef:UniRef50_D2IYW9, UniRef:UniRef90_A0A2S7M112
contig_1	2414590	2414820	-	HCJMML_11855	8.9	9.1		RefSeq:WP_010715408.1, SO:0001217, UniParc:UPI0002EB85C9, UniRef:UniRef100_A0A2S7M155, UniRef:UniRef50_V5XNX7, UniRef:UniRef90_R3I7N2
contig_1	2418659	2418937	-	HCJMML_11890	10.7	4.2		RefSeq:WP_002382591.1, SO:0001217, UniParc:UPI00019C734B, UniRef:UniRef100_A0A4Q1X107, UniRef:UniRef50_R2NPZ3, UniRef:UniRef90_A0A4Q1X107
contig_1	2419230	2419454	-	HCJMML_11900	8.7	4.2		RefSeq:WP_002382588.1, SO:0001217, UniParc:UPI00019C7349, UniRef:UniRef100_A0A4Q5JTP2, UniRef:UniRef50_S4BN75, UniRef:UniRef90_S4BS97
contig_1	2421513	2422274	-	HCJMML_11920	28.8	9.4		RefSeq:WP_002382584.1, SO:0001217, UniParc:UPI00019C7345, UniRef:UniRef100_A0A7H0FM82, UniRef:UniRef50_D2IYU3, UniRef:UniRef90_D2IYU3
contig_1	2425896	2426273	+	HCJMML_11950	14.5	4.8		RefSeq:WP_002416026.1, SO:0001217, UniParc:UPI00027C6C42, UniRef:UniRef100_A0A7H0FM87, UniRef:UniRef50_A0A7H0FM87, UniRef:UniRef90_A0A7H0FM87
contig_1	2426605	2426832	-	HCJMML_11965	8.4	4.5		RefSeq:WP_002382575.1, SO:0001217, UniParc:UPI00019C733E, UniRef:UniRef100_D2IYT6, UniRef:UniRef50_D2IYT6, UniRef:UniRef90_D2IYT6
contig_1	2431223	2431639	+	HCJMML_12015	16.2	9.1		RefSeq:WP_002382562.1, SO:0001217, UniParc:UPI00019C7332, UniRef:UniRef100_A0A7H0FMA0, UniRef:UniRef50_A0A7H0FMA0, UniRef:UniRef90_A0A7H0FMA0
contig_1	2543835	2544518	+	HCJMML_12560	25.4	5.2		SO:0001217, UniRef:UniRef50_A0A7H0FMR5, UniRef:UniRef90_A0A7H0FMR5
contig_1	2544539	2544937	+	HCJMML_12565	14.8	4.7		RefSeq:WP_002416078.1, SO:0001217, UniParc:UPI00027C6C73, UniRef:UniRef100_A0A7H0FMR6, UniRef:UniRef50_A0A7H0FMR6, UniRef:UniRef90_A0A7H0FMR6
contig_1	2633629	2634018	-	HCJMML_13015	15.0	9.4		SO:0001217, UniParc:UPI00032D99BC, UniRef:UniRef100_A0A855UAH4, UniRef:UniRef50_A0A059N4P3, UniRef:UniRef90_A0A059N4P3
contig_1	2634015	2634353	-	HCJMML_13020	12.9	9.6		RefSeq:WP_010714129.1, SO:0001217, UniParc:UPI000005C71E, UniRef:UniRef100_A0A7H0FN43, UniRef:UniRef50_A0A7H0FN43, UniRef:UniRef90_A0A7H0FN43
contig_1	2634357	2634566	-	HCJMML_13025	7.8	9.1		RefSeq:WP_010707105.1, SO:0001217, UniParc:UPI000005C71F, UniRef:UniRef100_A0A7H0FN44, UniRef:UniRef50_A0A367CC88, UniRef:UniRef90_A0A7H0FN44
contig_1	2635293	2635865	-	HCJMML_13040	21.9	6.0		RefSeq:WP_010714132.1, SO:0001217, UniParc:UPI000005C722, UniRef:UniRef100_A0A7H0FN47, UniRef:UniRef50_A0A7H0FN47, UniRef:UniRef90_A0A7H0FN47
contig_1	2635880	2636077	-	HCJMML_13045	7.5	4.4		RefSeq:WP_010714133.1, SO:0001217, UniParc:UPI000005C723, UniRef:UniRef100_A0A7H0FN48, UniRef:UniRef50_A0A7H0FN48, UniRef:UniRef90_A0A7H0FN48
contig_1	2637158	2637640	-	HCJMML_13060	19.3	5.0		RefSeq:WP_010714136.1, SO:0001217, UniParc:UPI000005C726, UniRef:UniRef100_A0A7H0FN51, UniRef:UniRef50_A0A1V8YEY9, UniRef:UniRef90_A0A7H0FN51
contig_1	2637885	2638025	-	HCJMML_13065	5.2	9.0		RefSeq:WP_010707097.1, SO:0001217, UniParc:UPI000005C727, UniRef:UniRef100_A0A855UAI3, UniRef:UniRef50_A0A7H0FN52, UniRef:UniRef90_A0A855UAI3
contig_1	2638304	2638447	-	HCJMML_13070	5.5	11.5		RefSeq:WP_010714137.1, SO:0001217, UniParc:UPI000005C728, UniRef:UniRef100_Q82ZV1, UniRef:UniRef50_Q82ZV1, UniRef:UniRef90_Q82ZV1
contig_1	2641848	2642090	-	HCJMML_13090	9.5	5.4		RefSeq:WP_010707094.1, SO:0001217, UniParc:UPI00033039C4, UniRef:UniRef100_UPI00033039C4, UniRef:UniRef50_A0A059N4M6, UniRef:UniRef90_UPI00033039C4
