hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
CJHMOJ_03295	CI-1104	622	113	MazEF__MazF	1.7e-09	34.9	0.919	0.956	4	111
CJHMOJ_03415	CI-1104	645	125	MazEF__MazF	8.2e-08	29.5	0.694	0.664	4	86
CJHMOJ_03540	CI-1104	669	882	UG9__DNA_pol	3.7e-37	125.8	0.754	0.469	457	870
CJHMOJ_03815	CI-1104	723	732	Gabija__GajB_3	6.9e-10	36.1	0.573	0.288	505	715
CJHMOJ_03820	CI-1104	724	256	Gao_Qat__QatD	2.6e-13	47.3	0.941	0.969	4	251
CJHMOJ_04825	CI-1104	906	595	RM_Type_II__Type_II_MTases_FAM_9	4.8e-08	29.8	0.408	0.2	184	302
CJHMOJ_04825	CI-1104	906	595	RM_Type_II__Type_II_MTases_FAM_20	7.4e-12	42.2	0.486	0.282	291	458
CJHMOJ_04825	CI-1104	906	595	RM_Type_II__Type_II_MTases_FAM_3	8.1e-25	85.2	0.951	0.504	169	468
CJHMOJ_04825	CI-1104	906	595	RM_Type_II__Type_II_MTases_FAM_37	2.2e-26	90.1	0.433	0.274	173	335
CJHMOJ_04825	CI-1104	906	595	RM_Type_II__Type_II_MTases_FAM_1	4.2e-42	141.9	0.934	0.506	167	467
CJHMOJ_04830	CI-1104	907	875	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	4.3000000000000004e-180	598.2	0.994	0.985	1	862
CJHMOJ_04935	CI-1104	927	1264	Gabija__GajB_2	9.5e-59	196.8	0.749	0.732	13	937
CJHMOJ_06645	CI-1104	1264	628	UG6__DnaG	1.5e-37	126.7	0.846	0.484	34	337
CJHMOJ_06755	CI-1104	1286	478	PsyrTA__PsyrT	4.9e-95	316.5	0.681	0.918	4	442
CJHMOJ_07050	CI-1104	1344	486	DISARM__drmC	1.3e-11	41.9	0.547	0.286	322	460
CJHMOJ_07250	CI-1104	1384	287	PsyrTA__PsyrA	1.5e-34	117.1	0.543	0.746	65	278
CJHMOJ_07250	CI-1104	1384	287	ShosTA__ShosA	1.9e-65	218.4	0.891	0.913	21	282
CJHMOJ_07330	CI-1104	1400	142	Lamassu-Fam__LmuC_acc_Lipase	2.3e-05	21.4	0.47	0.577	59	140
CJHMOJ_07810	CI-1104	1496	228	ShosTA__ShosT	3.6e-12	43.9	0.722	0.785	49	227
CJHMOJ_08600	CI-1104	1652	335	RM_Type_II__Type_II_MTases_FAM_13	1.1e-09	34.8	0.424	0.704	63	298
CJHMOJ_08600	CI-1104	1652	335	RM_Type_II__Type_II_MTases_FAM_33	1.2e-15	54.7	0.429	0.63	100	310
CJHMOJ_09020	CI-1104	1733	374	SspBCDE__SspD	1e-05	22.5	0.433	0.356	5	137
CJHMOJ_09030	CI-1104	1735	381	Dnd__DndA	7.9e-110	364.7	0.963	0.95	4	365
CJHMOJ_09610	CI-1104	1849	868	Dodola__DolB	2.0999999999999998e-22	77.1	0.68	0.319	449	725
CJHMOJ_09680	CI-1104	1863	923	DEDDh_I_II_III_IV_V_VI_1	2.2e-45	152.1	0.988	0.168	9	163
CJHMOJ_09680	CI-1104	1863	923	csf4_IV-A_1	5.3e-49	164.7	0.896	0.681	258	886
CJHMOJ_09695	CI-1104	1866	1451	DEDDh_I_II_III_IV_V_VI_1	3.0000000000000003e-46	154.9	0.994	0.108	427	582
CJHMOJ_09735	CI-1104	1874	411	AbiU__AbiU	1.4e-37	127.0	0.683	0.959	16	409
CJHMOJ_09740	CI-1104	1875	582	Mokosh_type_I__MkoB_B	6e-58	194.0	0.968	0.734	5	431
CJHMOJ_09755	CI-1104	1878	680	Mokosh_type_I__MkoA_B	1.4e-149	497.5	0.588	0.974	7	668
CJHMOJ_09770	CI-1104	1881	411	Dnd__DndA	1.9e-45	152.8	0.865	0.835	24	366
CJHMOJ_10095	CI-1104	1946	589	PsyrTA__PsyrT	5.0999999999999996e-111	369.3	0.515	0.587	4	349
CJHMOJ_10400	CI-1104	2004	382	Dnd__DndA	7.6e-34	114.6	0.828	0.838	5	324
CJHMOJ_10815	CI-1104	2087	869	recD_IV-D_1	4.1e-83	277.2	0.857	0.732	117	752
CJHMOJ_10955	CI-1104	2115	1045	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.9e-13	46.7	0.764	0.468	5	493
CJHMOJ_10955	CI-1104	2115	1045	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	5.3e-15	51.9	0.799	0.757	16	806
CJHMOJ_11165	CI-1104	2157	177	DEDDh_I_II_III_IV_V_VI_1	8.6e-38	127.4	0.988	0.87	5	158
CJHMOJ_11640	CI-1104	2250	254	RM_Type_II__Type_II_MTases_FAM_1	1.2e-25	88.0	0.799	0.862	26	244
CJHMOJ_11640	CI-1104	2250	254	RM_Type_II__Type_II_MTases_FAM_3	3.6e-30	102.7	0.828	0.874	24	245
CJHMOJ_12410	CI-1104	2399	1047	RM__Type_I_REases_FAM_1.einsi_trimmed	8.6e-15	51.1	0.593	0.6	126	753
CJHMOJ_12410	CI-1104	2399	1047	RM__Type_I_REases_FAM_2.einsi_trimmed	2.1000000000000002e-20	70.1	0.526	0.488	126	636
CJHMOJ_12410	CI-1104	2399	1047	RM__Type_I_REases_FAM_0.einsi_trimmed	4.1e-181	602.1	0.838	0.909	5	956
CJHMOJ_12415	CI-1104	2400	401	RM__Type_I_S_03	3.6000000000000003e-28	96.4	0.817	0.98	8	400
CJHMOJ_12415	CI-1104	2400	401	RM__Type_I_S_01	3.2e-32	109.1	0.531	0.93	7	379
CJHMOJ_12415	CI-1104	2400	401	RM__Type_I_S_02	3e-32	109.6	0.865	0.988	5	400
CJHMOJ_12415	CI-1104	2400	401	RM__Type_I_S_52	1e-39	134.2	0.658	0.98	8	400
CJHMOJ_12415	CI-1104	2400	401	RM__Type_I_S_04	2.9e-41	139.5	0.729	0.978	8	399
CJHMOJ_12415	CI-1104	2400	401	RM__Type_I_S_51	1.4999999999999999e-53	179.3	0.802	0.98	8	400
CJHMOJ_12425	CI-1104	2402	391	RM__Type_I_S_06	6.4e-22	75.5	0.715	0.959	13	387
CJHMOJ_12425	CI-1104	2402	391	RM__Type_I_S_01	1.2e-23	80.7	0.529	0.908	12	366
CJHMOJ_12425	CI-1104	2402	391	RM__Type_I_S_52	2e-26	90.3	0.634	0.936	14	379
CJHMOJ_12425	CI-1104	2402	391	RM__Type_I_S_51	6.3e-29	98.0	0.402	0.501	7	202
CJHMOJ_12430	CI-1104	2403	297	PrrC__EcoprrI	2.2000000000000002e-79	265.5	0.56	0.933	9	285
CJHMOJ_12430	CI-1104	2403	297	RM__Type_I_MTases_FAM_0	3.4e-106	353.5	0.561	0.923	7	280
CJHMOJ_12590	CI-1104	2435	416	RM_Type_II__Type_II_MTases_FAM_8	2.5e-08	30.9	0.517	0.3	259	383
CJHMOJ_12590	CI-1104	2435	416	RM_Type_II__Type_II_MTases_FAM_1	3e-42	142.4	0.908	0.56	159	391
CJHMOJ_12590	CI-1104	2435	416	RM_Type_II__Type_II_MTases_FAM_3	3.6e-60	201.1	0.91	0.519	177	392
CJHMOJ_12695	CI-1104	2456	74	Lamassu-Fam__LmuC_DS-30C	1.3e-14	51.3	0.96	0.946	4	73
CJHMOJ_12700	CI-1104	2457	548	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.1e-06	25.4	0.779	0.754	34	446
CJHMOJ_12700	CI-1104	2457	548	Lamassu-Fam__LmuB_DS-30D	1.2e-77	259.4	0.986	0.969	11	541
CJHMOJ_12710	CI-1104	2459	964	RM_Type_II__Type_II_MTases_FAM_39	4.3e-10	36.7	0.728	0.285	140	414
CJHMOJ_12710	CI-1104	2459	964	RM_Type_II__Type_II_MTases_FAM_11	3.8e-11	40.0	0.495	0.201	162	355
CJHMOJ_12710	CI-1104	2459	964	RM_Type_II__Type_II_MTases_FAM_1	8.4e-13	45.8	0.883	0.277	246	512
CJHMOJ_12710	CI-1104	2459	964	RM_Type_II__Type_II_MTases_FAM_3	2.6e-13	47.5	0.869	0.266	248	503
CJHMOJ_12710	CI-1104	2459	964	RM_Type_II__Type_II_MTases_FAM_7	1.1999999999999998e-22	77.9	0.774	0.424	437	845
CJHMOJ_12710	CI-1104	2459	964	RM_Type_II__Type_II_MTases_FAM_5	1.4000000000000001e-30	104.2	0.982	0.43	8	422
CJHMOJ_12715	CI-1104	2460	795	RM_Type_II__Type_II_MTases_FAM_26	3.3e-05	20.3	0.434	0.254	268	469
CJHMOJ_12715	CI-1104	2460	795	RM_Type_II__Type_II_MTases_FAM_7	9.4e-18	61.7	0.814	0.526	34	451
CJHMOJ_12960	CI-1104	2509	156	Veles__VlsC1	2.7e-36	122.3	0.966	0.962	3	152
CJHMOJ_12960	CI-1104	2509	156	Veles__VlsC2	1.6e-36	123.0	0.973	0.962	4	153
CJHMOJ_13150	CI-1104	2542	1192	Wadjet__JetC_I	4.3e-13	45.4	0.474	0.447	325	857
CJHMOJ_13150	CI-1104	2542	1192	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	7.5e-15	52.3	0.791	0.408	1	486
CJHMOJ_13720	CI-1104	2655	993	DS-15__DS-15B	7.1e-10	36.3	0.811	0.111	506	615
CJHMOJ_13765	CI-1104	2664	113	MazEF__MazF	4.0999999999999997e-23	78.8	0.928	0.929	5	109
CJHMOJ_13790	CI-1104	2669	431	AbiL__AbiLi	2.9e-40	136.1	0.98	0.974	1	420
CJHMOJ_13790	CI-1104	2669	431	AbiL__AbiLi2	2.4e-44	149.7	0.985	0.977	1	421
CJHMOJ_13880	CI-1104	2684	121	MazEF__MazF	4.7e-16	56.1	0.874	0.884	3	109
CJHMOJ_13905	CI-1104	2687	186	Dpd__FolE	3.4e-52	174.1	0.978	0.946	8	183
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2641389401	3.3999999999999998e-37	125.5	0.951	0.939	7	362
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2676476075	2.7e-40	136.0	0.855	0.85	9	330
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2617826694	7.3e-49	163.6	0.966	0.955	7	368
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2585209417	5.2e-52	174.4	0.951	0.953	7	367
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2734955840	2.8e-57	191.8	0.925	0.939	7	362
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2603008502	4.6e-66	220.8	0.924	0.929	7	358
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2634932349	2.2999999999999997e-67	224.6	0.928	0.939	7	362
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2753529055	1.6999999999999998e-73	245.2	0.892	0.939	7	362
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2662548665	6.5e-93	309.1	0.875	0.929	7	358
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2664250653	9.2e-94	311.7	0.929	0.96	6	369
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2634882613	5.5e-97	322.4	0.94	0.976	7	376
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2600853143	7.8e-99	328.5	0.951	0.955	6	367
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2677172838	3.5e-106	352.5	0.976	0.976	6	375
CJHMOJ_13930	CI-1104	2692	379	RosmerTA__RmrA_2623274509	6.2e-110	364.8	0.93	0.939	6	361
CJHMOJ_13935	CI-1104	2693	221	RosmerTA__RmrT_2634882613	9.6e-08	29.2	0.788	0.756	16	182
CJHMOJ_13935	CI-1104	2693	221	RosmerTA__RmrT_2664250653	2.4e-14	50.4	0.828	0.855	8	196
CJHMOJ_13935	CI-1104	2693	221	RosmerTA__RmrT_2623274509	3.6999999999999995e-22	76.2	0.84	0.846	6	192
CJHMOJ_13935	CI-1104	2693	221	RosmerTA__RmrT_2677172838	7.099999999999999e-23	78.5	0.789	0.81	3	181
CJHMOJ_13975	CI-1104	2701	831	Dodola__DolB	2.1e-25	87.0	0.432	0.211	497	671
CJHMOJ_14330	CI-1104	2760	387	CBASS__Cyclase_II	4.1e-28	95.8	0.707	0.581	3	227
CJHMOJ_14330	CI-1104	2760	387	CBASS__A_Cyclase_AGS_C	7e-33	110.8	0.984	0.336	255	384
CJHMOJ_14335	CI-1104	2761	307	CBASS__Effector_2TM_Sa_NUDIX	1.1e-75	251.3	1.0	0.658	84	285
CJHMOJ_15000	CI-1104	2888	372	cas12f2_V-F_1	4.999999999999999e-44	148.1	0.663	0.901	30	364
