hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
CGGMPE_06455	EF-W5	1243	380	RT_I_II_III_IV_V_VI_1	2e-52	175.3	0.714	0.558	33	244
CGGMPE_06505	EF-W5	1253	276	AbiJ__AbiJ	3.2e-27	93.0	0.47	0.525	124	268
CGGMPE_06940	EF-W5	1340	228	ShosTA__ShosT	5.3e-12	43.3	0.722	0.785	49	227
CGGMPE_07400	EF-W5	1432	142	Lamassu-Fam__LmuC_acc_Lipase	2.2e-05	21.4	0.47	0.577	59	140
CGGMPE_07480	EF-W5	1448	287	PsyrTA__PsyrA	1.5e-34	117.0	0.543	0.746	65	278
CGGMPE_07480	EF-W5	1448	287	ShosTA__ShosA	1.3e-65	218.8	0.894	0.941	13	282
CGGMPE_07680	EF-W5	1488	486	DISARM__drmC	1.5e-11	41.7	0.547	0.286	322	460
CGGMPE_08010	EF-W5	1553	478	PsyrTA__PsyrT	1.7999999999999998e-94	314.6	0.682	0.921	4	443
CGGMPE_08120	EF-W5	1575	628	UG6__DnaG	1.3e-37	126.9	0.846	0.484	34	337
CGGMPE_09755	EF-W5	1897	1264	Gabija__GajB_2	2.8e-59	198.6	0.749	0.732	13	937
CGGMPE_09830	EF-W5	1911	583	HEC-05__HEC-05	9.9e-253	839.5	0.533	0.99	5	581
CGGMPE_10735	EF-W5	2073	256	Gao_Qat__QatD	2.5e-13	47.3	0.941	0.969	4	251
CGGMPE_10740	EF-W5	2074	732	Gabija__GajB_3	5.6e-10	36.3	0.593	0.299	497	715
CGGMPE_11010	EF-W5	2127	882	UG9__DNA_pol	3.6e-37	125.8	0.754	0.469	457	870
CGGMPE_11140	EF-W5	2152	125	MazEF__MazF	8.1e-08	29.5	0.694	0.664	4	86
CGGMPE_11255	EF-W5	2174	113	MazEF__MazF	1.7e-09	34.9	0.919	0.956	4	111
CGGMPE_11860	EF-W5	2293	321	RM_Type_II__Type_II_MTases_FAM_22	7.6e-19	65.4	0.476	0.573	2	185
CGGMPE_11860	EF-W5	2293	321	RM_Type_II__Type_II_MTases_FAM_0	1.2e-32	110.9	0.508	0.558	2	180
CGGMPE_11860	EF-W5	2293	321	DISARM_2__drmMII	1.4e-33	113.9	0.534	0.604	2	195
CGGMPE_11860	EF-W5	2293	321	Druantia_II__DruM	2.5e-41	139.5	0.835	0.972	3	314
CGGMPE_11860	EF-W5	2293	321	RM_Type_II__Type_II_MTases_FAM_2	6.1e-65	216.9	0.981	0.975	1	313
CGGMPE_11870	EF-W5	2295	327	SanaTA__SanaT	1.8999999999999998e-23	80.5	0.939	0.927	23	325
CGGMPE_11870	EF-W5	2295	327	AbiEii__AbiEii	5.8e-46	154.8	0.987	0.838	43	316
CGGMPE_11870	EF-W5	2295	327	SanaTA__SanaT_1	1.5e-112	374.0	0.89	1.0	1	327
CGGMPE_11875	EF-W5	2296	203	SanaTA__SanaA	5.1e-12	43.6	0.933	0.611	4	127
CGGMPE_11990	EF-W5	2318	752	Gabija__GajB_3	5.3e-17	59.4	0.663	0.382	27	313
CGGMPE_11990	EF-W5	2318	752	Gabija__GajB_1	4.9e-41	138.4	0.921	0.809	15	622
CGGMPE_11990	EF-W5	2318	752	UG35__UvrD	8.399999999999999e-103	342.3	0.53	0.576	11	443
CGGMPE_11990	EF-W5	2318	752	Gabija__GajB_2	1.3e-112	374.6	0.774	0.876	4	662
CGGMPE_12055	EF-W5	2331	746	Dodola__DolB	2.8e-23	80.0	0.528	0.277	387	593
CGGMPE_12515	EF-W5	2422	481	DISARM__drmC	2.2e-17	60.8	0.747	0.395	258	447
CGGMPE_13095	EF-W5	2533	335	pAgo__GbbAgaS	1.6e-06	24.7	0.412	0.457	178	330
CGGMPE_13125	EF-W5	2538	562	AbiO__AbiO	2.8e-104	346.7	0.982	0.879	5	498
CGGMPE_13125	EF-W5	2538	562	Nhi__Nhi	5.2999999999999995e-164	543.6	1.0	0.904	1	508
CGGMPE_13215	EF-W5	2556	1732	RM_Type_II__Type_II_MTases_FAM_33	2.7e-08	30.4	0.422	0.113	187	382
CGGMPE_14200	EF-W5	2750	113	MazEF__MazF	4.0999999999999997e-23	78.8	0.928	0.929	5	109
CGGMPE_14225	EF-W5	2755	431	AbiL__AbiLi	1.3e-40	137.1	0.98	0.974	1	420
CGGMPE_14225	EF-W5	2755	431	AbiL__AbiLi2	1.4e-44	150.4	0.985	0.977	1	421
CGGMPE_14365	EF-W5	2774	186	Dpd__FolE	2.1e-52	174.8	0.978	0.946	8	183
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2641389401	3.3e-37	125.5	0.951	0.939	7	362
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2676476075	2.6e-40	136.0	0.855	0.85	9	330
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2617826694	7.1e-49	163.6	0.966	0.955	7	368
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2585209417	5.1e-52	174.4	0.951	0.953	7	367
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2734955840	2.8e-57	191.8	0.925	0.939	7	362
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2603008502	4.6e-66	220.8	0.924	0.929	7	358
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2634932349	2.1999999999999998e-67	224.6	0.928	0.939	7	362
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2753529055	1.6e-73	245.2	0.892	0.939	7	362
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2662548665	6.4e-93	309.1	0.875	0.929	7	358
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2664250653	8.999999999999999e-94	311.7	0.929	0.96	6	369
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2634882613	5.4e-97	322.4	0.94	0.976	7	376
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2600853143	7.7e-99	328.5	0.951	0.955	6	367
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2677172838	3.5e-106	352.5	0.976	0.976	6	375
CGGMPE_14390	EF-W5	2779	379	RosmerTA__RmrA_2623274509	6.1e-110	364.8	0.93	0.939	6	361
CGGMPE_14395	EF-W5	2780	221	RosmerTA__RmrT_2634882613	9.4e-08	29.2	0.788	0.756	16	182
CGGMPE_14395	EF-W5	2780	221	RosmerTA__RmrT_2664250653	2.4e-14	50.4	0.828	0.855	8	196
CGGMPE_14395	EF-W5	2780	221	RosmerTA__RmrT_2623274509	3.6999999999999995e-22	76.2	0.84	0.846	6	192
CGGMPE_14395	EF-W5	2780	221	RosmerTA__RmrT_2677172838	7e-23	78.5	0.789	0.81	3	181
CGGMPE_14435	EF-W5	2788	831	Dodola__DolB	2.1e-25	87.0	0.432	0.211	497	671
