# Annotated with Bakta
# Software: v1.9.4
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	52153	52683	+	MIJGKE_00225	rae1	EndoRNase involved in mRNA decay, NYN (Nedd4-BP1/Rae1/YacP nuclease) family, contains PIN domain	COG:COG3688, COG:J, KEGG:K06962, RefSeq:WP_002356058.1, SO:0001217, UniParc:UPI000005BCA8, UniRef:UniRef100_A0A640NCI5, UniRef:UniRef50_S0NMR1, UniRef:UniRef90_R3JP77
contig_1	cds	52769	53335	+	MIJGKE_00230	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, RefSeq:WP_002356059.1, SO:0001217, UniParc:UPI000005BCA9, UniRef:UniRef100_A0A1B4XKF4, UniRef:UniRef50_A0A242AQA0, UniRef:UniRef90_A0A7H0FP70
contig_1	cds	53450	53695	+	MIJGKE_00235		DUF1021 domain-containing protein	COG:COG4466, COG:S, RefSeq:WP_002356060.1, SO:0001217, UniParc:UPI000005BCAA, UniRef:UniRef100_A0A7H0FP71, UniRef:UniRef50_A0A0R2KVZ8, UniRef:UniRef90_R2SKU1
contig_1	cds	53876	54727	+	MIJGKE_00240	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0016310, GO:0019288, GO:0050515, RefSeq:WP_002356061.1, SO:0001217, UniParc:UPI000005BCAB, UniRef:UniRef100_Q839U9, UniRef:UniRef50_Q839U9, UniRef:UniRef90_Q839U9
contig_1	cds	54893	55846	+	MIJGKE_00245	znuA	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	COG:COG0803, COG:P, RefSeq:WP_002383496.1, SO:0001217, UniParc:UPI00019C73E8, UniRef:UniRef100_A0A1Q1FQ72, UniRef:UniRef50_A0A7X6D7X4, UniRef:UniRef90_S4FCU2
contig_1	cds	55872	56564	+	MIJGKE_00250	znuC	ABC-type Mn2+/Zn2+ transport system, ATPase component	COG:COG1121, COG:P, RefSeq:WP_002356064.1, SO:0001217, UniParc:UPI000005BCB0, UniRef:UniRef100_A0A640NCF4, UniRef:UniRef50_P0A2U6, UniRef:UniRef90_V7ZLZ5
contig_1	cds	56726	57565	+	MIJGKE_00255	znuB	ABC-type Mn2+/Zn2+ transport system, permease component	COG:COG1108, COG:P, RefSeq:WP_002383493.1, SO:0001217, UniParc:UPI000005BCB1, UniRef:UniRef100_A0A640NC79, UniRef:UniRef50_A0A2X0SP80, UniRef:UniRef90_S4DL73
contig_1	cds	57709	58530	+	MIJGKE_00260	purR	pur operon repressor	COG:COG0503, COG:F, GO:0003677, GO:0006355, GO:0009116, GO:0045892, GO:0045982, RefSeq:WP_002381336.1, SO:0001217, UniParc:UPI000005BCB2, UniRef:UniRef100_A0A640NC77, UniRef:UniRef50_P37551, UniRef:UniRef90_A0A640NC77
contig_1	cds	58741	60117	+	MIJGKE_00265	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG:COG1207, COG:M, EC:2.3.1.157, EC:2.7.7.23, GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009245, GO:0009252, GO:0019134, GO:0071555, RefSeq:WP_010708455.1, SO:0001217, UniParc:UPI0002FE7B47, UniRef:UniRef100_A0A1Q1FQ69, UniRef:UniRef50_P14192, UniRef:UniRef90_Q839U1
contig_1	cds	60558	64784	+	MIJGKE_00270	ushA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG:COG0737, COG:FV, EC:3.1.3.5, EC:3.1.3.6, EC:3.1.4.16, KEGG:K08693, SO:0001217, UniRef:UniRef50_X5NVU5, UniRef:UniRef90_UPI00200C11C5
contig_1	cds	64920	66599	+	MIJGKE_00275	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, RefSeq:WP_002359239.1, SO:0001217, UniParc:UPI0001B1DEB6, UniRef:UniRef100_C7CZK8, UniRef:UniRef50_V6Q3J6, UniRef:UniRef90_Q2PJ92
contig_1	cds	66646	66870	-	MIJGKE_00280	ynzC	UPF0291 protein EF_0064	COG:COG4224, COG:S, GO:0005737, RefSeq:WP_002356070.1, SO:0001217, UniParc:UPI000005BCB6, UniRef:UniRef100_Q839T8, UniRef:UniRef50_Q839T8, UniRef:UniRef90_Q839T8
contig_1	cds	66937	67878	-	MIJGKE_00285	ssuD	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_X5NVB3, UniRef:UniRef90_X5NVB3
contig_1	cds	68097	68711	+	MIJGKE_00290	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, RefSeq:WP_002359241.1, SO:0001217, UniParc:UPI000005BCB8, UniRef:UniRef100_Q839T6, UniRef:UniRef50_Q9CDL2, UniRef:UniRef90_Q839T6
contig_1	cds	68724	69740	+	MIJGKE_00295	ruvB	Holliday junction branch migration DNA helicase RuvB	COG:COG2255, COG:L, EC:3.6.4.12, GO:0000400, GO:0003677, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0016887, GO:0048476, KEGG:K03551, RefSeq:WP_002381340.1, SO:0001217, UniParc:UPI000005BCB9, UniRef:UniRef100_Q839T5, UniRef:UniRef50_Q57396, UniRef:UniRef90_Q839T5
contig_1	cds	69882	70580	+	MIJGKE_00300	nanE	Putative N-acetylmannosamine-6-phosphate epimerase	COG:COG3010, COG:G, EC:5.1.3.9, KEGG:K01788, RefSeq:WP_002404716.1, SO:0001217, UniParc:UPI0001E1A154, UniRef:UniRef100_C7CZL3, UniRef:UniRef50_A0AMC4, UniRef:UniRef90_R3L8Z8
contig_1	cds	70758	73097	+	MIJGKE_00305	ygjK	alpha-glucosidase	COG:COG3408, COG:G, EC:3.2.1.-, EC:3.2.1.20, GO:0004555, GO:0005991, KEGG:K03931, RefSeq:WP_142423858.1, SO:0001217, UniParc:UPI0011596D82, UniRef:UniRef100_UPI0011596D82, UniRef:UniRef50_A0A2Z6BFG3, UniRef:UniRef90_A0A2Z6BFG3
contig_1	cds	73644	74561	+	MIJGKE_00310		Transcriptional regulator	RefSeq:WP_002359244.1, SO:0001217, UniParc:UPI0001B1DEE9, UniRef:UniRef100_C7CZL5, UniRef:UniRef50_X5NVA9, UniRef:UniRef90_X5NVA9
contig_1	cds	74604	75257	-	MIJGKE_00315	crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	COG:COG0664, COG:T, RefSeq:WP_002356081.1, SO:0001217, UniParc:UPI000005BCBE, UniRef:UniRef100_A0A640NCD8, UniRef:UniRef50_A0A242A428, UniRef:UniRef90_A0A8B3RUF3
contig_1	cds	75531	76424	+	MIJGKE_00320	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_002359245.1, SO:0001217, UniParc:UPI000175C060, UniRef:UniRef100_V7ZLY8, UniRef:UniRef50_D5DF46, UniRef:UniRef90_S4DL85
contig_1	cds	76437	77009	+	MIJGKE_00325	amaP	alkaline shock response membrane anchor protein AmaP	RefSeq:WP_002381343.1, SO:0001217, UniParc:UPI000005BCC0, UniRef:UniRef100_A0A640NC69, UniRef:UniRef50_X5NUQ9, UniRef:UniRef90_X5NUQ9
contig_1	cds	77022	77213	+	MIJGKE_00330		Uncharacterized membrane protein	COG:COG5547, COG:S, RefSeq:WP_002356087.1, SO:0001217, UniParc:UPI000005BCC1, UniRef:UniRef100_A0A640NCC3, UniRef:UniRef50_R3TK49, UniRef:UniRef90_S4CEQ9
contig_1	cds	77226	77738	+	MIJGKE_00335	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002383483.1, SO:0001217, UniParc:UPI000005BCC2, UniRef:UniRef100_A0A8S6XI84, UniRef:UniRef50_C9BYM3, UniRef:UniRef90_A0A1G1SBX0
contig_1	cds	77797	78357	+	MIJGKE_00340	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002356090.1, SO:0001217, UniParc:UPI000005BCC3, UniRef:UniRef100_A0A1J6XIS1, UniRef:UniRef50_A0A242CW56, UniRef:UniRef90_A0A1J6XIS1
contig_1	cds	78381	78623	+	MIJGKE_00345	yeaQ	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	COG:COG2261, COG:R, RefSeq:WP_002356092.1, SO:0001217, UniParc:UPI000005BCC4, UniRef:UniRef100_A0A640NC91, UniRef:UniRef50_F4BP16, UniRef:UniRef90_A0A640NC91
contig_1	cds	78990	80225	+	MIJGKE_00350	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_002356101.1, SO:0001217, UniParc:UPI000005BCC5, UniRef:UniRef100_A0A640NC24, UniRef:UniRef50_A0A2S1KS57, UniRef:UniRef90_A0A7H0FP94
contig_1	cds	80246	80425	+	MIJGKE_00355		hypothetical protein	RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	cds	80581	82065	-	MIJGKE_00360		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002359246.1, SO:0001217, UniParc:UPI0001B1DEEA, UniRef:UniRef100_A0A1G1SBX9, UniRef:UniRef50_A0A6I4XV97, UniRef:UniRef90_A0A6I4XV97
contig_1	cds	82059	83546	-	MIJGKE_00365		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002381348.1, SO:0001217, UniParc:UPI000005BCC9, UniRef:UniRef100_A0A8S6XLJ1, UniRef:UniRef50_R3JMI4, UniRef:UniRef90_R3JMI4
contig_1	cds	84257	90355	+	MIJGKE_00370	fss1	fibrinogen-binding MSCRAMM adhesin Fss1	BlastRules:WP_002389607, COG:COG4932, COG:M, RefSeq:WP_010708458.1, SO:0001217, UniParc:UPI0002E919C9, UniRef:UniRef100_UPI0002E919C9, UniRef:UniRef50_A0A7H0FP98, UniRef:UniRef90_A0A7H0FP98
contig_1	cds	90629	91543	+	MIJGKE_00375	lCB5	Phosphatidylglycerol kinase, diacylglycerol kinase family	COG:COG1597, COG:IR, RefSeq:WP_002403939.1, SO:0001217, UniParc:UPI0001E1A421, UniRef:UniRef100_UPI0001E1A421, UniRef:UniRef50_A0A242A5Z8, UniRef:UniRef90_E2YW67
contig_1	cds	91625	93130	+	MIJGKE_00380		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002359252.1, SO:0001217, UniParc:UPI0001B1DEED, UniRef:UniRef100_A0A9Q7NHI5, UniRef:UniRef50_Q839R7, UniRef:UniRef90_Q839R7
contig_1	cds	93475	93714	+	MIJGKE_00385		Group-Specific protein	RefSeq:WP_002356115.1, SO:0001217, UniParc:UPI00019F34D6, UniRef:UniRef100_A0A640NBZ6, UniRef:UniRef50_A0A640NBZ6, UniRef:UniRef90_A0A640NBZ6
contig_1	cds	93729	96716	+	MIJGKE_00390		Pectate lyase superfamily protein domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8S6XPN5, UniRef:UniRef90_A0A125W7D9
contig_1	cds	96893	97654	+	MIJGKE_00395	focA	Formate/nitrite transporter FocA, FNT family	COG:COG2116, COG:P, KEGG:K21993, RefSeq:WP_010708462.1, SO:0001217, UniParc:UPI0002D883D3, UniRef:UniRef100_UPI0002D883D3, UniRef:UniRef50_C7CZN2, UniRef:UniRef90_C7CZN2
contig_1	cds	97810	98595	+	MIJGKE_00400		Lipoprotein	RefSeq:WP_002356118.1, SO:0001217, UniParc:UPI000005BCD0, UniRef:UniRef100_A0A640NC75, UniRef:UniRef50_S4CPQ9, UniRef:UniRef90_S4CPQ9
