#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	148291	148599	-	JBIPMC_00690	11.6	9.4		RefSeq:WP_002386531.1, SO:0001217, UniParc:UPI00019F693B, UniRef:UniRef100_A0A5Q0EQ00, UniRef:UniRef50_S4CF18, UniRef:UniRef90_S4CF18
contig_1	148605	148823	-	JBIPMC_00695	7.7	9.4		RefSeq:WP_002359319.1, SO:0001217, UniParc:UPI000005BD0A, UniRef:UniRef100_Q839K8, UniRef:UniRef50_Q839K8, UniRef:UniRef90_Q839K8
contig_1	148986	149132	+	JBIPMC_00700	5.8	10.0		
contig_1	154540	154830	+	JBIPMC_00720	11.8	4.7		RefSeq:WP_002359323.1, SO:0001217, UniParc:UPI000005BD0E, UniRef:UniRef100_Q839K4, UniRef:UniRef50_Q839K4, UniRef:UniRef90_Q839K4
contig_1	154863	155087	+	JBIPMC_00725	8.7	10.3		SO:0001217, UniParc:UPI000005BD0F, UniRef:UniRef100_Q839K3, UniRef:UniRef50_Q839K3, UniRef:UniRef90_Q839K3
contig_1	265619	265756	+	JBIPMC_01445	4.9	7.7		RefSeq:WP_002366057.1, SO:0001217, UniParc:UPI000005BD82, UniRef:UniRef100_A0A640MK16, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	390409	390519	+	JBIPMC_02025	4.0	6.5		SO:0001217, UniParc:UPI00032D9511, UniRef:UniRef100_A0A9P2X7I3, UniRef:UniRef50_A0A9P2X7I3, UniRef:UniRef90_A0A9P2X7I3
contig_1	392152	392319	+	JBIPMC_02040	6.7	9.2		SO:0001217, UniParc:UPI0001B2B0D9, UniRef:UniRef100_A0A8S6XJT5, UniRef:UniRef50_A0A8S6XJT5, UniRef:UniRef90_A0A8S6XJT5
contig_1	414144	414737	+	JBIPMC_02145	23.9	6.2		RefSeq:WP_002414802.1, SO:0001217, UniParc:UPI000291023C, UniRef:UniRef100_R3JI56, UniRef:UniRef50_R3JI56, UniRef:UniRef90_A0A0M2AEX8
contig_1	414743	415231	+	JBIPMC_02150	19.2	8.2		RefSeq:WP_010710133.1, SO:0001217, UniParc:UPI000005BE4D, UniRef:UniRef100_A0A8S6X4L6, UniRef:UniRef50_Q9F1H7, UniRef:UniRef90_Q9F1H7
contig_1	421104	421298	+	JBIPMC_02200	7.1	7.9		RefSeq:WP_002358658.1, SO:0001217, UniParc:UPI0001B1DC76, UniRef:UniRef100_A0A1G1SBB6, UniRef:UniRef50_A0A1G1SBB6, UniRef:UniRef90_A0A1G1SBB6
contig_1	426675	427094	+	JBIPMC_02240	16.1	5.8		RefSeq:WP_002370932.1, SO:0001217, UniParc:UPI000005BE5A, UniRef:UniRef100_A0A8S6XF78, UniRef:UniRef50_A0A8S6XF78, UniRef:UniRef90_A0A8S6XF78
contig_1	447702	448052	+	JBIPMC_02325	13.8	4.7		RefSeq:WP_021732862.1, SO:0001217, UniParc:UPI0003AE0526, UniRef:UniRef100_UPI001E532A1D, UniRef:UniRef50_UPI000D67A3C3, UniRef:UniRef90_UPI000E002462
contig_1	448147	448269	+	JBIPMC_02330	4.7	7.9		SO:0001217, UniParc:UPI000005BE61, UniRef:UniRef100_A0A8S6XJZ9, UniRef:UniRef50_E2YYV5, UniRef:UniRef90_E2YYV5
contig_1	448414	449079	+	JBIPMC_02335	26.3	4.5		RefSeq:WP_010710138.1, SO:0001217, UniParc:UPI000005BE62, UniRef:UniRef100_Q83Z90, UniRef:UniRef50_Q83Z90, UniRef:UniRef90_Q83Z90
contig_1	451863	452111	-	JBIPMC_02355	9.4	8.7	PF01418.21|HTH_6	PFAM:PF01418.21
contig_1	524567	524872	-	JBIPMC_02745	11.9	9.6		SO:0001217, UniRef:UniRef50_A0A1Q1FRG5, UniRef:UniRef90_A0A1Q1FRG5
contig_1	537316	537504	-	JBIPMC_02820	7.2	5.6		
contig_1	539099	539269	+	JBIPMC_02835	6.9	7.9		SO:0001217, UniParc:UPI00019C6B0F, UniRef:UniRef100_R3JU11, UniRef:UniRef50_R3JU11, UniRef:UniRef90_R3JU11
contig_1	540293	540502	+	JBIPMC_02855	8.4	6.6		RefSeq:WP_010706711.1, SO:0001217, UniParc:UPI0002F0C40B, UniRef:UniRef100_A0A8S6XCD5, UniRef:UniRef50_A0A8S6XCD5, UniRef:UniRef90_A0A8S6XCD5
contig_1	564746	565072	-	JBIPMC_02980	12.3	5.1		SO:0001217, UniParc:UPI00031F8C86, UniRef:UniRef100_V7ZPU3, UniRef:UniRef50_R3H3G3, UniRef:UniRef90_V7ZPU3
contig_1	565203	565481	+	JBIPMC_02985	11.1	5.5		SO:0001217, UniParc:UPI0002D80B37, UniRef:UniRef100_A0A5Q0EQ32, UniRef:UniRef50_E2YXJ8, UniRef:UniRef90_E2YXJ8
contig_1	628273	628464	+	JBIPMC_03290	7.3	4.5		RefSeq:WP_002366170.1, SO:0001217, UniParc:UPI000005BEF6, UniRef:UniRef100_A0A8S6XGD2, UniRef:UniRef50_S4C8I0, UniRef:UniRef90_S4C8I0
contig_1	710506	712848	+	JBIPMC_03650	85.8	4.6	PF18483.5|Bact_lectin	PFAM:PF18483.5, RefSeq:WP_010715049.1, SO:0001217, UniParc:UPI00031FDE53, UniRef:UniRef100_UPI00031FDE53, UniRef:UniRef50_A0A9P2L6Y9, UniRef:UniRef90_A0A9P2L6Y9
contig_1	752050	752199	+	JBIPMC_03855	5.5	4.4	PF08220.16|HTH_DeoR, PF08279.16|HTH_11, PF08280.15|HTH_Mga	PFAM:PF08220.16, PFAM:PF08279.16, PFAM:PF08280.15
contig_1	759734	759982	+	JBIPMC_03900	9.2	9.2		RefSeq:WP_002355713.1, SO:0001217, UniParc:UPI000005BF6C, UniRef:UniRef100_A0A1J6XK58, UniRef:UniRef50_S4CC02, UniRef:UniRef90_S4CC02
contig_1	779646	779876	+	JBIPMC_04000	9.0	8.9		RefSeq:WP_002355737.1, SO:0001217, UniParc:UPI000005BF82, UniRef:UniRef100_A0A640MS20, UniRef:UniRef50_V7ZJA2, UniRef:UniRef90_V7ZJA2
contig_1	852729	852953	+	JBIPMC_04325	8.4	5.1		RefSeq:WP_002355808.1, SO:0001217, UniParc:UPI000005BFC2, UniRef:UniRef100_A0A1B4XM85, UniRef:UniRef50_A0A1B4XM85, UniRef:UniRef90_A0A1B4XM85
contig_1	968840	968959	+	JBIPMC_04925	4.5	10.4		SO:0001217, UniParc:UPI000005C01F, UniRef:UniRef100_X5NW01, UniRef:UniRef50_V7ZRN6, UniRef:UniRef90_V7ZRN6
contig_1	1012628	1012888	-	JBIPMC_05155	9.8	5.7		RefSeq:WP_002401593.1, SO:0001217, UniParc:UPI0001F0DDC5, UniRef:UniRef100_A0A431H3X6, UniRef:UniRef50_S4BP43, UniRef:UniRef90_S4BP43
contig_1	1027406	1027552	-	JBIPMC_05220	5.4	9.8		RefSeq:WP_002384758.1, SO:0001217, UniParc:UPI00019F323E, UniRef:UniRef100_A0A1Q8J6D0, UniRef:UniRef50_A0A1Q8J6D0, UniRef:UniRef90_A0A1Q8J6D0
contig_1	1034264	1034527	+	JBIPMC_05255	10.1	5.6		RefSeq:WP_002388837.1, SO:0001217, UniParc:UPI0001A5C2E4, UniRef:UniRef100_A0A8S6XIT9, UniRef:UniRef50_S0J5N6, UniRef:UniRef90_S4C1B1
contig_1	1038414	1038803	+	JBIPMC_05280	15.2	5.0		RefSeq:WP_002358138.1, SO:0001217, UniParc:UPI00019F6B32, UniRef:UniRef100_A0A1B4XMM4, UniRef:UniRef50_A0A1B4XMM4, UniRef:UniRef90_A0A1B4XMM4
contig_1	1039090	1039395	+	JBIPMC_05295	11.8	4.8		RefSeq:WP_002378169.1, SO:0001217, UniParc:UPI0001B2EAD8, UniRef:UniRef100_A0A2Z6BHU7, UniRef:UniRef50_A0A2P6BDP4, UniRef:UniRef90_A0A2P6BDP4
contig_1	1051859	1052137	-	JBIPMC_05350	10.7	9.2		RefSeq:WP_010710166.1, SO:0001217, UniParc:UPI0003300DB7, UniRef:UniRef100_A0A8F5EY87, UniRef:UniRef50_A0A2P6BDP5, UniRef:UniRef90_A0A2P6BDP5
contig_1	1052151	1052444	-	JBIPMC_05355	11.6	10.2		RefSeq:WP_002358125.1, SO:0001217, UniParc:UPI000005C063, UniRef:UniRef100_A0A640MNA2, UniRef:UniRef50_E2YVK6, UniRef:UniRef90_E2YVK6
contig_1	1064916	1065221	-	JBIPMC_05430	11.7	10.3		SO:0001217, UniParc:UPI0001A5BCD5, UniRef:UniRef100_A0A2Z6BRP9, UniRef:UniRef50_R3J8K8, UniRef:UniRef90_R3J8K8
contig_1	1097684	1098046	+	JBIPMC_05570	13.9	10.0		RefSeq:WP_002358008.1, SO:0001217, UniParc:UPI00019C7402, UniRef:UniRef100_A0A1G1SEU0, UniRef:UniRef50_E2YVQ1, UniRef:UniRef90_S4CBY1
contig_1	1132276	1132602	+	JBIPMC_05745	12.7	9.8		
contig_1	1134124	1134717	+	JBIPMC_05760	23.5	9.3		RefSeq:WP_002378200.1, SO:0001217, UniParc:UPI0001B2EB4A, UniRef:UniRef100_A0A8S6XHM4, UniRef:UniRef50_A0A2Z6BHQ4, UniRef:UniRef90_A0A2Z6BHQ4
contig_1	1171366	1172448	+	JBIPMC_05955	42.3	9.0	PF01011.25|PQQ	PFAM:PF01011.25, RefSeq:WP_002378216.1, SO:0001217, UniParc:UPI0001B2EB75, UniRef:UniRef100_A0A8S6X7J5, UniRef:UniRef50_A0A4V1G7Z3, UniRef:UniRef90_A0A226YIY0
contig_1	1187681	1187776	+	JBIPMC_06030	3.5	9.3		SO:0001217, UniParc:UPI00019C6B39, UniRef:UniRef100_A0A1J6Z1P8, UniRef:UniRef50_A0A1J6Z1P8, UniRef:UniRef90_A0A1J6Z1P8
contig_1	1209278	1209949	+	JBIPMC_06130	24.9	5.5		SO:0001217, UniParc:UPI000005C0FA, UniRef:UniRef100_A0A640MIZ3, UniRef:UniRef50_R3I970, UniRef:UniRef90_R3I970
contig_1	1210013	1210120	+	JBIPMC_06135	4.0	11.1		SO:0001217, UniParc:UPI000005C0FB, UniRef:UniRef100_A0A1G1SEJ2, UniRef:UniRef50_A0A1G1SEJ2, UniRef:UniRef90_A0A1G1SEJ2
contig_1	1215166	1215372	+	JBIPMC_06165	7.5	9.5		RefSeq:WP_002357875.1, SO:0001217, UniParc:UPI000005C0FF, UniRef:UniRef100_A0A640MJ30, UniRef:UniRef50_A0A828QTV7, UniRef:UniRef90_A0A828QTV7
contig_1	1234673	1234903	+	JBIPMC_06250	9.1	10.2		RefSeq:WP_002401530.1, SO:0001217, UniParc:UPI0001F0DBC2, UniRef:UniRef100_A0A8F5IGD9, UniRef:UniRef50_R3KL61, UniRef:UniRef90_A0A4U3MTT0
contig_1	1282906	1283085	+	JBIPMC_06510	6.9	10.0		RefSeq:WP_002357804.1, SO:0001217, UniParc:UPI000005C140, UniRef:UniRef100_A0A9P2GE36, UniRef:UniRef50_R2QVI8, UniRef:UniRef90_A0A9P2GE36
contig_1	1295408	1295659	+	JBIPMC_06565	9.2	8.0		RefSeq:WP_025187498.1, SO:0001217, UniParc:UPI00046C6449, UniRef:UniRef100_A0A6B1XHZ9, UniRef:UniRef50_A0A6B1XHZ9, UniRef:UniRef90_A0A6B1XHZ9
contig_1	1296005	1296121	+	JBIPMC_06570	4.6	6.8		
contig_1	1334710	1334895	-	JBIPMC_06740	7.0	9.1		
contig_1	1340894	1341205	-	JBIPMC_06780	12.2	9.4		RefSeq:WP_002357740.1, SO:0001217, UniParc:UPI000005C172, UniRef:UniRef100_A0A1B4XNH6, UniRef:UniRef50_E2YWZ3, UniRef:UniRef90_E2YWZ3
contig_1	1433411	1433713	+	JBIPMC_07195	11.3	9.1		RefSeq:WP_002371168.1, SO:0001217, UniParc:UPI0001B2BF51, UniRef:UniRef100_A0A5Q0ERY9, UniRef:UniRef50_S4D842, UniRef:UniRef90_S4D842
contig_1	1471438	1471632	+	JBIPMC_07400	7.5	9.8		RefSeq:WP_002357574.1, SO:0001217, UniParc:UPI000005C232, UniRef:UniRef100_A0A1B4XNW2, UniRef:UniRef50_A0A1B4XNW2, UniRef:UniRef90_A0A1B4XNW2
contig_1	1567762	1568460	-	JBIPMC_07835	28.2	5.1		RefSeq:WP_002369341.1, SO:0001217, UniParc:UPI000005C288, UniRef:UniRef100_A0A9P2K1Z0, UniRef:UniRef50_S4BW71, UniRef:UniRef90_E2YUR3
contig_1	1575101	1575676	-	JBIPMC_07880	21.2	9.6		RefSeq:WP_236335147.1, SO:0001217, UniParc:UPI001F46F8CF, UniRef:UniRef100_UPI001F46F8CF, UniRef:UniRef50_E2YUZ0, UniRef:UniRef90_UPI00032FB7C6
contig_1	1723463	1723849	-	JBIPMC_08585	14.5	10.1		RefSeq:WP_010706477.1, SO:0001217, UniParc:UPI000005C31C, UniRef:UniRef100_A0A7H0FPV8, UniRef:UniRef50_V7ZIT6, UniRef:UniRef90_V7ZIT6
contig_1	1748867	1749127	-	JBIPMC_08725	9.8	6.0		RefSeq:WP_002313174.1, SO:0001217, UniParc:UPI00019C6974, UniRef:UniRef100_A0A4U4CFB6, UniRef:UniRef50_A0A1Y3GZS1, UniRef:UniRef90_A0A1Y3GZS1
contig_1	1749334	1749423	-	JBIPMC_08730	3.3	4.8		
contig_1	1779847	1780014	-	JBIPMC_08890	6.6	9.0		RefSeq:WP_002298811.1, SO:0001217, UniParc:UPI000005C34C, UniRef:UniRef100_A0A1J6XNY8, UniRef:UniRef50_A0A1J6XNY8, UniRef:UniRef90_A0A1J6XNY8
contig_1	1800372	1800791	-	JBIPMC_09000	15.8	10.2		SO:0001217, UniRef:UniRef50_UPI001560D3CE, UniRef:UniRef50_X5NUM2, UniRef:UniRef90_UPI001560D3CE, UniRef:UniRef90_X5NUM2
contig_1	1814228	1814404	-	JBIPMC_09070	6.8	4.8		
contig_1	1824277	1824633	+	JBIPMC_09115	14.1	4.7		RefSeq:WP_002357135.1, SO:0001217, UniParc:UPI000005C377, UniRef:UniRef100_A0A1B4XPP0, UniRef:UniRef50_A0A8S6XM11, UniRef:UniRef90_A0A8S6XM11
contig_1	1871301	1871426	+	JBIPMC_09360	4.8	6.5		RefSeq:WP_002364184.1, SO:0001217, UniParc:UPI000005C3A9, UniRef:UniRef100_A0A2S7M0K0, UniRef:UniRef50_A0A2S7M0K0, UniRef:UniRef90_A0A2S7M0K0
contig_1	1873404	1873625	-	JBIPMC_09375	8.4	9.7		SO:0001217, UniParc:UPI000005C3AB, UniRef:UniRef100_R3KYS2, UniRef:UniRef50_R3KYS2, UniRef:UniRef90_R3KYS2
contig_1	1885693	1885929	-	JBIPMC_09450	9.5	4.9		SO:0001217, UniRef:UniRef50_UPI00028264EB
contig_1	1890597	1890917	-	JBIPMC_09500	12.1	9.0		RefSeq:WP_002380436.1, SO:0001217, UniParc:UPI000005C3BC, UniRef:UniRef100_A0A2T5D4Z3, UniRef:UniRef50_R3I0L8, UniRef:UniRef90_R3I0L8
contig_1	1896486	1896662	-	JBIPMC_09530	6.9	4.9		RefSeq:WP_010706496.1, SO:0001217, UniParc:UPI0002D4856A, UniRef:UniRef100_A0A7H0FKX7, UniRef:UniRef50_A0A7H0FKX7, UniRef:UniRef90_A0A7H0FKX7
contig_1	1896845	1897657	-	JBIPMC_09535	31.8	6.0		RefSeq:WP_002383813.1, SO:0001217, UniParc:UPI000005C3C3, UniRef:UniRef100_A0A7H0FKX8, UniRef:UniRef50_A0A7H0FKX8, UniRef:UniRef90_A0A7H0FKX8
contig_1	1898586	1899056	-	JBIPMC_09540	18.3	9.2		RefSeq:WP_002383811.1, SO:0001217, UniParc:UPI00019C709B, UniRef:UniRef100_A0A6B1Y4Q9, UniRef:UniRef50_A0A242LE40, UniRef:UniRef90_A0A6B1Y4Q9
contig_1	1902251	1902451	-	JBIPMC_09565	7.7	10.2		SO:0001217, UniRef:UniRef50_R3KYV1, UniRef:UniRef90_R3KYV1
contig_1	1903308	1903508	-	JBIPMC_09575	7.6	5.8		RefSeq:WP_002357010.1, SO:0001217, UniParc:UPI000005C3CA, UniRef:UniRef100_A0A2T5D508, UniRef:UniRef50_A0A125W3G0, UniRef:UniRef90_A0A125W3G0
contig_1	1903935	1904153	-	JBIPMC_09585	8.2	5.5		RefSeq:WP_002383801.1, SO:0001217, UniParc:UPI00003DF2ED, UniRef:UniRef100_A0A059N2U8, UniRef:UniRef50_A0A059N2U8, UniRef:UniRef90_A0A059N2U8
contig_1	1904885	1905202	-	JBIPMC_09595	12.1	4.3		RefSeq:WP_002383798.1, SO:0001217, UniParc:UPI000005C3CC, UniRef:UniRef100_A0A7H0FKY6, UniRef:UniRef50_A0A7H0FKY6, UniRef:UniRef90_A0A7H0FKY6
contig_1	1956444	1956623	+	JBIPMC_09840	7.0	9.2		RefSeq:WP_002383739.1, SO:0001217, UniParc:UPI00019C71D2, UniRef:UniRef100_A0A1Q1FVE3, UniRef:UniRef50_S4FLL7, UniRef:UniRef90_S4FLL7
contig_1	1957852	1958142	-	JBIPMC_09850	10.7	4.2		RefSeq:WP_002379593.1, SO:0001217, UniParc:UPI000005C43E, UniRef:UniRef100_A0A7H0FL33, UniRef:UniRef50_S0KEY0, UniRef:UniRef90_S4FTJ4
contig_1	2035704	2036099	-	JBIPMC_10190	15.1	5.1		SO:0001217, UniRef:UniRef50_UPI00033068FF, UniRef:UniRef90_UPI00033068FF
contig_1	2055818	2056192	-	JBIPMC_10250	14.2	9.7		
contig_1	2065411	2065683	-	JBIPMC_10300	10.2	4.6		
contig_1	2084130	2084687	+	JBIPMC_10375	21.8	5.4		RefSeq:WP_002359842.1, SO:0001217, UniParc:UPI000005C4A5, UniRef:UniRef100_A0A4U3MJV6, UniRef:UniRef50_A0A4U3MJV6, UniRef:UniRef90_A0A4U3MJV6
contig_1	2096883	2097062	+	JBIPMC_10440	7.2	9.6		SO:0001217, UniParc:UPI00019C60FA, UniRef:UniRef100_A0A059MXP0, UniRef:UniRef50_A0A059MXP0, UniRef:UniRef90_A0A059MXP0
contig_1	2106974	2107546	+	JBIPMC_10485	21.5	4.9		RefSeq:WP_002359818.1, SO:0001217, UniParc:UPI00019C60F6, UniRef:UniRef100_A0A1Q1FVS0, UniRef:UniRef50_R2RS80, UniRef:UniRef90_R2RS80
contig_1	2109894	2110148	-	JBIPMC_10510	9.7	4.8		RefSeq:WP_002359814.1, SO:0001217, UniParc:UPI000005C4F0, UniRef:UniRef100_A0A1Q1FVQ8, UniRef:UniRef50_R3WWS9, UniRef:UniRef90_A0A1Q1FVQ8
contig_1	2118667	2118786	-	JBIPMC_10555	4.5	7.9		SO:0001217, UniRef:UniRef50_S1N8E1, UniRef:UniRef90_S1N8E1
contig_1	2138601	2138819	-	JBIPMC_10640	7.6	4.5		SO:0001217, UniParc:UPI000005C50A, UniRef:UniRef100_Q831X7, UniRef:UniRef50_Q831X7, UniRef:UniRef90_Q831X7
contig_1	2146709	2148022	-	JBIPMC_10675	50.7	5.0		RefSeq:WP_002382783.1, SO:0001217, UniParc:UPI000005C511, UniRef:UniRef100_A0A7H0FLI3, UniRef:UniRef50_R3GVK0, UniRef:UniRef90_R3GVK0
contig_1	2159711	2160628	-	JBIPMC_10710	35.6	8.0		SO:0001217, UniRef:UniRef50_A0A1Q1FVV7, UniRef:UniRef90_A0A1Q1FVV7
contig_1	2160633	2160983	-	JBIPMC_10715	13.7	9.2		RefSeq:WP_002359764.1, SO:0001217, UniParc:UPI000005C51B, UniRef:UniRef100_A0A1Q1FVV8, UniRef:UniRef50_A0A1Q1FVV8, UniRef:UniRef90_A0A1Q1FVV8
contig_1	2161698	2161817	-	JBIPMC_10725	4.2	10.3	PF13614.10|AAA_31	PFAM:PF13614.10
contig_1	2235550	2235693	-	JBIPMC_11095	5.2	9.8		SO:0001217, UniRef:UniRef50_A0A1B4XQI9, UniRef:UniRef90_A0A1B4XQI9
contig_1	2254204	2254320	-	JBIPMC_11180	4.4	8.1		SO:0001217, UniRef:UniRef50_A0A1J6XWS4, UniRef:UniRef90_A0A1J6XWS4
contig_1	2368638	2368814	+	JBIPMC_11710	6.8	10.2		RefSeq:WP_002356530.1, SO:0001217, UniParc:UPI000005C607, UniRef:UniRef100_X5NYD7, UniRef:UniRef50_A0A1E5KTQ8, UniRef:UniRef90_X5NYD7
contig_1	2393870	2394076	-	JBIPMC_11835	8.1	5.2		RefSeq:WP_002382622.1, SO:0001217, UniParc:UPI00019C74FC, UniRef:UniRef100_A0A9Q7JKA3, UniRef:UniRef50_A0A2G0E8S7, UniRef:UniRef90_A0A9Q7JKA3
contig_1	2397137	2397406	-	JBIPMC_11865	10.1	4.5		RefSeq:WP_002382616.1, SO:0001217, UniParc:UPI00019C74F7, UniRef:UniRef100_A0A2S7M122, UniRef:UniRef50_A0A6A8NGR7, UniRef:UniRef90_A0A6A8NGR7
contig_1	2397409	2397729	-	JBIPMC_11870	12.2	4.9		RefSeq:WP_010715404.1, SO:0001217, UniParc:UPI0002F885B5, UniRef:UniRef100_A0A7H0FM57, UniRef:UniRef50_R2RDM2, UniRef:UniRef90_A0A7H0FM57
contig_1	2407709	2407990	-	JBIPMC_11920	10.8	7.8		RefSeq:WP_002382603.1, SO:0001217, UniParc:UPI00019C7422, UniRef:UniRef100_A0A2S7M112, UniRef:UniRef50_D2IYW9, UniRef:UniRef90_A0A2S7M112
contig_1	2414479	2414709	-	JBIPMC_11960	8.9	9.1		RefSeq:WP_010715408.1, SO:0001217, UniParc:UPI0002EB85C9, UniRef:UniRef100_A0A2S7M155, UniRef:UniRef50_V5XNX7, UniRef:UniRef90_R3I7N2
contig_1	2418548	2418826	-	JBIPMC_11995	10.7	4.2		RefSeq:WP_002382591.1, SO:0001217, UniParc:UPI00019C734B, UniRef:UniRef100_A0A4Q1X107, UniRef:UniRef50_R2NPZ3, UniRef:UniRef90_A0A4Q1X107
contig_1	2419119	2419343	-	JBIPMC_12005	8.7	4.2		RefSeq:WP_002382588.1, SO:0001217, UniParc:UPI00019C7349, UniRef:UniRef100_A0A4Q5JTP2, UniRef:UniRef50_S4BN75, UniRef:UniRef90_S4BS97
contig_1	2421402	2422163	-	JBIPMC_12025	28.8	9.4		RefSeq:WP_002382584.1, SO:0001217, UniParc:UPI00019C7345, UniRef:UniRef100_A0A7H0FM82, UniRef:UniRef50_D2IYU3, UniRef:UniRef90_D2IYU3
contig_1	2425785	2426162	+	JBIPMC_12055	14.5	4.8		RefSeq:WP_002416026.1, SO:0001217, UniParc:UPI00027C6C42, UniRef:UniRef100_A0A7H0FM87, UniRef:UniRef50_A0A7H0FM87, UniRef:UniRef90_A0A7H0FM87
contig_1	2426494	2426721	-	JBIPMC_12070	8.4	4.5		RefSeq:WP_002382575.1, SO:0001217, UniParc:UPI00019C733E, UniRef:UniRef100_D2IYT6, UniRef:UniRef50_D2IYT6, UniRef:UniRef90_D2IYT6
contig_1	2431112	2431528	+	JBIPMC_12120	16.2	9.1		RefSeq:WP_002382562.1, SO:0001217, UniParc:UPI00019C7332, UniRef:UniRef100_A0A7H0FMA0, UniRef:UniRef50_A0A7H0FMA0, UniRef:UniRef90_A0A7H0FMA0
contig_1	2543721	2544404	+	JBIPMC_12665	25.4	5.2		SO:0001217, UniRef:UniRef50_A0A7H0FMR5, UniRef:UniRef90_A0A7H0FMR5
contig_1	2544425	2544823	+	JBIPMC_12670	14.8	4.7		RefSeq:WP_002416078.1, SO:0001217, UniParc:UPI00027C6C73, UniRef:UniRef100_A0A7H0FMR6, UniRef:UniRef50_A0A7H0FMR6, UniRef:UniRef90_A0A7H0FMR6
contig_1	2633516	2633905	-	JBIPMC_13120	15.0	9.4		SO:0001217, UniParc:UPI00032D99BC, UniRef:UniRef100_A0A855UAH4, UniRef:UniRef50_A0A059N4P3, UniRef:UniRef90_A0A059N4P3
contig_1	2633902	2634240	-	JBIPMC_13125	12.9	9.6		RefSeq:WP_010714129.1, SO:0001217, UniParc:UPI000005C71E, UniRef:UniRef100_A0A7H0FN43, UniRef:UniRef50_A0A7H0FN43, UniRef:UniRef90_A0A7H0FN43
contig_1	2634244	2634453	-	JBIPMC_13130	7.8	9.1		RefSeq:WP_010707105.1, SO:0001217, UniParc:UPI000005C71F, UniRef:UniRef100_A0A7H0FN44, UniRef:UniRef50_A0A367CC88, UniRef:UniRef90_A0A7H0FN44
