# Annotated with Bakta
# Software: v1.9.4
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	29432	30202	+	JBIPMC_00125	rpiR	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	COG:COG1737, COG:K, RefSeq:WP_010714969.1, SO:0001217, UniParc:UPI0002DAEFBB, UniRef:UniRef100_A0A7H0FP50, UniRef:UniRef50_R2MAC4, UniRef:UniRef90_S4CEL7
contig_1	cds	30351	31919	+	JBIPMC_00130	malX	Phosphotransferase system IIB components	COG:COG1264, COG:G, RefSeq:WP_002378674.1, SO:0001217, UniParc:UPI00019C74D0, UniRef:UniRef100_A0A2S7M599, UniRef:UniRef50_K8E1T8, UniRef:UniRef90_A0A8B3RVI1
contig_1	cds	31943	33148	+	JBIPMC_00135	malY	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	COG:COG1168, COG:ER, SO:0001217, UniRef:UniRef50_A0A2X0QVZ1, UniRef:UniRef90_E2YU75
contig_1	cds	33248	33628	+	JBIPMC_00140	ridA	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	COG:COG0251, COG:V, RefSeq:WP_010714971.1, SO:0001217, UniParc:UPI00031E8CF4, UniRef:UniRef100_A0A7H0FP53, UniRef:UniRef50_O34133, UniRef:UniRef90_R3K363
contig_1	cds	33817	36408	+	JBIPMC_00145	mprF	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	COG:COG2898, COG:I, EC:2.3.2.3, KEGG:K14205, RefSeq:WP_002383508.1, SO:0001217, UniParc:UPI00019C74CD, UniRef:UniRef100_A0A7H0FP54, UniRef:UniRef50_A0A1E5KXS3, UniRef:UniRef90_V7ZM10
contig_1	cds	36445	39060	-	JBIPMC_00150	yfhO	Uncharacterized membrane protein YfhO	COG:COG4485, COG:S, RefSeq:WP_002383507.1, SO:0001217, UniParc:UPI00019C74CC, UniRef:UniRef100_A0A2S7M5C9, UniRef:UniRef50_S1QYU6, UniRef:UniRef90_C7D0E4
contig_1	cds	39620	40129	-	JBIPMC_00155	dfsB	DUF1706 domain-containing protein	COG:COG4283, COG:R, RefSeq:WP_002383506.1, SO:0001217, UniParc:UPI00019C73F5, UniRef:UniRef100_A0A7H0FP56, UniRef:UniRef50_Q5WJG5, UniRef:UniRef90_S4DL55
contig_1	cds	40137	40604	-	JBIPMC_00160	phnB	Zn-dependent glyoxalase, PhnB family	COG:C, COG:COG2764, RefSeq:WP_002383505.1, SO:0001217, UniParc:UPI00019C73F4, UniRef:UniRef100_A0A2S7LWB5, UniRef:UniRef50_S0JU63, UniRef:UniRef90_R3KU09
contig_1	cds	40681	41616	+	JBIPMC_00165	yobV	putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	COG:COG2378, COG:K, SO:0001217, UniRef:UniRef50_S4CEN1, UniRef:UniRef90_S4CEN1
contig_1	cds	41708	42955	-	JBIPMC_00170	proA	glutamate-5-semialdehyde dehydrogenase	COG:COG0014, COG:E, EC:1.2.1.41, GO:0004350, GO:0005737, GO:0006561, GO:0016620, GO:0050661, GO:0055129, SO:0001217, UniRef:UniRef50_Q97E62, UniRef:UniRef90_Q839W3
contig_1	cds	42948	43763	-	JBIPMC_00175	proB	Glutamate 5-kinase	COG:COG0263, COG:E, EC:2.7.2.11, GO:0004349, GO:0005524, GO:0005737, GO:0016310, GO:0055129, RefSeq:WP_010714974.1, SO:0001217, UniParc:UPI00031BE5B3, UniRef:UniRef100_A0A7H0FP59, UniRef:UniRef50_Q1J5F5, UniRef:UniRef90_Q839W2
contig_1	cds	44089	44568	+	JBIPMC_00180	dut	dUTP pyrophosphatase (dUTPase)	COG:COG0756, COG:FV, RefSeq:WP_002389647.1, SO:0001217, UniParc:UPI000005BC9F, UniRef:UniRef100_A0A7H0FP60, UniRef:UniRef50_E4LAV4, UniRef:UniRef90_S4GMU8
contig_1	cds	44647	46017	+	JBIPMC_00185	radA	DNA repair protein RadA	COG:COG1066, COG:L, GO:0005524, GO:0006281, RefSeq:WP_002356050.1, SO:0001217, UniParc:UPI000175C0B2, UniRef:UniRef100_A0A640NCK8, UniRef:UniRef50_Q48761, UniRef:UniRef90_A0A640NCK8
contig_1	cds	46118	47263	+	JBIPMC_00190		Uncharacterized conserved protein YacL, contains PIN and TRAM domains	COG:COG4956, COG:R, RefSeq:WP_002383500.1, SO:0001217, UniParc:UPI00019C73EF, UniRef:UniRef100_A0A2S7M3A5, UniRef:UniRef50_A0A267HVI9, UniRef:UniRef90_C7D0F3
contig_1	cds	47282	47755	+	JBIPMC_00195	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	COG:COG0245, COG:I, EC:4.6.1.12, GO:0008685, GO:0016114, GO:0019288, GO:0046872, RefSeq:WP_002367570.1, SO:0001217, UniParc:UPI000005BCA2, UniRef:UniRef100_Q839V8, UniRef:UniRef50_Q8YAB4, UniRef:UniRef90_Q839V8
contig_1	cds	47808	49265	+	JBIPMC_00200	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, GO:0009332, RefSeq:WP_010706819.1, SO:0001217, UniParc:UPI000005BCA3, UniRef:UniRef100_Q839V7, UniRef:UniRef50_Q81J61, UniRef:UniRef90_Q839V7
contig_1	ncRNA-region	49264	49470	+			T-box leader	RFAM:RF00230, SO:0000140
contig_1	cds	49535	50074	+	JBIPMC_00205	epsC	serine O-acetyltransferase EpsC	COG:COG1045, COG:E, GO:0006535, GO:0009001, RefSeq:WP_002356054.1, SO:0001217, UniParc:UPI000005BCA4, UniRef:UniRef100_A0A640NCH9, UniRef:UniRef50_A0A0C1HK44, UniRef:UniRef90_A0A828QKX0
contig_1	cds	50067	51479	+	JBIPMC_00210	cysS	cysteine--tRNA ligase	COG:COG0215, COG:J, EC:6.1.1.16, GO:0004817, GO:0005524, GO:0005737, GO:0006423, GO:0008270, RefSeq:WP_002370606.1, SO:0001217, UniParc:UPI00019C73ED, UniRef:UniRef100_X5NVC7, UniRef:UniRef50_B7GJ46, UniRef:UniRef90_Q839V5
contig_1	cds	51476	51874	+	JBIPMC_00215	mrnC	Mini-ribonuclease 3	COG:COG1939, COG:J, EC:3.1.26.-, GO:0004525, GO:0005737, GO:0006364, GO:0019843, RefSeq:WP_002356056.1, SO:0001217, UniParc:UPI000005BCA6, UniRef:UniRef100_Q839V4, UniRef:UniRef50_Q839V4, UniRef:UniRef90_Q839V4
contig_1	cds	51864	52721	+	JBIPMC_00220	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG:COG0566, COG:J, GO:0008173, GO:0009451, RefSeq:WP_002378685.1, SO:0001217, UniParc:UPI00019C73EC, UniRef:UniRef100_A0A640NCI9, UniRef:UniRef50_K0NC34, UniRef:UniRef90_A0A4V6XAS2
contig_1	cds	52736	53266	+	JBIPMC_00225	rae1	EndoRNase involved in mRNA decay, NYN (Nedd4-BP1/Rae1/YacP nuclease) family, contains PIN domain	COG:COG3688, COG:J, KEGG:K06962, RefSeq:WP_002383499.1, SO:0001217, UniParc:UPI00019C73EB, UniRef:UniRef100_A0A7H0FP69, UniRef:UniRef50_S0NMR1, UniRef:UniRef90_R3JP77
contig_1	cds	53352	53918	+	JBIPMC_00230	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, RefSeq:WP_002383498.1, SO:0001217, UniParc:UPI00019C73EA, UniRef:UniRef100_A0A7H0FP70, UniRef:UniRef50_A0A242AQA0, UniRef:UniRef90_A0A7H0FP70
contig_1	cds	54033	54278	+	JBIPMC_00235		DUF1021 domain-containing protein	COG:COG4466, COG:S, RefSeq:WP_002356060.1, SO:0001217, UniParc:UPI000005BCAA, UniRef:UniRef100_A0A7H0FP71, UniRef:UniRef50_A0A0R2KVZ8, UniRef:UniRef90_R2SKU1
contig_1	cds	54459	55310	+	JBIPMC_00240	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0016310, GO:0019288, GO:0050515, RefSeq:WP_002356061.1, SO:0001217, UniParc:UPI000005BCAB, UniRef:UniRef100_Q839U9, UniRef:UniRef50_Q839U9, UniRef:UniRef90_Q839U9
contig_1	cds	55478	56431	+	JBIPMC_00245	znuA	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	COG:COG0803, COG:P, RefSeq:WP_002383496.1, SO:0001217, UniParc:UPI00019C73E8, UniRef:UniRef100_A0A1Q1FQ72, UniRef:UniRef50_A0A7X6D7X4, UniRef:UniRef90_S4FCU2
contig_1	cds	56457	57149	+	JBIPMC_00250	znuC	ABC-type Mn2+/Zn2+ transport system, ATPase component	COG:COG1121, COG:P, RefSeq:WP_002383494.1, SO:0001217, UniParc:UPI00019C73E7, UniRef:UniRef100_A0A7H0FP74, UniRef:UniRef50_P0A2U6, UniRef:UniRef90_V7ZLZ5
contig_1	cds	57311	58150	+	JBIPMC_00255	znuB	ABC-type Mn2+/Zn2+ transport system, permease component	COG:COG1108, COG:P, RefSeq:WP_002383493.1, SO:0001217, UniParc:UPI000005BCB1, UniRef:UniRef100_A0A640NC79, UniRef:UniRef50_A0A2X0SP80, UniRef:UniRef90_S4DL73
contig_1	cds	58294	59115	+	JBIPMC_00260	purR	pur operon repressor	COG:COG0503, COG:F, GO:0003677, GO:0006355, GO:0009116, GO:0045892, GO:0045982, RefSeq:WP_002381336.1, SO:0001217, UniParc:UPI000005BCB2, UniRef:UniRef100_A0A640NC77, UniRef:UniRef50_P37551, UniRef:UniRef90_A0A640NC77
contig_1	cds	59326	60702	+	JBIPMC_00265	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG:COG1207, COG:M, EC:2.3.1.157, EC:2.7.7.23, GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009245, GO:0009252, GO:0019134, GO:0071555, RefSeq:WP_002381338.1, SO:0001217, UniParc:UPI0001A5C18E, UniRef:UniRef100_A0A640NCE2, UniRef:UniRef50_P14192, UniRef:UniRef90_Q839U1
contig_1	cds	61143	65132	+	JBIPMC_00270		2',3'-cyclic-nucleotide 2'-phosphodiesterase	RefSeq:WP_010714975.1, SO:0001217, UniParc:UPI00032E8333, UniRef:UniRef100_UPI00032E8333, UniRef:UniRef50_X5NVU5, UniRef:UniRef90_X5NVU5
contig_1	cds	65268	66947	+	JBIPMC_00275	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, RefSeq:WP_002361487.1, SO:0001217, UniParc:UPI00019C7310, UniRef:UniRef100_A0A640NCD6, UniRef:UniRef50_V6Q3J6, UniRef:UniRef90_Q2PJ92
contig_1	cds	66996	67220	-	JBIPMC_00280	ynzC	UPF0291 protein EF_0064	COG:COG4224, COG:S, GO:0005737, RefSeq:WP_002356070.1, SO:0001217, UniParc:UPI000005BCB6, UniRef:UniRef100_Q839T8, UniRef:UniRef50_Q839T8, UniRef:UniRef90_Q839T8
contig_1	cds	67235	68221	-	JBIPMC_00285	ssuD	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	COG:COG2141, COG:HR, RefSeq:WP_002383490.1, SO:0001217, UniParc:UPI00019C730F, UniRef:UniRef100_A0A2S7M3D0, UniRef:UniRef50_X5NVB3, UniRef:UniRef90_X5NVB3
contig_1	cds	68440	69054	+	JBIPMC_00290	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, RefSeq:WP_002367580.1, SO:0001217, UniParc:UPI0001B6FFB3, UniRef:UniRef100_A0A2S7M389, UniRef:UniRef50_Q9CDL2, UniRef:UniRef90_Q839T6
contig_1	cds	69067	70083	+	JBIPMC_00295	ruvB	Holliday junction branch migration DNA helicase RuvB	COG:COG2255, COG:L, EC:3.6.4.12, GO:0000400, GO:0003677, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0016887, GO:0048476, KEGG:K03551, RefSeq:WP_002383488.1, SO:0001217, UniParc:UPI00019C730D, UniRef:UniRef100_A0A431H925, UniRef:UniRef50_Q57396, UniRef:UniRef90_Q839T5
contig_1	cds	70225	70923	+	JBIPMC_00300	nanE	Putative N-acetylmannosamine-6-phosphate epimerase	COG:COG3010, COG:G, EC:5.1.3.9, KEGG:K01788, RefSeq:WP_002370615.1, SO:0001217, UniParc:UPI0001B2BFB4, UniRef:UniRef100_A0A9P2HSJ4, UniRef:UniRef50_A0AMC4, UniRef:UniRef90_R3L8Z8
contig_1	cds	71102	73441	+	JBIPMC_00305	ygjK	alpha-glucosidase	COG:COG3408, COG:G, EC:3.2.1.-, EC:3.2.1.20, GO:0004555, GO:0005991, KEGG:K03931, RefSeq:WP_002383486.1, SO:0001217, UniParc:UPI00019C730B, UniRef:UniRef100_A0A7H0FP85, UniRef:UniRef50_A0A2Z6BFG3, UniRef:UniRef90_A0A2Z6BFG3
contig_1	cds	73987	74904	+	JBIPMC_00310		Transcriptional regulator	RefSeq:WP_002383485.1, SO:0001217, UniParc:UPI00019C730A, UniRef:UniRef100_A0A7H0FP86, UniRef:UniRef50_X5NVA9, UniRef:UniRef90_X5NVA9
contig_1	cds	74946	75599	-	JBIPMC_00315	crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	COG:COG0664, COG:T, RefSeq:WP_002356081.1, SO:0001217, UniParc:UPI000005BCBE, UniRef:UniRef100_A0A640NCD8, UniRef:UniRef50_A0A242A428, UniRef:UniRef90_A0A8B3RUF3
contig_1	cds	75873	76766	+	JBIPMC_00320	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_002383484.1, SO:0001217, UniParc:UPI00019C7308, UniRef:UniRef100_A0A7H0FP88, UniRef:UniRef50_D5DF46, UniRef:UniRef90_S4DL85
contig_1	cds	76779	77351	+	JBIPMC_00325	amaP	alkaline shock response membrane anchor protein AmaP	RefSeq:WP_002381343.1, SO:0001217, UniParc:UPI000005BCC0, UniRef:UniRef100_A0A640NC69, UniRef:UniRef50_X5NUQ9, UniRef:UniRef90_X5NUQ9
contig_1	cds	77364	77555	+	JBIPMC_00330		Uncharacterized membrane protein	COG:COG5547, COG:S, RefSeq:WP_002356087.1, SO:0001217, UniParc:UPI000005BCC1, UniRef:UniRef100_A0A640NCC3, UniRef:UniRef50_R3TK49, UniRef:UniRef90_S4CEQ9
contig_1	cds	77568	78080	+	JBIPMC_00335	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002383483.1, SO:0001217, UniParc:UPI000005BCC2, UniRef:UniRef100_A0A8S6XI84, UniRef:UniRef50_C9BYM3, UniRef:UniRef90_A0A1G1SBX0
contig_1	cds	78139	78699	+	JBIPMC_00340	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002383482.1, SO:0001217, UniParc:UPI00019C7250, UniRef:UniRef100_A0A2S7M398, UniRef:UniRef50_A0A242CW56, UniRef:UniRef90_A0A1J6XIS1
contig_1	cds	78723	78965	+	JBIPMC_00345	yeaQ	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	COG:COG2261, COG:R, RefSeq:WP_002356092.1, SO:0001217, UniParc:UPI000005BCC4, UniRef:UniRef100_A0A640NC91, UniRef:UniRef50_F4BP16, UniRef:UniRef90_A0A640NC91
contig_1	cds	79332	80567	+	JBIPMC_00350	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_002383481.1, SO:0001217, UniParc:UPI00019C724F, UniRef:UniRef100_A0A7H0FP94, UniRef:UniRef50_A0A2S1KS57, UniRef:UniRef90_A0A7H0FP94
contig_1	cds	80588	80767	+	JBIPMC_00355		hypothetical protein	RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	cds	80976	82460	-	JBIPMC_00360		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002383479.1, SO:0001217, UniParc:UPI00019C724E, UniRef:UniRef100_A0A7H0FP96, UniRef:UniRef50_A0A6I4XV97, UniRef:UniRef90_A0A6I4XV97
contig_1	cds	82454	83941	-	JBIPMC_00365		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002383478.1, SO:0001217, UniParc:UPI00019C724D, UniRef:UniRef100_A0A7H0FP97, UniRef:UniRef50_R3JMI4, UniRef:UniRef90_R3JMI4
contig_1	cds	84653	90751	+	JBIPMC_00370	fss1	fibrinogen-binding MSCRAMM adhesin Fss1	BlastRules:WP_002389607, COG:COG4932, COG:M, RefSeq:WP_010714976.1, SO:0001217, UniParc:UPI00030CE74E, UniRef:UniRef100_A0A7H0FP98, UniRef:UniRef50_A0A7H0FP98, UniRef:UniRef90_A0A7H0FP98
contig_1	cds	91034	91948	+	JBIPMC_00375	lCB5	Phosphatidylglycerol kinase, diacylglycerol kinase family	COG:COG1597, COG:IR, RefSeq:WP_002383476.1, SO:0001217, UniParc:UPI00019C724B, UniRef:UniRef100_A0A7H0FP99, UniRef:UniRef50_A0A242A5Z8, UniRef:UniRef90_E2YW67
contig_1	cds	92030	93166	+	JBIPMC_00380		(pseudo) Mga helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_Q839R7, UniRef:UniRef90_Q839R7
contig_1	cds	93189	93539	+	JBIPMC_00385		hypothetical protein	
contig_1	cds	93879	94118	+	JBIPMC_00390		Group-Specific protein	RefSeq:WP_002383474.1, SO:0001217, UniParc:UPI00019C7249, UniRef:UniRef100_A0A2S7LX26, UniRef:UniRef50_A0A640NBZ6, UniRef:UniRef90_A0A640NBZ6
contig_1	cds	94133	97210	+	JBIPMC_00395		Pectate lyase superfamily protein domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8S6XPN5, UniRef:UniRef90_A0A125W7D9
contig_1	cds	97387	98148	+	JBIPMC_00400	focA	Formate/nitrite transporter FocA, FNT family	COG:COG2116, COG:P, KEGG:K21993, RefSeq:WP_010714980.1, SO:0001217, UniParc:UPI000302D439, UniRef:UniRef100_UPI000302D439, UniRef:UniRef50_C7CZN2, UniRef:UniRef90_C7CZN2
contig_1	cds	98304	99089	+	JBIPMC_00405		Lipoprotein	RefSeq:WP_002416129.1, SO:0001217, UniParc:UPI00027C6CFF, UniRef:UniRef100_A0A7H0FPA3, UniRef:UniRef50_S4CPQ9, UniRef:UniRef90_S4CPQ9
