hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
chromosome0001_2067	chromosome0001	2067	323	AbiD__AbiD	9.999999999999999e-54	180.4	0.885	0.913	6	300
chromosome0001_2095	chromosome0001	2095	401	RM_Type_II__Type_II_MTases_FAM_8	3e-09	34.1	0.517	0.314	251	376
chromosome0001_2095	chromosome0001	2095	401	RM_Type_II__Type_II_MTases_FAM_1	7.5e-47	157.7	0.905	0.569	158	385
chromosome0001_2095	chromosome0001	2095	401	RM_Type_II__Type_II_MTases_FAM_3	4e-48	161.8	0.884	0.541	165	381
chromosome0001_2303	chromosome0001	2303	188	RM_Type_II__Type_II_MTases_FAM_17	1.5e-68	227.9	0.884	0.91	2	172
chromosome0001_2305	chromosome0001	2305	627	RT_I_II_III_IV_V_VI_1	2.9000000000000003e-58	194.7	0.721	0.348	43	260
chromosome0001_2310	chromosome0001	2310	276	SspBCDE__SspD	4.799999999999999e-22	76.4	0.73	0.804	22	243
chromosome0001_2318	chromosome0001	2318	381	RM_Type_II__Type_II_MTases_FAM_16	2.7e-21	73.6	0.473	0.438	30	196
chromosome0001_2318	chromosome0001	2318	381	RM_Type_II__Type_II_MTases_FAM_21	9.9e-32	107.9	0.491	0.549	4	212
chromosome0001_2318	chromosome0001	2318	381	RM_Type_II__Type_II_MTases_FAM_22	2.5e-32	110.0	0.461	0.451	2	173
chromosome0001_2318	chromosome0001	2318	381	RM_Type_II__Type_II_MTases_FAM_0	1.8e-53	179.8	0.967	0.984	1	375
chromosome0001_2318	chromosome0001	2318	381	DISARM_2__drmMII	5.799999999999999e-59	197.6	0.96	0.984	1	375
chromosome0001_2318	chromosome0001	2318	381	Druantia_II__DruM	1.9000000000000001e-69	232.3	0.829	0.982	1	374
chromosome0001_2318	chromosome0001	2318	381	RM_Type_II__Type_II_MTases_FAM_2	1.4999999999999999e-90	301.3	0.965	0.982	1	374
chromosome0001_2328	chromosome0001	2328	426	PD-T7-2__PD-T7-2_B	2.7999999999999997e-60	201.8	0.637	0.962	15	424
chromosome0001_2335	chromosome0001	2335	575	Dodola__DolB	1.3e-23	81.4	0.68	0.482	155	431
chromosome0001_2352	chromosome0001	2352	930	csf4_IV-A_1	8.6e-21	71.8	0.578	0.392	528	892
chromosome0001_2352	chromosome0001	2352	930	DEDDh_I_II_III_IV_V_VI_1	2.6e-45	152.1	0.988	0.167	15	169
chromosome0001_2355	chromosome0001	2355	1452	DEDDh_I_II_III_IV_V_VI_1	3.6e-46	154.9	0.994	0.107	427	582
chromosome0001_2360	chromosome0001	2360	306	DS-15__DS-15C	1.4999999999999999e-53	179.2	0.951	0.709	6	222
chromosome0001_2361	chromosome0001	2361	117	DS-15__DS-15B	3.7e-32	108.7	0.917	0.957	2	113
chromosome0001_2366	chromosome0001	2366	412	Dnd__DndA	2.3e-45	152.8	0.865	0.833	24	366
chromosome0001_2433	chromosome0001	2433	590	PsyrTA__PsyrT	6.1e-111	369.3	0.515	0.586	4	349
chromosome0001_2540	chromosome0001	2540	383	Dnd__DndA	1.5e-34	117.2	0.828	0.836	5	324
chromosome0001_2630	chromosome0001	2630	866	recD_IV-D_1	4.8e-83	277.2	0.857	0.734	117	752
chromosome0001_2654	chromosome0001	2654	1046	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.2e-12	43.9	0.766	0.467	5	492
chromosome0001_2654	chromosome0001	2654	1046	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1.1e-14	51.1	0.799	0.756	16	806
chromosome0001_2698	chromosome0001	2698	178	DEDDh_I_II_III_IV_V_VI_1	1e-37	127.4	0.988	0.865	5	158
chromosome0001_2793	chromosome0001	2793	273	AbiAlpha__AbiAlpha	9.8e-46	153.7	1.0	0.736	66	266
chromosome0001_3013	chromosome0001	3013	157	Veles__VlsC1	3.8000000000000004e-36	122.0	0.966	0.955	3	152
chromosome0001_3013	chromosome0001	3013	157	Veles__VlsC2	2.4e-36	122.7	0.973	0.955	4	153
chromosome0001_3049	chromosome0001	3049	1202	Wadjet__JetC_I	5.3e-13	45.3	0.476	0.445	325	859
chromosome0001_3049	chromosome0001	3049	1202	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.5e-14	50.4	0.791	0.404	1	486
chromosome0001_3160	chromosome0001	3160	404	Dodola__DolB	0.0002	18.2	0.603	0.582	70	304
chromosome0001_3190	chromosome0001	3190	432	AbiL__AbiLi	2.0999999999999998e-40	136.7	0.98	0.972	1	420
chromosome0001_3190	chromosome0001	3190	432	AbiL__AbiLi2	1.1e-43	147.8	0.985	0.975	1	421
chromosome0001_3206	chromosome0001	3206	122	MazEF__MazF	5.8e-16	56.0	0.874	0.877	3	109
chromosome0001_3210	chromosome0001	3210	187	Dpd__FolE	1.1e-52	175.9	0.978	0.941	8	183
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2676476075	3.3e-27	93.1	0.625	0.809	7	239
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2641389401	2.7999999999999997e-29	99.7	0.615	0.806	39	270
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2617826694	1e-31	107.5	0.689	0.917	13	276
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2585209417	2.1e-37	126.5	0.7	0.934	7	275
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2734955840	1.5e-38	130.4	0.666	0.906	10	270
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2634932349	6.6e-43	144.4	0.661	0.903	11	270
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2603008502	7.9e-50	167.6	0.69	0.92	2	266
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2753529055	2.5e-56	188.9	0.674	0.934	2	270
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2600853143	1.4e-65	219.3	0.721	0.955	1	275
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2662548665	7.300000000000001e-69	230.1	0.655	0.917	3	266
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2664250653	5.4e-72	240.3	0.689	0.941	7	277
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2634882613	8.9e-75	249.5	0.713	0.979	3	284
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2677172838	5.6e-78	260.0	0.742	0.979	2	283
chromosome0001_3215	chromosome0001	3215	288	RosmerTA__RmrA_2623274509	1.1000000000000001e-79	265.5	0.689	0.92	5	269
chromosome0001_3217	chromosome0001	3217	166	RosmerTA__RmrT_2664250653	6.7e-10	36.1	0.6	0.843	2	141
chromosome0001_3217	chromosome0001	3217	166	RosmerTA__RmrT_2677172838	1.3e-13	48.5	0.546	0.753	2	126
chromosome0001_3217	chromosome0001	3217	166	RosmerTA__RmrT_2623274509	3.2e-18	63.6	0.476	0.651	29	136
chromosome0001_3226	chromosome0001	3226	832	Dodola__DolB	2.5000000000000003e-25	87.0	0.432	0.21	497	671
plasmid0001_64	plasmid0001	3341	121	MazEF__MazF	2.7e-18	63.6	0.928	0.884	4	110
plasmid0001_65	plasmid0001	3342	86	MazEF__MazE	4.3e-19	66.0	0.963	0.965	3	85
plasmid0003_2	plasmid0003	3420	725	RM_Type_II__Type_II_MTases_FAM_30	1.8e-08	30.9	0.443	0.381	239	514
