hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
MIJGKE_07685	EF-W3	1489	486	DISARM__drmC	1.6e-11	41.7	0.547	0.286	322	460
MIJGKE_08015	EF-W3	1554	478	PsyrTA__PsyrT	1.7999999999999998e-94	314.6	0.682	0.921	4	443
MIJGKE_08125	EF-W3	1576	628	UG6__DnaG	1.4e-37	126.9	0.846	0.484	34	337
MIJGKE_09755	EF-W3	1897	1264	Gabija__GajB_2	2.8e-59	198.6	0.749	0.732	13	937
MIJGKE_09830	EF-W3	1911	583	HEC-05__HEC-05	1.0000000000000001e-252	839.5	0.533	0.99	5	581
MIJGKE_10725	EF-W3	2070	254	RM_Type_II__Type_II_MTases_FAM_1	8.300000000000001e-26	88.5	0.799	0.862	26	244
MIJGKE_10725	EF-W3	2070	254	RM_Type_II__Type_II_MTases_FAM_3	3.3e-30	102.8	0.825	0.87	25	245
MIJGKE_11025	EF-W3	2129	256	Gao_Qat__QatD	2.6e-13	47.3	0.941	0.969	4	251
MIJGKE_11030	EF-W3	2130	732	Gabija__GajB_3	5.7e-10	36.3	0.593	0.299	497	715
MIJGKE_11300	EF-W3	2183	882	UG9__DNA_pol	3.7e-37	125.8	0.754	0.469	457	870
MIJGKE_11430	EF-W3	2208	125	MazEF__MazF	8.3e-08	29.5	0.694	0.664	4	86
MIJGKE_11545	EF-W3	2230	113	MazEF__MazF	1.7e-09	34.9	0.919	0.956	4	111
MIJGKE_12150	EF-W3	2349	321	RM_Type_II__Type_II_MTases_FAM_22	7.8e-19	65.4	0.476	0.573	2	185
MIJGKE_12150	EF-W3	2349	321	RM_Type_II__Type_II_MTases_FAM_0	1.2e-32	110.9	0.508	0.558	2	180
MIJGKE_12150	EF-W3	2349	321	DISARM_2__drmMII	1.4e-33	113.9	0.534	0.604	2	195
MIJGKE_12150	EF-W3	2349	321	Druantia_II__DruM	2.5e-41	139.5	0.835	0.972	3	314
MIJGKE_12150	EF-W3	2349	321	RM_Type_II__Type_II_MTases_FAM_2	6.2e-65	216.9	0.981	0.975	1	313
MIJGKE_12160	EF-W3	2351	327	SanaTA__SanaT	1.8999999999999998e-23	80.5	0.939	0.927	23	325
MIJGKE_12160	EF-W3	2351	327	AbiEii__AbiEii	5.900000000000001e-46	154.8	0.987	0.838	43	316
MIJGKE_12160	EF-W3	2351	327	SanaTA__SanaT_1	1.5e-112	374.0	0.89	1.0	1	327
MIJGKE_12165	EF-W3	2352	203	SanaTA__SanaA	5.2e-12	43.6	0.933	0.611	4	127
MIJGKE_12280	EF-W3	2374	752	Gabija__GajB_3	5.4e-17	59.4	0.663	0.382	27	313
MIJGKE_12280	EF-W3	2374	752	Gabija__GajB_1	5e-41	138.4	0.921	0.809	15	622
MIJGKE_12280	EF-W3	2374	752	UG35__UvrD	8.599999999999999e-103	342.3	0.53	0.576	11	443
MIJGKE_12280	EF-W3	2374	752	Gabija__GajB_2	1.3e-112	374.6	0.774	0.876	4	662
MIJGKE_12345	EF-W3	2387	746	Dodola__DolB	2.8e-23	80.0	0.528	0.277	387	593
MIJGKE_12805	EF-W3	2478	481	DISARM__drmC	2.2e-17	60.8	0.747	0.395	258	447
MIJGKE_13390	EF-W3	2590	335	pAgo__GbbAgaS	1.6e-06	24.7	0.412	0.457	178	330
MIJGKE_13420	EF-W3	2595	562	AbiO__AbiO	2.9e-104	346.7	0.982	0.879	5	498
MIJGKE_13420	EF-W3	2595	562	Nhi__Nhi	5.3999999999999995e-164	543.6	1.0	0.904	1	508
MIJGKE_13510	EF-W3	2613	1732	RM_Type_II__Type_II_MTases_FAM_33	2.7e-08	30.4	0.422	0.113	187	382
MIJGKE_14495	EF-W3	2807	113	MazEF__MazF	4.0999999999999997e-23	78.8	0.928	0.929	5	109
MIJGKE_14520	EF-W3	2812	431	AbiL__AbiLi	1.4e-40	137.1	0.98	0.974	1	420
MIJGKE_14520	EF-W3	2812	431	AbiL__AbiLi2	1.4e-44	150.4	0.985	0.977	1	421
MIJGKE_14660	EF-W3	2831	186	Dpd__FolE	2.1e-52	174.8	0.978	0.946	8	183
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2641389401	3.3999999999999998e-37	125.5	0.951	0.939	7	362
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2676476075	2.7e-40	136.0	0.855	0.85	9	330
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2617826694	7.3e-49	163.6	0.966	0.955	7	368
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2585209417	5.2e-52	174.4	0.951	0.953	7	367
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2734955840	2.8e-57	191.8	0.925	0.939	7	362
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2603008502	4.6e-66	220.8	0.924	0.929	7	358
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2634932349	2.2999999999999997e-67	224.6	0.928	0.939	7	362
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2753529055	1.6999999999999998e-73	245.2	0.892	0.939	7	362
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2662548665	6.5e-93	309.1	0.875	0.929	7	358
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2664250653	9.2e-94	311.7	0.929	0.96	6	369
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2634882613	5.5e-97	322.4	0.94	0.976	7	376
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2600853143	7.8e-99	328.5	0.951	0.955	6	367
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2677172838	3.5e-106	352.5	0.976	0.976	6	375
MIJGKE_14685	EF-W3	2836	379	RosmerTA__RmrA_2623274509	6.2e-110	364.8	0.93	0.939	6	361
MIJGKE_14690	EF-W3	2837	221	RosmerTA__RmrT_2634882613	9.6e-08	29.2	0.788	0.756	16	182
MIJGKE_14690	EF-W3	2837	221	RosmerTA__RmrT_2664250653	2.4e-14	50.4	0.828	0.855	8	196
MIJGKE_14690	EF-W3	2837	221	RosmerTA__RmrT_2623274509	3.6999999999999995e-22	76.2	0.84	0.846	6	192
MIJGKE_14690	EF-W3	2837	221	RosmerTA__RmrT_2677172838	7.099999999999999e-23	78.5	0.789	0.81	3	181
MIJGKE_14730	EF-W3	2845	831	Dodola__DolB	2.1e-25	87.0	0.432	0.211	497	671
