# Annotated with Bakta
# Software: v1.9.4
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	28474	30042	+	GHDJDA_00125	malX	Phosphotransferase system IIB components	COG:COG1264, COG:G, RefSeq:WP_002387436.1, SO:0001217, UniParc:UPI000005BC94, UniRef:UniRef100_V7ZMK7, UniRef:UniRef50_K8E1T8, UniRef:UniRef90_A0A8B3RVI1
contig_1	cds	30066	31271	+	GHDJDA_00130	malY	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	COG:COG1168, COG:ER, SO:0001217, UniRef:UniRef50_A0A2X0QVZ1, UniRef:UniRef90_E2YU75
contig_1	cds	31371	31751	+	GHDJDA_00135	ridA	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	COG:COG0251, COG:V, RefSeq:WP_002356039.1, SO:0001217, UniParc:UPI000005BC96, UniRef:UniRef100_A0A9P2L6B4, UniRef:UniRef50_O34133, UniRef:UniRef90_R3K363
contig_1	cds	31942	34533	+	GHDJDA_00140	mprF	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	COG:COG2898, COG:I, EC:2.3.2.3, KEGG:K14205, RefSeq:WP_002387438.1, SO:0001217, UniParc:UPI000005BC97, UniRef:UniRef100_Q839W9, UniRef:UniRef50_A0A1E5KXS3, UniRef:UniRef90_V7ZM10
contig_1	cds	34570	37185	-	GHDJDA_00145	yfhO	Uncharacterized membrane protein YfhO	COG:COG4485, COG:S, RefSeq:WP_002361467.1, SO:0001217, UniParc:UPI000005BC98, UniRef:UniRef100_A0A855U6H6, UniRef:UniRef50_S1QYU6, UniRef:UniRef90_C7D0E4
contig_1	cds	37729	38238	-	GHDJDA_00150	dfsB	DUF1706 domain-containing protein	COG:COG4283, COG:R, RefSeq:WP_002356044.1, SO:0001217, UniParc:UPI000005BC9A, UniRef:UniRef100_A0A1J6Y165, UniRef:UniRef50_Q5WJG5, UniRef:UniRef90_S4DL55
contig_1	cds	38246	38713	-	GHDJDA_00155	phnB	Zn-dependent glyoxalase, PhnB family	COG:C, COG:COG2764, RefSeq:WP_002379268.1, SO:0001217, UniParc:UPI000005BC9B, UniRef:UniRef100_A0A640NCB6, UniRef:UniRef50_S0JU63, UniRef:UniRef90_R3KU09
contig_1	cds	38828	39724	+	GHDJDA_00160	yobV	putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	COG:COG2378, COG:K, SO:0001217, UniRef:UniRef50_S4CEN1, UniRef:UniRef90_S4CEN1
contig_1	cds	39816	41063	-	GHDJDA_00165	proA	glutamate-5-semialdehyde dehydrogenase	COG:COG0014, COG:E, EC:1.2.1.41, GO:0004350, GO:0005737, GO:0006561, GO:0016620, GO:0050661, GO:0055129, RefSeq:WP_002356047.1, SO:0001217, UniParc:UPI0001A5C152, UniRef:UniRef100_A0A640NCI3, UniRef:UniRef50_Q97E62, UniRef:UniRef90_Q839W3
contig_1	cds	41056	41871	-	GHDJDA_00170	proB	Glutamate 5-kinase	COG:COG0263, COG:E, EC:2.7.2.11, GO:0004349, GO:0005524, GO:0005737, GO:0016310, GO:0055129, RefSeq:WP_002389550.1, SO:0001217, UniParc:UPI000005BC9E, UniRef:UniRef100_Q839W2, UniRef:UniRef50_Q1J5F5, UniRef:UniRef90_Q839W2
contig_1	cds	42197	42676	+	GHDJDA_00175	dut	dUTP pyrophosphatase (dUTPase)	COG:COG0756, COG:FV, RefSeq:WP_002389647.1, SO:0001217, UniParc:UPI000005BC9F, UniRef:UniRef100_A0A7H0FP60, UniRef:UniRef50_E4LAV4, UniRef:UniRef90_S4GMU8
contig_1	cds	42755	44125	+	GHDJDA_00180	radA	DNA repair protein RadA	COG:COG1066, COG:L, GO:0005524, GO:0006281, RefSeq:WP_002361473.1, SO:0001217, UniParc:UPI000005BCA0, UniRef:UniRef100_A0A226YBJ6, UniRef:UniRef50_Q48761, UniRef:UniRef90_A0A640NCK8
contig_1	cds	44226	45371	+	GHDJDA_00185		Uncharacterized conserved protein YacL, contains PIN and TRAM domains	COG:COG4956, COG:R, RefSeq:WP_002368622.1, SO:0001217, UniParc:UPI000005BCA1, UniRef:UniRef100_A0A640NCA4, UniRef:UniRef50_A0A267HVI9, UniRef:UniRef90_C7D0F3
contig_1	cds	45390	45863	+	GHDJDA_00190	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	COG:COG0245, COG:I, EC:4.6.1.12, GO:0008685, GO:0016114, GO:0019288, GO:0046872, RefSeq:WP_002367570.1, SO:0001217, UniParc:UPI000005BCA2, UniRef:UniRef100_Q839V8, UniRef:UniRef50_Q8YAB4, UniRef:UniRef90_Q839V8
contig_1	cds	45916	47373	+	GHDJDA_00195	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, GO:0009332, RefSeq:WP_010706819.1, SO:0001217, UniParc:UPI000005BCA3, UniRef:UniRef100_Q839V7, UniRef:UniRef50_Q81J61, UniRef:UniRef90_Q839V7
contig_1	ncRNA-region	47372	47578	+			T-box leader	RFAM:RF00230, SO:0000140
contig_1	cds	47643	48182	+	GHDJDA_00200	epsC	serine O-acetyltransferase EpsC	COG:COG1045, COG:E, GO:0006535, GO:0009001, RefSeq:WP_002356054.1, SO:0001217, UniParc:UPI000005BCA4, UniRef:UniRef100_A0A640NCH9, UniRef:UniRef50_A0A0C1HK44, UniRef:UniRef90_A0A828QKX0
contig_1	cds	48175	49587	+	GHDJDA_00205	cysS	cysteine--tRNA ligase	COG:COG0215, COG:J, EC:6.1.1.16, GO:0004817, GO:0005524, GO:0005737, GO:0006423, GO:0008270, RefSeq:WP_010774249.1, SO:0001217, UniParc:UPI000005BCA5, UniRef:UniRef100_Q839V5, UniRef:UniRef50_B7GJ46, UniRef:UniRef90_Q839V5
contig_1	cds	49584	49982	+	GHDJDA_00210	mrnC	Mini-ribonuclease 3	COG:COG1939, COG:J, EC:3.1.26.-, GO:0004525, GO:0005737, GO:0006364, GO:0019843, RefSeq:WP_002356056.1, SO:0001217, UniParc:UPI000005BCA6, UniRef:UniRef100_Q839V4, UniRef:UniRef50_Q839V4, UniRef:UniRef90_Q839V4
contig_1	cds	49972	50820	+	GHDJDA_00215	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG:COG0566, COG:J, GO:0008173, GO:0009451, RefSeq:WP_002387444.1, SO:0001217, UniParc:UPI000005BCA7, UniRef:UniRef100_Q839V3, UniRef:UniRef50_K0NC34, UniRef:UniRef90_A0A4V6XAS2
contig_1	cds	50835	51365	+	GHDJDA_00220	rae1	EndoRNase involved in mRNA decay, NYN (Nedd4-BP1/Rae1/YacP nuclease) family, contains PIN domain	COG:COG3688, COG:J, KEGG:K06962, RefSeq:WP_002356058.1, SO:0001217, UniParc:UPI000005BCA8, UniRef:UniRef100_A0A640NCI5, UniRef:UniRef50_S0NMR1, UniRef:UniRef90_R3JP77
contig_1	cds	51451	52017	+	GHDJDA_00225	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, RefSeq:WP_002356059.1, SO:0001217, UniParc:UPI000005BCA9, UniRef:UniRef100_A0A1B4XKF4, UniRef:UniRef50_A0A242AQA0, UniRef:UniRef90_A0A7H0FP70
contig_1	cds	52132	52377	+	GHDJDA_00230		DUF1021 domain-containing protein	COG:COG4466, COG:S, RefSeq:WP_002356060.1, SO:0001217, UniParc:UPI000005BCAA, UniRef:UniRef100_A0A7H0FP71, UniRef:UniRef50_A0A0R2KVZ8, UniRef:UniRef90_R2SKU1
contig_1	cds	52558	52896	+	GHDJDA_00235		4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_A0A941FNW9
contig_1	cds	52923	53408	+	GHDJDA_00240	ispE	(pseudo) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0016310, GO:0019288, GO:0050515, SO:0001217, UniRef:UniRef50_Q839U9, UniRef:UniRef90_Q839U9
contig_1	cds	53461	54093	-	GHDJDA_00245		hypothetical protein	SO:0001217, UniRef:UniRef50_Q839U8, UniRef:UniRef90_Q839U8
contig_1	cds	54093	54962	-	GHDJDA_00250	dnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	COG:COG0847, COG:L, RefSeq:WP_002361478.1, SO:0001217, UniParc:UPI000005BCAD, UniRef:UniRef100_Q839U7, UniRef:UniRef50_Q839U7, UniRef:UniRef90_Q839U7
contig_1	cds	54962	55372	-	GHDJDA_00255		hypothetical protein	RefSeq:WP_002387446.1, SO:0001217, UniParc:UPI000005BCAE, UniRef:UniRef100_Q839U6, UniRef:UniRef50_Q839U6, UniRef:UniRef90_Q839U6
contig_1	cds	55691	57361	+	GHDJDA_00260		hypothetical protein	PFAM:PF00005.31
contig_1	cds	57523	57711	+	GHDJDA_00265		metal ABC transporter permease	SO:0001217, UniRef:UniRef50_UPI001CBEFE20
contig_1	cds	57711	58361	+	GHDJDA_00270	znuB	(pseudo) ABC-type Mn2+/Zn2+ transport system, permease component	COG:COG1108, COG:P, SO:0001217, UniRef:UniRef50_A0A2X0SP80, UniRef:UniRef90_S4DL73
contig_1	cds	58504	59325	+	GHDJDA_00275	purR	pur operon repressor	COG:COG0503, COG:F, GO:0003677, GO:0006355, GO:0009116, GO:0045892, GO:0045982, RefSeq:WP_002381336.1, SO:0001217, UniParc:UPI000005BCB2, UniRef:UniRef100_A0A640NC77, UniRef:UniRef50_P37551, UniRef:UniRef90_A0A640NC77
contig_1	cds	59535	60911	+	GHDJDA_00280	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG:COG1207, COG:M, EC:2.3.1.157, EC:2.7.7.23, GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009245, GO:0009252, GO:0019134, GO:0071555, RefSeq:WP_010706816.1, SO:0001217, UniParc:UPI000005BCB3, UniRef:UniRef100_Q839U1, UniRef:UniRef50_P14192, UniRef:UniRef90_Q839U1
contig_1	cds	61353	65294	+	GHDJDA_00285		2',3'-cyclic-nucleotide 2'-phosphodiesterase	RefSeq:WP_010714156.1, SO:0001217, UniParc:UPI000005BCB4, UniRef:UniRef100_Q839U0, UniRef:UniRef50_X5NVU5, UniRef:UniRef90_X5NVU5
contig_1	cds	65430	67109	+	GHDJDA_00290	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, RefSeq:WP_002356069.1, SO:0001217, UniParc:UPI000005BCB5, UniRef:UniRef100_A0A2T5D099, UniRef:UniRef50_V6Q3J6, UniRef:UniRef90_Q2PJ92
contig_1	cds	67156	67380	-	GHDJDA_00295	ynzC	UPF0291 protein EF_0064	COG:COG4224, COG:S, GO:0005737, RefSeq:WP_002356070.1, SO:0001217, UniParc:UPI000005BCB6, UniRef:UniRef100_Q839T8, UniRef:UniRef50_Q839T8, UniRef:UniRef90_Q839T8
contig_1	cds	67395	68381	-	GHDJDA_00300	ssuD	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	COG:COG2141, COG:HR, RefSeq:WP_002356071.1, SO:0001217, UniParc:UPI000005BCB7, UniRef:UniRef100_X5NVB3, UniRef:UniRef50_X5NVB3, UniRef:UniRef90_X5NVB3
contig_1	cds	68599	69213	+	GHDJDA_00305	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, RefSeq:WP_002359241.1, SO:0001217, UniParc:UPI000005BCB8, UniRef:UniRef100_Q839T6, UniRef:UniRef50_Q9CDL2, UniRef:UniRef90_Q839T6
contig_1	cds	69226	69906	+	GHDJDA_00310	ruvB	Holliday junction branch migration complex subunit RuvB	SO:0001217, UniRef:UniRef50_W4QES2
contig_1	cds	69900	70241	+	GHDJDA_00315	ruvB	Holliday junction DNA helicase RuvB	SO:0001217, UniRef:UniRef50_A0A139Q039
contig_1	cds	70365	70793	-	GHDJDA_00320		hypothetical protein	RefSeq:WP_010706814.1, SO:0001217, UniParc:UPI0002DFDA6B, UniRef:UniRef100_UPI0020051EF5, UniRef:UniRef50_E2YW45, UniRef:UniRef90_E2YW45
contig_1	cds	71015	71713	+	GHDJDA_00325	nanE	Putative N-acetylmannosamine-6-phosphate epimerase	COG:COG3010, COG:G, EC:5.1.3.9, KEGG:K01788, RefSeq:WP_010706813.1, SO:0001217, UniParc:UPI000005BCBB, UniRef:UniRef100_A0A059N0E8, UniRef:UniRef50_A0AMC4, UniRef:UniRef90_R3L8Z8
contig_1	cds	71891	74230	+	GHDJDA_00330	ygjK	alpha-glucosidase	COG:COG3408, COG:G, EC:3.2.1.-, EC:3.2.1.20, GO:0004555, GO:0005991, KEGG:K03931, RefSeq:WP_002387456.1, SO:0001217, UniParc:UPI000005BCBC, UniRef:UniRef100_A0A855U4G0, UniRef:UniRef50_A0A2Z6BFG3, UniRef:UniRef90_A0A2Z6BFG3
contig_1	cds	74777	74968	+	GHDJDA_00335		Transcriptional regulator, Cro/CI family	SO:0001217, UniRef:UniRef50_A0A828QM60, UniRef:UniRef90_A0A828QM60
contig_1	cds	74946	75692	+	GHDJDA_00340		Transcriptional regulator, Cro/CI family	SO:0001217, UniRef:UniRef50_A0A828QLR5, UniRef:UniRef90_A0A828QLR5
contig_1	cds	75737	76390	-	GHDJDA_00345	crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	COG:COG0664, COG:T, RefSeq:WP_002356081.1, SO:0001217, UniParc:UPI000005BCBE, UniRef:UniRef100_A0A640NCD8, UniRef:UniRef50_A0A242A428, UniRef:UniRef90_A0A8B3RUF3
contig_1	cds	76663	77556	+	GHDJDA_00350	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_002361496.1, SO:0001217, UniParc:UPI000005BCBF, UniRef:UniRef100_A0A640NCJ8, UniRef:UniRef50_D5DF46, UniRef:UniRef90_S4DL85
contig_1	cds	77569	78141	+	GHDJDA_00355	amaP	alkaline shock response membrane anchor protein AmaP	RefSeq:WP_002381343.1, SO:0001217, UniParc:UPI000005BCC0, UniRef:UniRef100_A0A640NC69, UniRef:UniRef50_X5NUQ9, UniRef:UniRef90_X5NUQ9
contig_1	cds	78154	78345	+	GHDJDA_00360		Uncharacterized membrane protein	COG:COG5547, COG:S, RefSeq:WP_002356087.1, SO:0001217, UniParc:UPI000005BCC1, UniRef:UniRef100_A0A640NCC3, UniRef:UniRef50_R3TK49, UniRef:UniRef90_S4CEQ9
contig_1	cds	78358	78870	+	GHDJDA_00365	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002383483.1, SO:0001217, UniParc:UPI000005BCC2, UniRef:UniRef100_A0A8S6XI84, UniRef:UniRef50_C9BYM3, UniRef:UniRef90_A0A1G1SBX0
contig_1	cds	78929	79489	+	GHDJDA_00370	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002356090.1, SO:0001217, UniParc:UPI000005BCC3, UniRef:UniRef100_A0A1J6XIS1, UniRef:UniRef50_A0A242CW56, UniRef:UniRef90_A0A1J6XIS1
contig_1	cds	79513	79755	+	GHDJDA_00375	yeaQ	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	COG:COG2261, COG:R, RefSeq:WP_002356092.1, SO:0001217, UniParc:UPI000005BCC4, UniRef:UniRef100_A0A640NC91, UniRef:UniRef50_F4BP16, UniRef:UniRef90_A0A640NC91
contig_1	cds	80122	81357	+	GHDJDA_00380	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_002356101.1, SO:0001217, UniParc:UPI000005BCC5, UniRef:UniRef100_A0A640NC24, UniRef:UniRef50_A0A2S1KS57, UniRef:UniRef90_A0A7H0FP94
contig_1	cds	81378	81557	+	GHDJDA_00385		hypothetical protein	RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	cds	81713	82096	-	GHDJDA_00390		M protein trans-acting positive regulator	RefSeq:WP_002387461.1, SO:0001217, UniParc:UPI000005BCC7, UniRef:UniRef100_Q839S2, UniRef:UniRef50_Q839S2, UniRef:UniRef90_Q839S2
contig_1	cds	82093	83196	-	GHDJDA_00395		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002387463.1, SO:0001217, UniParc:UPI000005BCC8, UniRef:UniRef100_Q839S1, UniRef:UniRef50_Q839S1, UniRef:UniRef90_Q839S1
contig_1	cds	83190	84677	-	GHDJDA_00400		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002381348.1, SO:0001217, UniParc:UPI000005BCC9, UniRef:UniRef100_A0A8S6XLJ1, UniRef:UniRef50_R3JMI4, UniRef:UniRef90_R3JMI4
contig_1	cds	85387	91485	+	GHDJDA_00405	fss1	fibrinogen-binding MSCRAMM adhesin Fss1	BlastRules:WP_002389607, COG:COG4932, COG:M, RefSeq:WP_010706812.1, SO:0001217, UniParc:UPI0000154C3E, UniRef:UniRef100_A0A059MZZ5, UniRef:UniRef50_A0A7H0FP98, UniRef:UniRef90_A0A7H0FP98
contig_1	cds	91904	92818	+	GHDJDA_00410	lCB5	Phosphatidylglycerol kinase, diacylglycerol kinase family	COG:COG1597, COG:IR, RefSeq:WP_002387466.1, SO:0001217, UniParc:UPI000005BCCB, UniRef:UniRef100_A0A855U6N1, UniRef:UniRef50_A0A242A5Z8, UniRef:UniRef90_E2YW67
contig_1	cds	92900	94405	+	GHDJDA_00415		Mga helix-turn-helix domain-containing protein	RefSeq:WP_002387467.1, SO:0001217, UniParc:UPI000005BCCC, UniRef:UniRef100_Q839R7, UniRef:UniRef50_Q839R7, UniRef:UniRef90_Q839R7
contig_1	cds	94741	94980	+	GHDJDA_00420		Group-Specific protein	RefSeq:WP_002387468.1, SO:0001217, UniParc:UPI000005BCCD, UniRef:UniRef100_Q839R6, UniRef:UniRef50_A0A640NBZ6, UniRef:UniRef90_Q839R6
contig_1	cds	94995	98162	+	GHDJDA_00425		Pectate lyase superfamily protein domain-containing protein	SO:0001217, UniParc:UPI000005BCCE, UniRef:UniRef100_Q839R5, UniRef:UniRef50_A0A8S6XPN5, UniRef:UniRef90_A0A8S6XPN5
