#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	154978	155286	-	GHDJDA_00760	11.6	9.4		RefSeq:WP_002386531.1, SO:0001217, UniParc:UPI00019F693B, UniRef:UniRef100_A0A5Q0EQ00, UniRef:UniRef50_S4CF18, UniRef:UniRef90_S4CF18
contig_1	155292	155510	-	GHDJDA_00765	7.7	9.4		RefSeq:WP_002359319.1, SO:0001217, UniParc:UPI000005BD0A, UniRef:UniRef100_Q839K8, UniRef:UniRef50_Q839K8, UniRef:UniRef90_Q839K8
contig_1	155672	155818	+	GHDJDA_00770	5.8	10.0		
contig_1	155827	156636	+	GHDJDA_00775	30.6	5.7		
contig_1	158184	158309	+	GHDJDA_00785	4.8	4.3		
contig_1	161224	161514	+	GHDJDA_00800	11.8	4.7		RefSeq:WP_002359323.1, SO:0001217, UniParc:UPI000005BD0E, UniRef:UniRef100_Q839K4, UniRef:UniRef50_Q839K4, UniRef:UniRef90_Q839K4
contig_1	161547	161771	+	GHDJDA_00805	8.7	10.3		SO:0001217, UniParc:UPI000005BD0F, UniRef:UniRef100_Q839K3, UniRef:UniRef50_Q839K3, UniRef:UniRef90_Q839K3
contig_1	273053	273190	+	GHDJDA_01535	4.9	7.7		RefSeq:WP_002366057.1, SO:0001217, UniParc:UPI000005BD82, UniRef:UniRef100_A0A640MK16, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	274210	274539	+	GHDJDA_01545	11.8	5.6	PF01053.24|Cys_Met_Meta_PP	PFAM:PF01053.24
contig_1	292649	292840	+	GHDJDA_01645	7.4	9.0		
contig_1	293283	293423	+	GHDJDA_01655	5.4	7.9		SO:0001217, UniParc:UPI000005BD98, UniRef:UniRef100_Q838X3, UniRef:UniRef50_Q838X3, UniRef:UniRef90_Q838X3
contig_1	293491	293691	+	GHDJDA_01660	7.5	8.7		RefSeq:WP_002407633.1, SO:0001217, UniParc:UPI000005BD99, UniRef:UniRef100_A0A855U522, UniRef:UniRef90_D2J031
contig_1	295076	295324	+	GHDJDA_01690	9.2	9.3		RefSeq:WP_002399698.1, SO:0001217, UniParc:UPI0001F0AFF5, UniRef:UniRef100_Q838W7, UniRef:UniRef50_Q838W7, UniRef:UniRef90_Q838W7
contig_1	297423	297752	+	GHDJDA_01720	12.7	4.6		RefSeq:WP_010714177.1, SO:0001217, UniParc:UPI000005BDA3, UniRef:UniRef100_A0A7H0FPD2, UniRef:UniRef50_R3JLD2, UniRef:UniRef90_R3JLD2
contig_1	301134	301373	+	GHDJDA_01745	9.4	5.8		RefSeq:WP_002399686.1, SO:0001217, UniParc:UPI000005BDA8, UniRef:UniRef100_A0A4U4BWX9, UniRef:UniRef50_A0A4U4BWX9, UniRef:UniRef90_A0A4U4BWX9
contig_1	305034	305309	+	GHDJDA_01765	10.2	6.0	PF00176.27|SNF2-rel_dom	PFAM:PF00176.27
contig_1	311748	311951	+	GHDJDA_01805	8.2	4.8		RefSeq:WP_010714189.1, SO:0001217, UniParc:UPI000005BDB2, UniRef:UniRef100_Q838U7, UniRef:UniRef50_Q838U7, UniRef:UniRef90_Q838U7
contig_1	312009	312218	+	GHDJDA_01810	8.0	4.1		RefSeq:WP_010714190.1, SO:0001217, UniParc:UPI000005BDB3, UniRef:UniRef100_Q838U6, UniRef:UniRef50_Q838U6, UniRef:UniRef90_Q838U6
contig_1	317251	319773	+	GHDJDA_01860	91.3	9.5	PF11574.12|Rpf1_C	PFAM:PF11574.12
contig_1	319770	320399	+	GHDJDA_01865	22.5	9.1		
contig_1	340713	341222	-	GHDJDA_01995	19.3	5.6	PF02518.30|HATPase_c, PF13589.10|HATPase_c_3, PF14501.10|HATPase_c_5	PFAM:PF02518.30, PFAM:PF13589.10, PFAM:PF14501.10
contig_1	398831	399229	+	GHDJDA_02260	14.4	4.7	PF07470.17|Glyco_hydro_88	PFAM:PF07470.17
contig_1	446897	447007	+	GHDJDA_02520	4.0	6.5		SO:0001217, UniParc:UPI00032D9511, UniRef:UniRef100_A0A9P2X7I3, UniRef:UniRef50_A0A9P2X7I3, UniRef:UniRef90_A0A9P2X7I3
contig_1	448638	448805	+	GHDJDA_02535	6.7	9.2		SO:0001217, UniParc:UPI0001B2B0D9, UniRef:UniRef100_A0A8S6XJT5, UniRef:UniRef50_A0A8S6XJT5, UniRef:UniRef90_A0A8S6XJT5
contig_1	455223	455660	+	GHDJDA_02565	16.4	6.7		RefSeq:WP_225601016.1, SO:0001217, UniParc:UPI001CE200EE, UniRef:UniRef100_UPI001CE200EE, UniRef:UniRef50_UPI001CE200EE, UniRef:UniRef90_UPI001CE200EE
contig_1	470580	471173	+	GHDJDA_02650	23.9	6.2		RefSeq:WP_002414802.1, SO:0001217, UniParc:UPI000291023C, UniRef:UniRef100_R3JI56, UniRef:UniRef50_R3JI56, UniRef:UniRef90_A0A0M2AEX8
contig_1	471179	471667	+	GHDJDA_02655	19.2	8.2		RefSeq:WP_010710133.1, SO:0001217, UniParc:UPI000005BE4D, UniRef:UniRef100_A0A8S6X4L6, UniRef:UniRef50_Q9F1H7, UniRef:UniRef90_Q9F1H7
contig_1	472294	472524	+	GHDJDA_02660	9.1	5.4		SO:0001217, UniRef:UniRef50_A0A125W6C0, UniRef:UniRef90_UPI00046C6471
contig_1	480563	480757	-	GHDJDA_02730	7.1	7.9		RefSeq:WP_002358658.1, SO:0001217, UniParc:UPI0001B1DC76, UniRef:UniRef100_A0A1G1SBB6, UniRef:UniRef50_A0A1G1SBB6, UniRef:UniRef90_A0A1G1SBB6
contig_1	483107	483526	+	GHDJDA_02745	16.1	5.8		RefSeq:WP_002370932.1, SO:0001217, UniParc:UPI000005BE5A, UniRef:UniRef100_A0A8S6XF78, UniRef:UniRef50_A0A8S6XF78, UniRef:UniRef90_A0A8S6XF78
contig_1	484955	485233	+	GHDJDA_02770	11.0	5.1		SO:0001217, UniRef:UniRef50_UPI000E057760, UniRef:UniRef90_UPI000E057760
contig_1	485206	485463	+	GHDJDA_02775	10.2	4.7		
contig_1	491109	491279	+	GHDJDA_02820	6.7	9.3		SO:0001217, UniParc:UPI0025727851, UniRef:UniRef100_UPI0025727851, UniRef:UniRef50_UPI001781F0EA, UniRef:UniRef90_UPI001781F0EA
contig_1	491553	491675	+	GHDJDA_02825	4.7	7.9		SO:0001217, UniParc:UPI000005BE61, UniRef:UniRef100_A0A8S6XJZ9, UniRef:UniRef50_E2YYV5, UniRef:UniRef90_E2YYV5
contig_1	491820	492485	+	GHDJDA_02830	26.3	4.5		RefSeq:WP_010710138.1, SO:0001217, UniParc:UPI000005BE62, UniRef:UniRef100_Q83Z90, UniRef:UniRef50_Q83Z90, UniRef:UniRef90_Q83Z90
contig_1	494270	494428	+	GHDJDA_02850	6.1	9.3		SO:0001217, UniRef:UniRef50_A0A8S6XHI4, UniRef:UniRef90_A0A8S6XHI4
contig_1	495268	495516	-	GHDJDA_02860	9.4	8.7	PF01418.21|HTH_6	PFAM:PF01418.21
contig_1	500612	500797	-	GHDJDA_02890	7.0	10.2		RefSeq:WP_010729905.1, SO:0001217, UniParc:UPI00032FF29D, UniRef:UniRef100_UPI00032FF29D, UniRef:UniRef50_V7ZM83, UniRef:UniRef90_V7ZM83
contig_1	513159	513404	+	GHDJDA_02965	9.6	9.2		SO:0001217, UniRef:UniRef50_UPI001C98EEAD
contig_1	520531	520887	+	GHDJDA_03000	13.0	4.9		RefSeq:WP_002377964.1, SO:0001217, UniParc:UPI00019C693A, UniRef:UniRef100_A0A8S6XK33, UniRef:UniRef50_A0A8S6XK33, UniRef:UniRef90_A0A8S6XK33
contig_1	521034	521309	+	GHDJDA_03005	10.6	9.6		SO:0001217, UniParc:UPI0001E19929, UniRef:UniRef100_A0A2P6BN48, UniRef:UniRef50_A0A2P6BN48, UniRef:UniRef90_A0A2P6BN48
contig_1	521976	522221	+	GHDJDA_03020	9.3	6.0		RefSeq:WP_002377967.1, SO:0001217, UniParc:UPI000005BE79, UniRef:UniRef100_A0A8S6XFX6, UniRef:UniRef50_A0A8B3RQD7, UniRef:UniRef90_A0A8B3RQD7
contig_1	537880	539442	+	GHDJDA_03080	56.9	8.8	PF00005.31|ABC_tran, PF13304.10|AAA_21, PF13476.10|AAA_23	PFAM:PF00005.31, PFAM:PF13304.10, PFAM:PF13476.10
contig_1	550035	550226	+	GHDJDA_03150	7.3	9.5		
contig_1	565066	565380	-	GHDJDA_03215	12.4	9.6		SO:0001217, UniParc:UPI0001E199DE, UniRef:UniRef100_A0A1Q1FRG5, UniRef:UniRef50_A0A1Q1FRG5, UniRef:UniRef90_A0A1Q1FRG5
contig_1	570411	571337	-	GHDJDA_03255	36.4	8.7		
contig_1	572116	572604	-	GHDJDA_03265	19.1	5.8		
contig_1	577888	578076	-	GHDJDA_03290	7.2	5.6		
contig_1	579643	579813	+	GHDJDA_03305	6.9	7.9		RefSeq:WP_002399755.1, SO:0001217, UniParc:UPI000005BEA5, UniRef:UniRef100_A0A8S6XGE0, UniRef:UniRef50_R3JU11, UniRef:UniRef90_R3JU11
contig_1	580837	581046	+	GHDJDA_03325	8.4	6.6		RefSeq:WP_010706711.1, SO:0001217, UniParc:UPI0002F0C40B, UniRef:UniRef100_A0A8S6XCD5, UniRef:UniRef50_A0A8S6XCD5, UniRef:UniRef90_A0A8S6XCD5
contig_1	604536	604964	-	GHDJDA_03445	16.3	8.3		SO:0001217, UniRef:UniRef50_A0A059N2Q4, UniRef:UniRef90_A0A059N2Q4
contig_1	605153	605479	-	GHDJDA_03450	12.2	5.3		SO:0001217, UniParc:UPI000005BEC0, UniRef:UniRef100_A0A7H0FSP6, UniRef:UniRef50_R3H3G3, UniRef:UniRef90_V7ZPU3
contig_1	605609	605887	+	GHDJDA_03455	11.1	5.8		SO:0001217, UniParc:UPI000005BEC1, UniRef:UniRef100_A0A9P2TNQ6, UniRef:UniRef50_E2YXJ8, UniRef:UniRef90_E2YXJ8
contig_1	629097	629720	+	GHDJDA_03570	23.3	5.8	PF01316.25|Arg_repressor, PF02863.22|Arg_repressor_C	PFAM:PF01316.25, PFAM:PF02863.22
contig_1	662560	662751	+	GHDJDA_03725	7.3	4.5		RefSeq:WP_002366170.1, SO:0001217, UniParc:UPI000005BEF6, UniRef:UniRef100_A0A8S6XGD2, UniRef:UniRef50_S4C8I0, UniRef:UniRef90_S4C8I0
contig_1	683847	684215	+	GHDJDA_03810	13.7	5.8	PF02934.19|GatB_N	PFAM:PF02934.19
contig_1	713548	713778	+	GHDJDA_03970	8.8	4.2		
contig_1	774298	774732	+	GHDJDA_04235	16.6	4.5		
contig_1	795590	795838	+	GHDJDA_04355	9.2	9.2		RefSeq:WP_002355713.1, SO:0001217, UniParc:UPI000005BF6C, UniRef:UniRef100_A0A1J6XK58, UniRef:UniRef50_S4CC02, UniRef:UniRef90_S4CC02
contig_1	813020	813289	-	GHDJDA_04445	10.3	6.2		SO:0001217, UniRef:UniRef50_A0A9Q7JKU6, UniRef:UniRef90_A0A9Q7JKU6
contig_1	813240	813854	-	GHDJDA_04450	24.3	6.0		
contig_1	813977	814495	-	GHDJDA_04455	20.5	8.9	PF05043.17|Mga, PF08279.16|HTH_11	PFAM:PF05043.17, PFAM:PF08279.16
contig_1	815499	815729	+	GHDJDA_04465	9.0	8.9		RefSeq:WP_002355737.1, SO:0001217, UniParc:UPI000005BF82, UniRef:UniRef100_A0A640MS20, UniRef:UniRef50_V7ZJA2, UniRef:UniRef90_V7ZJA2
contig_1	849445	849921	+	GHDJDA_04595	18.4	8.5		
contig_1	888821	889045	+	GHDJDA_04795	8.4	5.1		RefSeq:WP_002355808.1, SO:0001217, UniParc:UPI000005BFC2, UniRef:UniRef100_A0A1B4XM85, UniRef:UniRef50_A0A1B4XM85, UniRef:UniRef90_A0A1B4XM85
contig_1	980394	980513	+	GHDJDA_05285	4.5	10.4		SO:0001217, UniParc:UPI000005C01F, UniRef:UniRef100_X5NW01, UniRef:UniRef50_V7ZRN6, UniRef:UniRef90_V7ZRN6
contig_1	1024601	1024861	-	GHDJDA_05525	9.8	5.4		RefSeq:WP_002358168.1, SO:0001217, UniParc:UPI00019CD33C, UniRef:UniRef100_A0A229NNT0, UniRef:UniRef50_S4BP43, UniRef:UniRef90_S4BP43
contig_1	1039378	1039524	-	GHDJDA_05590	5.4	9.8		RefSeq:WP_002384758.1, SO:0001217, UniParc:UPI00019F323E, UniRef:UniRef100_A0A1Q8J6D0, UniRef:UniRef50_A0A1Q8J6D0, UniRef:UniRef90_A0A1Q8J6D0
contig_1	1043092	1043658	+	GHDJDA_05610	22.0	5.5	PF01087.26|GalP_UDP_transf	PFAM:PF01087.26
contig_1	1046232	1046504	+	GHDJDA_05630	10.5	4.7		SO:0001217, UniParc:UPI000005C051, UniRef:UniRef100_A0A9P4D5E0, UniRef:UniRef50_S0J5N6, UniRef:UniRef90_S4C1B1
contig_1	1049920	1050204	+	GHDJDA_05655	10.7	9.6		SO:0001217, UniParc:UPI00032E37E5, UniRef:UniRef100_R3JM95, UniRef:UniRef50_R3JM95, UniRef:UniRef90_R3JM95
contig_1	1050445	1050633	+	GHDJDA_05660	6.8	5.2		
contig_1	1051765	1052154	+	GHDJDA_05670	15.3	5.0		RefSeq:WP_002379307.1, SO:0001217, UniParc:UPI000005C057, UniRef:UniRef100_A0A640MMT2, UniRef:UniRef50_A0A1B4XMM4, UniRef:UniRef90_A0A1B4XMM4
contig_1	1052441	1052746	+	GHDJDA_05685	11.8	4.8		RefSeq:WP_002358136.1, SO:0001217, UniParc:UPI000005C059, UniRef:UniRef100_A0A640MMY1, UniRef:UniRef50_A0A2P6BDP4, UniRef:UniRef90_A0A2P6BDP4
contig_1	1065253	1065546	-	GHDJDA_05740	11.6	10.2		RefSeq:WP_002358125.1, SO:0001217, UniParc:UPI000005C063, UniRef:UniRef100_A0A640MNA2, UniRef:UniRef50_E2YVK6, UniRef:UniRef90_E2YVK6
contig_1	1075514	1075819	-	GHDJDA_05800	11.7	10.3		SO:0001217, UniParc:UPI000005C06D, UniRef:UniRef100_R3J8K8, UniRef:UniRef50_R3J8K8, UniRef:UniRef90_R3J8K8
contig_1	1108276	1108638	+	GHDJDA_05945	13.9	10.0		RefSeq:WP_002358008.1, SO:0001217, UniParc:UPI00019C7402, UniRef:UniRef100_A0A1G1SEU0, UniRef:UniRef50_E2YVQ1, UniRef:UniRef90_S4CBY1
contig_1	1142864	1143211	+	GHDJDA_06125	13.4	9.7		
contig_1	1144711	1145217	+	GHDJDA_06140	20.3	9.1		SO:0001217, UniRef:UniRef50_A0A2Z6BHQ4, UniRef:UniRef90_A0A2Z6BHQ4
contig_1	1160689	1160871	+	GHDJDA_06235	7.0	10.0		
contig_1	1160835	1162517	+	GHDJDA_06240	63.9	4.8	PF00512.29|HisKA, PF00672.29|HAMP, PF00989.29|PAS, PF02518.30|HATPase_c, PF08448.14|PAS_4, PF13188.11|PAS_8, PF13426.11|PAS_9	PFAM:PF00512.29, PFAM:PF00672.29, PFAM:PF00989.29, PFAM:PF02518.30, PFAM:PF08448.14, PFAM:PF13188.11, PFAM:PF13426.11
contig_1	1172736	1172915	-	GHDJDA_06305	6.2	8.8		
contig_1	1181938	1183020	+	GHDJDA_06345	42.3	9.0	PF01011.25|PQQ	PFAM:PF01011.25, RefSeq:WP_002357921.1, SO:0001217, UniParc:UPI000005C0D8, UniRef:UniRef100_A0A226YIY0, UniRef:UniRef50_A0A4V1G7Z3, UniRef:UniRef90_A0A226YIY0
contig_1	1184714	1184896	+	GHDJDA_06360	6.9	9.4		
contig_1	1198247	1198342	+	GHDJDA_06435	3.5	9.3		SO:0001217, UniParc:UPI00019C6B39, UniRef:UniRef100_A0A1J6Z1P8, UniRef:UniRef50_A0A1J6Z1P8, UniRef:UniRef90_A0A1J6Z1P8
contig_1	1219838	1220509	+	GHDJDA_06540	24.9	5.5		SO:0001217, UniParc:UPI000005C0FA, UniRef:UniRef100_A0A640MIZ3, UniRef:UniRef50_R3I970, UniRef:UniRef90_R3I970
contig_1	1220573	1220680	+	GHDJDA_06545	4.0	11.1		SO:0001217, UniParc:UPI000005C0FB, UniRef:UniRef100_A0A1G1SEJ2, UniRef:UniRef50_A0A1G1SEJ2, UniRef:UniRef90_A0A1G1SEJ2
contig_1	1222564	1222698	+	GHDJDA_06555	4.8	5.8		
contig_1	1225723	1225929	+	GHDJDA_06585	7.5	9.5		RefSeq:WP_002357875.1, SO:0001217, UniParc:UPI000005C0FF, UniRef:UniRef100_A0A640MJ30, UniRef:UniRef50_A0A828QTV7, UniRef:UniRef90_A0A828QTV7
contig_1	1232906	1233145	+	GHDJDA_06620	9.0	9.5	PF17785.5|PUA_3	PFAM:PF17785.5
contig_1	1234782	1235060	-	GHDJDA_06635	10.2	10.1		
contig_1	1245229	1245459	+	GHDJDA_06680	9.2	10.2		RefSeq:WP_002382231.1, SO:0001217, UniParc:UPI00019C6D24, UniRef:UniRef100_A0A7H0FR33, UniRef:UniRef50_R3KL61, UniRef:UniRef90_A0A4U3MTT0
contig_1	1293459	1293638	+	GHDJDA_06955	6.9	10.0		RefSeq:WP_002357804.1, SO:0001217, UniParc:UPI000005C140, UniRef:UniRef100_A0A9P2GE36, UniRef:UniRef50_R2QVI8, UniRef:UniRef90_A0A9P2GE36
contig_1	1306049	1306300	+	GHDJDA_07015	9.2	8.0		RefSeq:WP_025187498.1, SO:0001217, UniParc:UPI00046C6449, UniRef:UniRef100_A0A6B1XHZ9, UniRef:UniRef50_A0A6B1XHZ9, UniRef:UniRef90_A0A6B1XHZ9
contig_1	1351528	1351839	-	GHDJDA_07215	12.2	9.4		RefSeq:WP_002357740.1, SO:0001217, UniParc:UPI000005C172, UniRef:UniRef100_A0A1B4XNH6, UniRef:UniRef50_E2YWZ3, UniRef:UniRef90_E2YWZ3
contig_1	1399470	1399751	-	GHDJDA_07440	11.5	5.6		RefSeq:WP_010774186.1, SO:0001217, UniParc:UPI000005C19D, UniRef:UniRef100_Q835F9, UniRef:UniRef50_Q835F9, UniRef:UniRef90_Q835F9
contig_1	1401027	1401308	-	GHDJDA_07455	10.0	9.4		
contig_1	1402529	1402675	+	GHDJDA_07470	5.7	4.4		RefSeq:WP_010706608.1, SO:0001217, UniParc:UPI000005C1A3, UniRef:UniRef100_A0A9Q7N391, UniRef:UniRef50_A0A9P2MDT4, UniRef:UniRef90_A0A9P2MDT4
contig_1	1403521	1403688	+	GHDJDA_07485	6.4	10.6		RefSeq:WP_002392050.1, SO:0001217, UniParc:UPI000005C1A6, UniRef:UniRef100_Q835F0, UniRef:UniRef50_Q835F0, UniRef:UniRef90_Q835F0
contig_1	1403689	1404249	+	GHDJDA_07490	21.6	9.1		
contig_1	1406378	1406632	+	GHDJDA_07500	9.8	4.8		RefSeq:WP_010774195.1, SO:0001217, UniParc:UPI000005C1AA, UniRef:UniRef100_Q835E6, UniRef:UniRef50_Q835E6, UniRef:UniRef90_Q835E6
contig_1	1406622	1408511	+	GHDJDA_07505	71.5	5.7	PF12706.11|Lactamase_B_2	PFAM:PF12706.11
contig_1	1409820	1410134	+	GHDJDA_07520	11.8	6.6		RefSeq:WP_002390537.1, SO:0001217, UniParc:UPI000005C1AF, UniRef:UniRef100_A0A9Q7IPR6, UniRef:UniRef50_A0A2Z6BIH2, UniRef:UniRef90_A0A2Z6BIH2
contig_1	1410298	1410966	+	GHDJDA_07525	25.0	9.6		SO:0001217, UniRef:UniRef50_D2IYU3, UniRef:UniRef90_V7ZMK0
contig_1	1411239	1411466	+	GHDJDA_07535	8.5	4.1		RefSeq:WP_002390543.1, SO:0001217, UniParc:UPI000005C1B2, UniRef:UniRef100_A0A9Q6KWD7, UniRef:UniRef50_V7ZLA1, UniRef:UniRef90_V7ZLA1
contig_1	1416516	1416785	+	GHDJDA_07605	10.4	4.2		RefSeq:WP_010708196.1, SO:0001217, UniParc:UPI000005C1BE, UniRef:UniRef100_Q835C6, UniRef:UniRef50_Q835C6, UniRef:UniRef90_Q835C6
contig_1	1423255	1423419	+	GHDJDA_07640	6.6	9.5		RefSeq:WP_002390571.1, SO:0001217, UniParc:UPI000005C1C5, UniRef:UniRef100_A0A9P3YGF5, UniRef:UniRef50_A0A1G1SE06, UniRef:UniRef90_A0A1G1SE06
contig_1	1426470	1426856	+	GHDJDA_07670	14.4	4.8		RefSeq:WP_010774205.1, SO:0001217, UniParc:UPI000005C1CB, UniRef:UniRef100_Q835B3, UniRef:UniRef50_Q835B3, UniRef:UniRef90_Q835B3
contig_1	1436382	1436744	+	GHDJDA_07720	14.0	4.1		RefSeq:WP_002377517.1, SO:0001217, UniParc:UPI000005C1D6, UniRef:UniRef100_A0A1G1SDZ0, UniRef:UniRef50_E2YUW2, UniRef:UniRef90_E2YUW2
contig_1	1444282	1444584	+	GHDJDA_07785	11.7	5.0		SO:0001217, UniRef:UniRef50_A0A7V7GKB3, UniRef:UniRef90_A0A9P4D509
contig_1	1444678	1445841	+	GHDJDA_07790	45.4	4.8		RefSeq:WP_002390606.1, SO:0001217, UniParc:UPI000005C1E3, UniRef:UniRef100_A0A9Q7N3A8, UniRef:UniRef50_A0A7V7GKA4, UniRef:UniRef90_A0A9Q7N3A8
contig_1	1463072	1463455	+	GHDJDA_07885	14.8	5.6		SO:0001217, UniParc:UPI000005C1F6, UniRef:UniRef100_R3J9M9, UniRef:UniRef50_R3J9M9, UniRef:UniRef90_R3J9M9
contig_1	1485957	1486259	+	GHDJDA_07975	11.3	9.1		RefSeq:WP_002363933.1, SO:0001217, UniParc:UPI000005C209, UniRef:UniRef100_A0A226YIR1, UniRef:UniRef50_S4D842, UniRef:UniRef90_S4D842
contig_1	1493830	1493970	+	GHDJDA_08020	5.3	4.1		
contig_1	1514169	1514411	+	GHDJDA_08140	9.2	9.1	PF18317.5|SDH_C	PFAM:PF18317.5
contig_1	1523977	1524171	+	GHDJDA_08190	7.5	9.8		RefSeq:WP_002357574.1, SO:0001217, UniParc:UPI000005C232, UniRef:UniRef100_A0A1B4XNW2, UniRef:UniRef50_A0A1B4XNW2, UniRef:UniRef90_A0A1B4XNW2
contig_1	1605406	1605630	-	GHDJDA_08585	8.7	10.1		
contig_1	1620626	1621324	-	GHDJDA_08660	28.2	5.1		RefSeq:WP_002369341.1, SO:0001217, UniParc:UPI000005C288, UniRef:UniRef100_A0A9P2K1Z0, UniRef:UniRef50_S4BW71, UniRef:UniRef90_E2YUR3
contig_1	1627868	1628539	-	GHDJDA_08700	25.0	9.1		SO:0001217, UniRef:UniRef50_E2YUZ0, UniRef:UniRef90_UPI00032FB7C6
contig_1	1723082	1723342	-	GHDJDA_09225	9.1	9.2	PF02142.26|MGS	PFAM:PF02142.26
contig_1	1776292	1776678	-	GHDJDA_09445	14.5	10.1		RefSeq:WP_010706477.1, SO:0001217, UniParc:UPI000005C31C, UniRef:UniRef100_A0A7H0FPV8, UniRef:UniRef50_V7ZIT6, UniRef:UniRef90_V7ZIT6
contig_1	1789430	1789561	-	GHDJDA_09535	4.4	9.7		RefSeq:WP_002390434.1, SO:0001217, UniParc:UPI0001CB2C17, UniRef:UniRef100_A0A059N3N4, UniRef:UniRef50_A0A059N3N4, UniRef:UniRef90_A0A059N3N4
contig_1	1801706	1801966	-	GHDJDA_09595	9.8	6.0		RefSeq:WP_002313174.1, SO:0001217, UniParc:UPI00019C6974, UniRef:UniRef100_A0A4U4CFB6, UniRef:UniRef50_A0A1Y3GZS1, UniRef:UniRef90_A0A1Y3GZS1
contig_1	1802173	1802262	-	GHDJDA_09600	3.3	4.8		SO:0001217, UniParc:UPI0002A1E89E, UniRef:UniRef100_A0A829FA45, UniRef:UniRef50_A0A829FA45, UniRef:UniRef90_A0A829FA45
contig_1	1817393	1817734	-	GHDJDA_09690	13.2	5.3		SO:0001217, UniRef:UniRef50_A0A1J6XFZ1, UniRef:UniRef90_A0A1J6XFZ1
contig_1	1832677	1832844	-	GHDJDA_09760	6.6	9.0		RefSeq:WP_002298811.1, SO:0001217, UniParc:UPI000005C34C, UniRef:UniRef100_A0A1J6XNY8, UniRef:UniRef50_A0A1J6XNY8, UniRef:UniRef90_A0A1J6XNY8
